ID,CampaignName,CampaignTactic,CampaignStartDate,Expense,MarketingCost,Profit,LocationID,Revenue,RevenueTarget,ROI,Status,ProductID,Sentiment,Response
2210,Hit The Track,Social,1/27/2019 0:00,"$28,444.",900,20000,20,"$625,000.",150000,"$18,642",Awareness,1349,Positive,971
1250,Hit The Track,Email,2/3/2019 0:00,"$110,000.",112302,175000,23,"$1,625,630.4",337586,"$47,363",Inquiries,1349,Positive,934
231,Wheels That Matter,Event,2/27/2020 0:00,"$241,145.",112897,25245,8,"$2,131,120.",92004,"$4,823",Awareness,164,Positive,1033
231,Wheels That Matter,Event,2/27/2020 0:00,"$241,145.",112897,25245,8,"$2,131,120.",92004,"$4,823",Awareness,164,Positive,1033
231,Wheels That Matter,Event,2/27/2020 0:00,"$241,145.",112897,25245,8,"$2,131,120.",92004,"$4,823",Awareness,164,Positive,1033
771,Wheels That Matter,TV,1/23/2020 0:00,"$133,586.",36652,23307,48,"$1,255,144.",280976,"$10,019",Consideration,164,Positive,177
111,Wheels That Matter,Event,7/31/2019 0:00,"$32,640.",27761,141933,9,"$1,396,584.",190247,"-$2,448",Inquiries,164,Positive,826
231,Wheels That Matter,Event,2/27/2020 0:00,"$241,145.",112897,25245,8,"$2,131,120.",92004,"$4,823",Awareness,164,Positive,1033
291,Wheels That Matter,Event,10/24/2019 0:00,"$67,456.",77197,106369,10,"$1,390,600.",212024,-$675,Inquiries,164,Negative,1090
67,Wheels That Matter,Social,4/3/2019 0:00,"$116,110.",39593,138754,19,"$2,038,912.",266883,"-$1,742",Inquiries,2369,Negative,229
7,Wheels That Matter,Event,2/27/2019 0:00,"$241,145.",112897,25245,44,"$2,131,120.",92004,"-$4,823",Awareness,2369,Negative,488
67,Wheels That Matter,Social,4/3/2019 0:00,"$116,110.",39593,138754,44,"$2,038,912.",266883,"-$1,742",Inquiries,2369,Negative,229
951,Wheels That Matter,TV,7/2/2019 0:00,"$29,070.",56083,203507,11,"$1,860,616.",221051,$872,Inquiries,164,Negative,942
7,Wheels That Matter,Event,2/27/2019 0:00,"$241,145.",112897,25245,10,"$2,131,120.",92004,"-$4,823",Awareness,2369,Negative,488
307,Wheels That Matter,TV,1/28/2019 0:00,"$9,979.",98073,111248,8,"$969,816.",126701,-$699,Inquiries,2369,Negative,948
7,Wheels That Matter,Event,2/27/2019 0:00,"$241,145.",112897,25245,19,"$2,131,120.",92004,"-$4,823",Awareness,2369,Negative,488
291,Wheels That Matter,Event,10/24/2019 0:00,"$67,456.",77197,106369,11,"$1,390,600.",212024,-$675,Inquiries,164,Negative,1090
1311,Wheels That Matter,TV,4/26/2020 0:00,"$100,759.",53057,56542,10,"$1,258,408.",243899,"$4,534",Inquiries,164,Negative,1079
67,Wheels That Matter,Social,4/3/2019 0:00,"$116,110.",39593,138754,10,"$2,038,912.",266883,"-$1,742",Inquiries,2369,Negative,229
187,Wheels That Matter,TV,5/20/2019 0:00,"$69,530.",75531,85850,48,"$1,243,040.",328491,"-$1,738",Inquiries,2369,Negative,839
951,Wheels That Matter,TV,7/2/2019 0:00,"$29,070.",56083,203507,10,"$1,860,616.",221051,$872,Inquiries,164,Negative,942
367,Wheels That Matter,TV,4/12/2019 0:00,"$222,581.",51204,-28781,44,"$1,550,400.",256989,"$20,032",Purchase,2369,Negative,452
427,Wheels That Matter,TV,2/22/2019 0:00,"$268,277.",36346,-2363,12,"$2,127,312.",173638,"-$10,731",Awareness,2369,Negative,946
307,Wheels That Matter,TV,1/28/2019 0:00,"$9,979.",98073,111248,8,"$969,816.",126701,-$699,Inquiries,2369,Negative,948
1311,Wheels That Matter,TV,4/26/2020 0:00,"$100,759.",53057,56542,11,"$1,258,408.",243899,"$4,534",Inquiries,164,Negative,1079
247,Wheels That Matter,TV,4/19/2019 0:00,"$171,479.",18156,19720,16,"$1,529,592.",175763,"$15,433",Awareness,2369,Negative,592
487,Wheels That Matter,TV,4/26/2019 0:00,"$100,759.",53057,56542,23,"$1,258,408.",243899,"$4,534",Inquiries,2369,Negative,94
307,Wheels That Matter,TV,1/28/2019 0:00,"$9,979.",98073,111248,8,"$969,816.",126701,-$699,Inquiries,2369,Negative,948
367,Wheels That Matter,TV,4/12/2019 0:00,"$222,581.",51204,-28781,19,"$1,550,400.",256989,"$20,032",Purchase,2369,Negative,452
307,Wheels That Matter,TV,1/28/2019 0:00,"$9,979.",98073,111248,8,"$969,816.",126701,-$699,Inquiries,2369,Negative,948
891,Wheels That Matter,TV,4/19/2020 0:00,"$171,479.",18156,19720,12,"$1,529,592.",175763,"$15,433",Awareness,164,Negative,545
367,Wheels That Matter,TV,4/12/2019 0:00,"$222,581.",51204,-28781,10,"$1,550,400.",256989,"$20,032",Purchase,2369,Negative,452
127,Wheels That Matter,TV,1/23/2019 0:00,"$133,586.",36652,23307,13,"$1,255,144.",280976,"-$10,019",Consideration,2369,Negative,235
711,Wheels That Matter,Social,7/17/2019 0:00,"$254,915.",96152,33490,13,"$2,307,240.",207740,"$22,942",Inquiries,164,Negative,522
1071,Wheels That Matter,TV,9/13/2019 0:00,"$286,875.",19584,-117980,13,"$1,351,160.",258944,"$1,434",Consideration,164,Negative,935
831,Wheels That Matter,TV,5/20/2020 0:00,"$69,530.",75531,85850,12,"$1,243,040.",328491,"$1,738",Inquiries,164,Negative,933
253,Beyond Wheels,Media Placements,1/10/2019 0:00,"$275,128.",103343,-134300,10,"$2,253,248.",167280,"$8,254",Purchase,1409,Negative,498
1273,Get Sporty,Event,3/24/2019 0:00,"$118,575.",89913,176953,31,"$2,364,224.",136306,"$8,893",Inquiries,1409,Negative,629
1813,Get Sporty,Media Placements,2/12/2019 0:00,"$168,929.",24905,106590,10,"$2,204,152.",239037,"$12,670",Purchase,1409,Negative,151
73,Beyond Wheels,Email,4/20/2019 0:00,"$313,140.",47022,-191879,20,"$1,940,176.",125596,"$15,657",Intent,1409,Negative,296
1993,Get Sporty,Media Placements,2/3/2019 0:00,"$266,271.",85391,18530,10,"$2,278,408.",235467,"$19,970",Consideration,1409,Negative,767
1033,Fun with Colors,TV,5/29/2019 0:00,"$258,264.",118915,23817,47,"$2,256,648.",179061,"$10,331",Intent,1409,Negative,414
1813,Get Sporty,Media Placements,2/12/2019 0:00,"$168,929.",24905,106590,44,"$2,204,152.",239037,"$12,670",Purchase,1409,Negative,151
2653,Get Sporty,TV,1/21/2019 0:00,"$101,371.",117351,-7939,47,"$747,456.",260117,"$1,521",Intent,1409,Negative,977
1873,Get Sporty,Media Placements,4/21/2019 0:00,"$235,875.",109480,-91970,22,"$1,151,240.",130118,"-$8,256",Consideration,1409,Negative,537
1573,Get Sporty,Event,5/21/2019 0:00,"$271,796.",37791,-83793,23,"$1,504,024.",324003,"$24,462",Intent,1409,Negative,741
2233,Get Sporty,Social,5/11/2019 0:00,"$144,432.",26656,-57681,10,"$694,008.",115583,-$722,Consideration,1409,Negative,1021
4873,Racer Club,TV,3/16/2019 0:00,"$185,283.",52377,-98294,8,"$695,912.",158185,"$8,338",Intent,1409,Negative,971
1453,Get Sporty,Event,1/20/2019 0:00,"$94,520.",93568,109191,44,"$1,629,688.",167025,"$6,144",Purchase,1409,Negative,466
2173,Get Sporty,Social,1/6/2019 0:00,"$31,518.",75854,80342,17,"$894,880.",93330,"$2,206",Inquiries,1409,Negative,752
373,Fun with Colors,Email,1/22/2019 0:00,"$152,269.",104465,16915,10,"$1,353,472.",224927,"$4,568",Awareness,1409,Negative,737
613,Fun with Colors,Event,4/5/2019 0:00,"$21,947.",63750,211548,10,"$1,867,960.",283407,$0,Inquiries,1409,Negative,471
2233,Get Sporty,Social,5/11/2019 0:00,"$144,432.",26656,-57681,21,"$694,008.",115583,-$722,Consideration,1409,Negative,1021
2293,Get Sporty,Social,5/6/2019 0:00,"$272,085.",26418,-107729,10,"$1,314,848.",249186,"$19,046",Consideration,1409,Negative,459
2713,Get Sporty,TV,5/1/2019 0:00,"$59,381.",35088,101881,10,"$1,290,096.",151147,"$2,969",Inquiries,1409,Negative,107
793,Fun with Colors,Media Placements,2/26/2019 0:00,"$251,158.",29444,-35071,16,"$1,728,696.",152082,"$15,069",Intent,1409,Negative,618
2053,Get Sporty,Media Placements,4/18/2019 0:00,"$28,900.",90185,56474,20,"$682,992.",134640,$867,Consideration,1409,Negative,465
4573,Racer Club,Event,5/31/2019 0:00,"$71,740.",88077,51748,47,"$987,904.",167756,"-$1,794",Awareness,1409,Negative,237
2293,Get Sporty,Social,5/6/2019 0:00,"$272,085.",26418,-107729,19,"$1,314,848.",249186,"$19,046",Consideration,1409,Negative,459
2473,Get Sporty,Social,3/2/2019 0:00,"$314,347.",104822,-93789,9,"$1,764,464.",330854,"$1,572",Purchase,1409,Negative,183
373,Fun with Colors,Email,1/22/2019 0:00,"$152,269.",104465,16915,11,"$1,353,472.",224927,"$4,568",Awareness,1409,Negative,737
4633,Racer Club,Event,3/22/2019 0:00,"$238,153.",44523,-131308,8,"$854,760.",143616,"-$17,861",Awareness,1409,Negative,264
1453,Get Sporty,Event,1/20/2019 0:00,"$94,520.",93568,109191,10,"$1,629,688.",167025,"$6,144",Purchase,1409,Negative,466
733,Fun with Colors,Event,4/3/2019 0:00,"$165,852.",52513,-77503,16,"$706,792.",313752,"$8,293",Consideration,1409,Negative,549
433,Fun with Colors,Event,2/1/2019 0:00,"$20,315.",23766,94231,23,"$916,368.",189992,"$1,117",Inquiries,1409,Negative,30
2713,Get Sporty,TV,5/1/2019 0:00,"$59,381.",35088,101881,44,"$1,290,096.",151147,"$2,969",Inquiries,1409,Negative,107
913,Fun with Colors,Social,5/3/2019 0:00,"$182,937.",44302,-4777,20,"$1,425,280.",125443,"$3,659",Awareness,1409,Negative,631
2173,Get Sporty,Social,1/6/2019 0:00,"$31,518.",75854,80342,31,"$894,880.",93330,"$2,206",Inquiries,1409,Negative,752
1693,Get Sporty,Event,3/25/2019 0:00,"$79,781.",29954,143327,47,"$1,784,864.",254235,$0,Inquiries,1409,Negative,358
4753,Racer Club,Social,4/1/2019 0:00,"$36,023.",53992,103734,8,"$1,118,056.",267410,"-$2,341",Awareness,1409,Negative,749
1453,Get Sporty,Event,1/20/2019 0:00,"$94,520.",93568,109191,19,"$1,629,688.",167025,"$6,144",Purchase,1409,Negative,466
313,Fun with Colors,Email,4/10/2019 0:00,"$160,990.",84099,81940,14,"$1,943,440.",178279,"$9,659",Awareness,1409,Negative,62
493,Fun with Colors,Event,3/16/2019 0:00,"$125,596.",68527,-28492,23,"$776,832.",118099,"$6,908",Awareness,1409,Negative,100
2533,Get Sporty,Social,5/3/2019 0:00,"$96,917.",84694,177327,17,"$2,193,952.",292876,"$6,784",Consideration,1409,Negative,785
2713,Get Sporty,TV,5/1/2019 0:00,"$59,381.",35088,101881,19,"$1,290,096.",151147,"$2,969",Inquiries,1409,Negative,107
2593,Get Sporty,Social,3/2/2019 0:00,"$68,629.",85918,231438,8,"$2,400,536.",143293,"$3,088",Awareness,1409,Negative,951
1333,Get Sporty,Event,5/10/2019 0:00,"$257,686.",117793,-66521,47,"$1,529,320.",306697,"-$5,154",Awareness,1409,Negative,683
2413,Get Sporty,Social,2/18/2019 0:00,"$220,575.",45934,-67235,23,"$1,226,720.",229075,"$17,646",Purchase,1409,Negative,752
2533,Get Sporty,Social,5/3/2019 0:00,"$96,917.",84694,177327,31,"$2,193,952.",292876,"$6,784",Consideration,1409,Negative,785
1753,Get Sporty,Event,2/10/2019 0:00,"$213,911.",89845,-100164,18,"$909,976.",120190,"-$4,278",Consideration,1409,Negative,956
313,Fun with Colors,Email,4/10/2019 0:00,"$160,990.",84099,81940,47,"$1,943,440.",178279,"$9,659",Awareness,1409,Negative,62
853,Fun with Colors,Media Placements,5/9/2019 0:00,"$221,561.",42687,-1768,18,"$1,758,344.",154309,"$14,401",Consideration,1409,Negative,122
4873,Racer Club,TV,3/16/2019 0:00,"$185,283.",52377,-98294,8,"$695,912.",158185,"$8,338",Intent,1409,Negative,971
1033,Fun with Colors,TV,5/29/2019 0:00,"$258,264.",118915,23817,14,"$2,256,648.",179061,"$10,331",Intent,1409,Negative,414
4573,Racer Club,Event,5/31/2019 0:00,"$71,740.",88077,51748,14,"$987,904.",167756,"-$1,794",Awareness,1409,Negative,237
4693,Racer Club,Media Placements,2/23/2019 0:00,"$63,801.",30464,165903,22,"$1,837,632.",320909,"-$3,828",Inquiries,1409,Negative,997
2653,Get Sporty,TV,1/21/2019 0:00,"$101,371.",117351,-7939,14,"$747,456.",260117,"$1,521",Intent,1409,Negative,977
2773,Get Sporty,TV,3/18/2019 0:00,"$268,141.",63682,-96475,16,"$1,373,328.",96271,"-$1,341",Awareness,1409,Negative,1036
1993,Get Sporty,Media Placements,2/3/2019 0:00,"$266,271.",85391,18530,44,"$2,278,408.",235467,"$19,970",Consideration,1409,Negative,767
1153,Get Sporty,Email,2/2/2019 0:00,"$141,916.",76364,152031,20,"$2,351,576.",216223,"-$5,677",Purchase,1409,Negative,706
1933,Get Sporty,Media Placements,5/16/2019 0:00,"$137,921.",20060,-44693,23,"$745,824.",194973,"-$9,654",Inquiries,1409,Negative,20
553,Fun with Colors,Event,4/18/2019 0:00,"$56,304.",43401,201110,13,"$2,059,312.",121499,$0,Awareness,1409,Negative,842
2293,Get Sporty,Social,5/6/2019 0:00,"$272,085.",26418,-107729,44,"$1,314,848.",249186,"$19,046",Consideration,1409,Negative,459
1393,Get Sporty,Event,1/25/2019 0:00,"$271,609.",91749,10778,9,"$2,259,096.",134589,"$8,148",Intent,1409,Negative,1115
133,Beyond Wheels,Event,5/27/2019 0:00,"$156,077.",17782,47719,20,"$3,260,736.",328916,$0,Awareness,1409,Negative,96
1693,Get Sporty,Event,3/25/2019 0:00,"$79,781.",29954,143327,14,"$1,784,864.",254235,$0,Inquiries,1409,Negative,358
673,Fun with Colors,Event,4/2/2019 0:00,"$29,648.",114716,223057,21,"$2,021,640.",271320,"$1,482",Consideration,1409,Negative,386
4633,Racer Club,Event,3/22/2019 0:00,"$238,153.",44523,-131308,8,"$854,760.",143616,"-$17,861",Awareness,1409,Negative,264
1333,Get Sporty,Event,5/10/2019 0:00,"$257,686.",117793,-66521,14,"$1,529,320.",306697,"-$5,154",Awareness,1409,Negative,683
13,Beyond Wheels,Email,4/6/2019 0:00,"$117,249.",73372,68629,22,"$2,974,048.",335291,"-$5,862",Inquiries,1409,Negative,299
4633,Racer Club,Event,3/22/2019 0:00,"$238,153.",44523,-131308,8,"$854,760.",143616,"-$17,861",Awareness,1409,Negative,264
1093,Fun with Colors,TV,3/26/2019 0:00,"$132,226.",68119,137224,15,"$2,155,600.",318767,"$11,900",Consideration,1409,Negative,798
2593,Get Sporty,Social,3/2/2019 0:00,"$68,629.",85918,231438,8,"$2,400,536.",143293,"$3,088",Awareness,1409,Negative,951
1993,Get Sporty,Media Placements,2/3/2019 0:00,"$266,271.",85391,18530,19,"$2,278,408.",235467,"$19,970",Consideration,1409,Negative,767
1213,Get Sporty,Email,1/27/2019 0:00,"$145,299.",73185,105927,15,"$2,009,808.",223074,"-$5,085",Awareness,1409,Negative,1043
613,Fun with Colors,Event,4/5/2019 0:00,"$21,947.",63750,211548,11,"$1,867,960.",283407,$0,Inquiries,1409,Negative,471
253,Beyond Wheels,Media Placements,1/10/2019 0:00,"$275,128.",103343,-134300,21,"$2,253,248.",167280,"$8,254",Purchase,1409,Negative,498
2593,Get Sporty,Social,3/2/2019 0:00,"$68,629.",85918,231438,8,"$2,400,536.",143293,"$3,088",Awareness,1409,Negative,951
4633,Racer Club,Event,3/22/2019 0:00,"$238,153.",44523,-131308,8,"$854,760.",143616,"-$17,861",Awareness,1409,Negative,264
2593,Get Sporty,Social,3/2/2019 0:00,"$68,629.",85918,231438,8,"$2,400,536.",143293,"$3,088",Awareness,1409,Negative,951
4513,Racer Club,Event,3/18/2019 0:00,"$211,582.",101048,-116008,22,"$764,592.",209202,"$7,405",Awareness,1409,Negative,869
4753,Racer Club,Social,4/1/2019 0:00,"$36,023.",53992,103734,8,"$1,118,056.",267410,"-$2,341",Awareness,1409,Negative,749
4873,Racer Club,TV,3/16/2019 0:00,"$185,283.",52377,-98294,8,"$695,912.",158185,"$8,338",Intent,1409,Negative,971
1633,Get Sporty,Event,2/5/2019 0:00,"$264,044.",50286,-67575,12,"$1,571,752.",240992,"$10,562",Awareness,1409,Negative,259
1513,Get Sporty,Event,1/12/2019 0:00,"$186,881.",116654,42891,22,"$1,838,176.",151147,-$934,Consideration,1409,Negative,894
973,Fun with Colors,Social,1/9/2019 0:00,"$68,748.",111129,238289,15,"$2,456,296.",336073,"$4,469",Awareness,1409,Negative,945
2833,Get Sporty,TV,1/8/2019 0:00,"$73,355.",70924,69139,20,"$1,139,952.",326553,"$6,235",Awareness,1409,Negative,226
4753,Racer Club,Social,4/1/2019 0:00,"$36,023.",53992,103734,8,"$1,118,056.",267410,"-$2,341",Awareness,1409,Negative,749
1813,Get Sporty,Media Placements,2/12/2019 0:00,"$168,929.",24905,106590,19,"$2,204,152.",239037,"$12,670",Purchase,1409,Negative,151
2353,Get Sporty,Social,1/8/2019 0:00,"$212,126.",98328,-99059,23,"$904,536.",337195,"-$10,606",Purchase,1409,Negative,549
673,Fun with Colors,Event,4/2/2019 0:00,"$29,648.",114716,223057,10,"$2,021,640.",271320,"$1,482",Consideration,1409,Negative,386
4453,Racer Club,Email,1/6/2019 0:00,"$284,376.",98974,-71825,12,"$1,700,408.",169609,"$14,219",Awareness,1409,Negative,590
1273,Get Sporty,Event,3/24/2019 0:00,"$118,575.",89913,176953,17,"$2,364,224.",136306,"$8,893",Inquiries,1409,Negative,629
4873,Racer Club,TV,3/16/2019 0:00,"$185,283.",52377,-98294,8,"$695,912.",158185,"$8,338",Intent,1409,Negative,971
4813,Racer Club,Social,5/5/2019 0:00,"$135,303.",79492,200260,20,"$2,684,504.",327114,"-$6,089",Consideration,1409,Negative,129
4753,Racer Club,Social,4/1/2019 0:00,"$36,023.",53992,103734,8,"$1,118,056.",267410,"-$2,341",Awareness,1409,Negative,749
193,Beyond Wheels,Event,5/25/2019 0:00,"$100,997.",48586,95591,16,"$3,145,408.",328202,"-$15,150",Inquiries,1409,Negative,444
2113,Get Sporty,Media Placements,2/23/2019 0:00,"$247,146.",45509,14433,48,"$2,092,632.",118337,"-$11,122",Awareness,1409,Negative,486
471,Wheels That Matter,Media Placements,12/15/2019 0:00,"$240,805.",105434,-19703,22,"$1,768,816.",256343,"$1,204",Awareness,164,Neutral,578
1251,Wheels That Matter,TV,6/24/2019 0:00,"$300,781.",102323,-202759,31,"$784,176.",299540,"$13,535",Consideration,164,Neutral,1100
1131,Wheels That Matter,TV,4/12/2020 0:00,"$222,581.",51204,-28781,20,"$1,550,400.",256989,"$20,032",Purchase,164,Neutral,1099
1011,Wheels That Matter,TV,1/28/2020 0:00,"$9,979.",98073,111248,47,"$969,816.",126701,$699,Inquiries,164,Neutral,23
531,Wheels That Matter,Media Placements,9/1/2019 0:00,"$129,914.",113917,104499,17,"$1,875,304.",231132,$650,Inquiries,164,Neutral,113
411,Wheels That Matter,Media Placements,9/20/2019 0:00,"$270,725.",76857,-147084,14,"$989,128.",105128,"$1,354",Consideration,164,Neutral,907
1251,Wheels That Matter,TV,6/24/2019 0:00,"$300,781.",102323,-202759,17,"$784,176.",299540,"$13,535",Consideration,164,Neutral,1100
531,Wheels That Matter,Media Placements,9/1/2019 0:00,"$129,914.",113917,104499,31,"$1,875,304.",231132,$650,Inquiries,164,Neutral,113
351,Wheels That Matter,Media Placements,6/30/2019 0:00,"$212,296.",75208,-119918,18,"$739,024.",182053,"-$12,738",Awareness,164,Neutral,929
651,Wheels That Matter,Social,11/17/2019 0:00,"$114,019.",26112,19363,19,"$1,067,056.",143599,"-$3,421",Inquiries,164,Neutral,340
1431,Wheels That Matter,TV,12/11/2019 0:00,"$157,471.",26962,-63716,31,"$750,040.",309893,"$7,086",Inquiries,164,Neutral,801
411,Wheels That Matter,Media Placements,9/20/2019 0:00,"$270,725.",76857,-147084,47,"$989,128.",105128,"$1,354",Consideration,164,Neutral,907
51,Wheels That Matter,Event,12/3/2019 0:00,"$283,815.",110534,-40443,17,"$1,946,976.",327658,"$24,124",Awareness,164,Neutral,954
1011,Wheels That Matter,TV,1/28/2020 0:00,"$9,979.",98073,111248,14,"$969,816.",126701,$699,Inquiries,164,Neutral,23
651,Wheels That Matter,Social,11/17/2019 0:00,"$114,019.",26112,19363,44,"$1,067,056.",143599,"-$3,421",Inquiries,164,Neutral,340
1431,Wheels That Matter,TV,12/11/2019 0:00,"$157,471.",26962,-63716,17,"$750,040.",309893,"$7,086",Inquiries,164,Neutral,801
171,Wheels That Matter,Event,12/7/2019 0:00,"$54,417.",28509,64600,15,"$952,136.",178976,"-$2,449",Inquiries,164,Neutral,423
651,Wheels That Matter,Social,11/17/2019 0:00,"$114,019.",26112,19363,10,"$1,067,056.",143599,"-$3,421",Inquiries,164,Neutral,340
1371,Wheels That Matter,TV,8/14/2019 0:00,"$104,448.",101473,-7820,16,"$773,024.",91800,"-$1,567",Consideration,164,Neutral,1032
1191,Wheels That Matter,TV,2/22/2020 0:00,"$268,277.",36346,-2363,15,"$2,127,312.",173638,"$10,731",Awareness,164,Neutral,583
51,Wheels That Matter,Event,12/3/2019 0:00,"$283,815.",110534,-40443,31,"$1,946,976.",327658,"$24,124",Awareness,164,Neutral,954
591,Wheels That Matter,Social,4/3/2020 0:00,"$116,110.",39593,138754,23,"$2,038,912.",266883,"$1,742",Inquiries,164,Neutral,482
