date,MonthName,CityName,WeekNumber,BedOccupancied
2020-04-02,Apr,Chicago,14,0
2019-04-09,Apr,Chicago,15,426
2019-10-16,Oct,Los Angeles,42,363
2019-04-21,Apr,Chicago,17,395
2019-02-28,Feb,Chicago,9,431
2019-09-15,Sep,Los Angeles,38,418
2019-08-17,Aug,Chicago,33,492
2019-07-23,Jul,Chicago,30,536
2020-07-09,Jul,Chicago,28,725
2020-03-10,Mar,Chicago,11,0
2020-04-26,Apr,Chicago,18,0
2019-03-22,Mar,Chicago,12,536
2019-08-12,Aug,Chicago,33,508
2020-09-17,Sep,Los Angeles,38,590
2019-06-21,Jun,Chicago,25,645
2020-11-11,Nov,Los Angeles,46,536
2020-11-05,Nov,Los Angeles,45,511
2020-05-12,May,Miami,20,0
2020-07-14,Jul,Chicago,29,7070
2020-09-15,Sep,Los Angeles,38,719
2020-06-20,Jun,Honolulu,25,0
2019-12-15,Dec,Chicago,51,6940
2019-11-12,Nov,Chicago,46,6720
2019-09-14,Sep,Los Angeles,37,6970
2020-05-14,May,Los Angeles,20,0
2020-09-07,Sep,Los Angeles,37,6650
2020-09-01,Sep,Los Angeles,36,5440
2020-08-13,Aug,Chicago,33,4730
2019-07-25,Jul,Chicago,30,7460
2020-04-22,Apr,Chicago,17,0
2019-04-12,Apr,Chicago,15,7400
2019-02-23,Feb,Chicago,8,5040
2020-10-18,Oct,Los Angeles,43,5070
2020-11-27,Nov,Los Angeles,48,5480
2019-10-19,Oct,Los Angeles,42,1600
2019-06-01,Jun,Chicago,22,1760
2019-05-01,May,Chicago,18,2440
2019-02-22,Feb,Chicago,8,1650
2020-08-11,Aug,Chicago,33,426
2020-04-21,Apr,Chicago,17,0
2019-08-07,Aug,Honolulu,32,701
2019-08-20,Aug,Chicago,34,385
2020-07-24,Jul,Chicago,30,713
2020-07-06,Jul,Chicago,28,380
2019-09-17,Sep,Los Angeles,38,235
2020-07-17,Jul,Chicago,29,2380
2020-04-13,Apr,Chicago,16,0
2020-09-28,Sep,Los Angeles,40,794
2019-04-17,Apr,Honolulu,16,400
2019-09-06,Sep,Chicago,36,138
2020-02-12,Feb,Chicago,7,0
2019-02-14,Feb,Chicago,7,146
2019-04-28,Apr,Chicago,18,123
2020-02-23,Feb,Chicago,9,0
2019-10-03,Oct,Los Angeles,40,382
2020-08-08,Aug,Chicago,32,246
2020-04-10,Apr,Chicago,15,0
2020-02-27,Feb,Chicago,9,0
2019-09-12,Sep,Los Angeles,37,149
2019-02-10,Feb,Chicago,7,198
2019-08-09,Aug,Chicago,32,229
2020-02-24,Feb,Chicago,9,0
2019-09-22,Sep,Los Angeles,39,354
2020-02-13,Feb,Chicago,7,0
2019-03-12,Mar,Chicago,11,196
2019-03-28,Mar,Chicago,13,373
2019-05-21,May,Chicago,21,91
2019-08-08,Aug,Chicago,32,191
2020-05-21,May,Chicago,21,0
2019-08-25,Aug,Chicago,35,135
2019-04-10,Apr,Chicago,15,223
2019-06-27,Jun,Chicago,26,351
2019-11-23,Nov,Los Angeles,47,110
2020-11-10,Nov,Los Angeles,46,184
2019-05-18,May,Miami,20,199
2019-07-21,Jul,Chicago,30,113
2020-04-04,Apr,Chicago,14,0
2020-03-25,Mar,Honolulu,13,0
2019-12-22,Dec,Chicago,52,97
2020-10-16,Oct,Chicago,42,210
2020-04-28,Apr,Chicago,18,0
2020-09-19,Sep,Los Angeles,38,357
2020-04-03,Apr,Chicago,14,0
2020-04-05,Apr,Chicago,15,0
2019-02-27,Feb,Chicago,9,101
2019-06-16,Jun,Chicago,25,642
2019-12-07,Dec,Chicago,49,359
2020-08-18,Aug,Chicago,34,668
2019-04-25,Apr,Chicago,17,412
2019-10-10,Oct,Los Angeles,41,373
2019-10-26,Oct,Los Angeles,43,350
2019-06-15,Jun,Chicago,24,652
2019-05-23,May,Chicago,21,507
2020-02-16,Feb,Chicago,8,0
2019-08-21,Aug,Chicago,34,530
2019-02-12,Feb,Chicago,7,482
2019-12-12,Dec,Chicago,50,392
2019-03-01,Mar,Chicago,9,560
2020-07-27,Jul,Chicago,31,725
2019-04-02,Apr,Chicago,14,389
2019-05-14,May,Chicago,20,491
2019-05-12,May,Chicago,20,561
2019-12-21,Dec,Chicago,51,419
2020-04-19,Apr,Chicago,17,0
2019-09-28,Sep,Chicago,39,459
2019-07-10,Jul,Chicago,28,542
2019-08-05,Aug,Chicago,32,514
2020-06-10,Jun,Chicago,24,0
2020-08-06,Aug,Chicago,32,649
2020-03-02,Mar,Honolulu,10,0
2020-07-07,Jul,Chicago,28,715
2019-12-13,Dec,Chicago,50,380
2019-08-19,Aug,Chicago,34,523
2020-08-09,Aug,Chicago,33,673
2020-02-10,Feb,Chicago,7,0
2020-08-19,Aug,Chicago,34,707
2019-07-13,Jul,Chicago,28,537
2019-08-24,Aug,Chicago,34,489
2019-02-20,Feb,Chicago,8,419
2019-10-17,Oct,Chicago,42,368
2020-10-05,Oct,Chicago,41,552
2020-09-11,Sep,Chicago,37,624
2019-08-11,Aug,Chicago,33,520
2020-11-21,Nov,Chicago,47,501
2020-07-15,Jul,Chicago,29,7070
2019-08-10,Aug,Chicago,32,7190
2020-05-08,May,Chicago,19,0
2020-09-16,Sep,Los Angeles,38,694
2019-11-17,Nov,Los Angeles,47,6720
2019-11-04,Nov,Miami,45,6970
2019-06-24,Jun,Chicago,26,7160
2019-08-01,Aug,Chicago,31,6650
2019-05-20,May,Honolulu,21,5440
2019-02-26,Feb,Chicago,9,4730
2019-08-26,Aug,Honolulu,35,7460
2020-08-27,Aug,Chicago,35,7110
2019-04-05,Apr,Chicago,14,7400
2019-04-23,Apr,Chicago,17,5040
2019-08-03,Aug,Chicago,31,5070
2019-03-15,Mar,Chicago,11,1600
2019-06-18,Jun,Chicago,25,1760
2019-12-24,Dec,Chicago,52,2440
2019-07-09,Jul,Chicago,28,1650
2020-07-12,Jul,Chicago,29,4260
2020-10-10,Oct,Los Angeles,41,352
2020-09-23,Sep,Los Angeles,39,7010
2020-05-10,May,Chicago,20,0
2019-09-10,Sep,Chicago,37,713
2020-02-25,Feb,Chicago,9,0
2019-10-22,Oct,Chicago,43,794
2019-10-11,Oct,Chicago,41,400
2020-04-01,Apr,Chicago,14,0
2019-05-28,May,Chicago,22,267
2020-05-13,May,Chicago,20,0
2019-08-22,Aug,Chicago,34,238
2020-06-14,Jun,Honolulu,25,0
2019-04-06,Apr,Honolulu,14,360
2019-07-26,Jul,Chicago,30,124
2019-07-20,Jul,Chicago,29,246
2019-12-01,Dec,Chicago,49,195
2019-06-17,Jun,Chicago,25,355
2019-12-08,Dec,Chicago,50,149
2020-06-22,Jun,Chicago,26,229
2019-12-18,Dec,Chicago,51,189
2019-08-23,Aug,Chicago,34,354
2020-02-11,Feb,Chicago,7,0
2019-02-17,Feb,Chicago,8,91
2020-06-11,Jun,Chicago,24,0
2020-06-03,Jun,Chicago,23,0
2019-09-03,Sep,Chicago,36,223
2019-09-01,Sep,Chicago,36,351
2020-09-20,Sep,Chicago,39,110
2020-10-01,Oct,Chicago,40,199
2020-06-12,Jun,Chicago,24,0
2019-08-15,Aug,Chicago,33,120
2019-05-24,May,Chicago,21,204
2019-04-27,Apr,Chicago,17,97
2020-11-17,Nov,Los Angeles,47,2100
2019-10-21,Oct,Miami,43,95
2020-03-03,Mar,Chicago,10,0
2019-06-04,Jun,Chicago,23,170
2019-02-11,Feb,Miami,7,199
2020-08-26,Aug,Honolulu,35,210
2020-02-15,Feb,Chicago,7,0
2019-04-15,Apr,Chicago,16,404
2020-04-27,Apr,Chicago,18,0
2019-12-28,Dec,Chicago,52,384
2020-07-02,Jul,Chicago,27,746
2020-03-22,Mar,Chicago,13,0
2020-06-28,Jun,Chicago,27,801
2020-02-28,Feb,Chicago,9,0
2020-07-21,Jul,Chicago,30,672
2020-07-28,Jul,Chicago,31,740
2020-10-15,Oct,Los Angeles,42,554
2020-08-04,Aug,Chicago,32,646
2019-11-08,Nov,Chicago,45,450
2020-09-25,Sep,Chicago,39,6080
2019-07-03,Jul,Chicago,27,461
2019-06-12,Jun,Chicago,24,706
2020-10-08,Oct,Honolulu,41,175
2020-07-10,Jul,Chicago,28,726
2019-09-21,Sep,Chicago,38,446
2019-09-26,Sep,Chicago,39,418
2019-04-08,Apr,Chicago,15,380
2019-11-24,Nov,Chicago,48,453
2019-05-19,May,Chicago,21,533
2019-12-06,Dec,Chicago,49,383
2020-05-15,May,Honolulu,20,0
2019-07-17,Jul,Honolulu,29,707
2020-06-05,Jun,Chicago,23,0
2019-11-26,Nov,Chicago,48,6650
2019-12-04,Dec,Chicago,49,6940
2020-06-21,Jun,Chicago,26,6720
2020-03-07,Mar,Honolulu,10,0
2020-03-27,Mar,Chicago,13,0
2019-02-18,Feb,Chicago,8,4730
2019-03-07,Mar,Chicago,10,7400
2020-02-20,Feb,Chicago,8,0
2019-11-11,Nov,Chicago,46,5070
2020-06-07,Jun,Chicago,24,0
2019-04-14,Apr,Honolulu,16,1760
2019-08-04,Aug,Honolulu,32,2440
2020-04-09,Apr,Honolulu,15,0
2019-07-12,Jul,Chicago,28,426
2019-09-08,Sep,Chicago,37,352
2019-06-20,Jun,Chicago,25,701
2020-10-27,Oct,Chicago,44,713
2019-12-16,Dec,Chicago,51,380
2019-10-08,Oct,Los Angeles,41,235
2020-05-12,May,Anchorage,20,0
2019-03-10,Mar,Chicago,11,127
2019-06-09,Jun,Chicago,24,256
2020-05-02,May,Chicago,18,0
2019-06-07,Jun,Honolulu,23,138
2019-12-20,Dec,Chicago,51,146
2020-08-14,Aug,Chicago,33,123
2019-02-25,Feb,Chicago,9,238
2020-06-01,Jun,Chicago,23,0
2020-03-28,Mar,Chicago,13,0
2019-05-08,May,Chicago,19,124
2020-03-01,Mar,Chicago,10,0
2019-06-25,Jun,Chicago,26,355
2019-10-28,Oct,Los Angeles,44,149
2019-12-05,Dec,Chicago,49,198
2020-11-07,Nov,Chicago,45,229
2020-04-16,Apr,Honolulu,16,0
2019-07-27,Jul,Chicago,30,354
2020-06-16,Jun,Chicago,25,0
2019-09-04,Sep,Honolulu,36,373
2019-06-05,Jun,Chicago,23,91
2020-04-20,Apr,Honolulu,17,0
2020-04-07,Apr,Honolulu,15,0
2020-04-25,Apr,Chicago,17,0
2020-11-25,Nov,Chicago,48,223
2019-11-06,Nov,Chicago,45,351
2019-12-27,Dec,Chicago,52,184
2019-10-02,Oct,Honolulu,40,199
2019-05-02,May,Honolulu,18,113
2019-03-16,Mar,Chicago,11,120
2020-10-12,Oct,Chicago,42,204
2019-12-25,Dec,Chicago,52,97
2020-03-06,Mar,Chicago,10,0
2020-02-21,Feb,Chicago,8,0
2019-06-06,Jun,Honolulu,23,357
2019-11-09,Nov,Chicago,45,170
2020-07-16,Jul,Chicago,29,1010
2020-11-24,Nov,Chicago,48,488
2019-11-22,Nov,Chicago,47,482
2019-02-13,Feb,Chicago,7,450
2020-03-24,Mar,Chicago,13,0
2019-08-06,Aug,Honolulu,32,160
2019-08-18,Aug,Honolulu,34,176
2019-02-16,Feb,Honolulu,7,159
2020-07-19,Jul,Chicago,30,716
2019-09-23,Sep,Chicago,39,469
2019-06-26,Jun,Chicago,26,657
2019-07-18,Jul,Chicago,29,707
2019-09-25,Sep,Chicago,39,7190
2019-12-26,Dec,Chicago,52,6650
2019-10-13,Oct,Los Angeles,42,6940
2019-10-21,Oct,Anchorage,43,6720
2020-11-09,Nov,Chicago,46,6970
2020-05-11,May,Chicago,20,0
2020-06-20,Jun,Miami,25,0
2020-05-06,May,Chicago,19,0
2019-03-04,Mar,Honolulu,10,4730
2019-07-02,Jul,Chicago,27,7460
2020-02-09,Feb,Chicago,7,0
2020-02-19,Feb,Chicago,8,0
2020-06-15,Jun,Chicago,25,0
2020-05-04,May,Chicago,19,0
2020-05-09,May,Chicago,19,0
2020-07-13,Jul,Chicago,29,1760
2019-05-04,May,Chicago,18,2440
2019-03-05,Mar,Chicago,10,1650
2019-09-18,Sep,Los Angeles,38,426
2019-12-19,Dec,Chicago,51,352
2020-11-16,Nov,Chicago,47,701
2019-02-24,Feb,Honolulu,9,385
2020-07-20,Jul,Chicago,30,713
2020-03-12,Mar,Chicago,11,0
2019-07-19,Jul,Chicago,29,235
2019-09-20,Sep,Honolulu,38,238
2020-03-20,Mar,Chicago,12,0
2020-08-16,Aug,Honolulu,34,794
2020-08-03,Aug,Chicago,32,400
2020-09-27,Sep,Chicago,40,138
2020-11-18,Nov,Chicago,47,267
2019-06-22,Jun,Chicago,25,146
2020-10-25,Oct,Honolulu,44,238
2020-05-03,May,Honolulu,19,382
2020-05-05,May,Chicago,19,360
2020-10-26,Oct,Chicago,44,124
2019-03-14,Mar,Chicago,11,195
2019-07-04,Jul,Chicago,27,355
2020-11-15,Nov,Chicago,47,198
2020-07-22,Jul,Chicago,30,189
2020-06-25,Jun,Chicago,26,354
2019-04-07,Apr,Honolulu,15,196
2019-03-09,Mar,Chicago,10,373
2020-11-23,Nov,Chicago,48,91
2019-11-25,Nov,Chicago,48,241
2020-02-22,Feb,Honolulu,8,0
2019-05-25,May,Chicago,21,110
2020-08-10,Aug,Honolulu,33,184
2020-03-13,Mar,Chicago,11,0
2019-06-08,Jun,Chicago,23,113
2019-02-15,Feb,Honolulu,7,120
2019-10-27,Oct,Los Angeles,44,97
2019-11-04,Nov,Anchorage,45,210
2020-10-09,Oct,Chicago,41,95
2019-05-22,May,Chicago,21,357
2020-03-25,Mar,Miami,13,0
2020-04-14,Apr,Honolulu,16,0
2019-05-15,May,Honolulu,20,101
2020-03-11,Mar,Chicago,11,0
2019-02-21,Feb,Chicago,8,439
2019-07-06,Jul,Chicago,27,546
2019-03-21,Mar,Chicago,12,514
2019-11-16,Nov,Chicago,46,418
2019-10-15,Oct,Chicago,42,389
2019-03-24,Mar,Chicago,13,491
2019-11-10,Nov,Chicago,46,455
2020-03-08,Mar,Chicago,11,0
2019-09-27,Sep,Los Angeles,39,464
2019-10-20,Oct,Chicago,43,397
2019-06-03,Jun,Honolulu,23,233
2019-06-11,Jun,Chicago,24,640
2020-09-08,Sep,Chicago,37,662
2020-06-18,Jun,Chicago,25,0
2019-08-07,Aug,Miami,32,224
2019-03-26,Mar,Chicago,13,547
2020-07-01,Jul,Honolulu,27,238
2020-02-26,Feb,Honolulu,9,0
2020-08-12,Aug,Chicago,33,713
2020-04-08,Apr,Honolulu,15,0
2020-04-15,Apr,Honolulu,16,0
2020-03-26,Mar,Chicago,13,0
2020-02-14,Feb,Chicago,7,0
2019-04-17,Apr,Miami,16,182
2019-11-15,Nov,Honolulu,46,155
2019-04-24,Apr,Honolulu,17,133
2020-09-12,Sep,Chicago,37,647
2019-02-19,Feb,Chicago,8,438
2020-03-09,Mar,Chicago,11,0
2019-07-14,Jul,Chicago,29,707
2019-03-18,Mar,Honolulu,12,7190
2020-11-22,Nov,Chicago,48,6650
2019-07-11,Jul,Chicago,28,6940
2020-05-01,May,Chicago,18,0
2019-03-11,Mar,Chicago,11,6970
2019-06-14,Jun,Chicago,24,7160
2019-04-16,Apr,Honolulu,16,6650
2020-03-04,Mar,Chicago,10,0
2019-10-05,Oct,Chicago,40,4730
2020-10-04,Oct,Chicago,41,711
2020-07-26,Jul,Honolulu,31,5070
2020-05-19,May,Chicago,21,0
2019-08-28,Aug,Honolulu,35,1600
2020-03-19,Mar,Chicago,12,0
2020-06-04,Jun,Chicago,23,0
2020-04-06,Apr,Chicago,15,0
2019-05-18,May,Anchorage,20,701
2019-09-05,Sep,Chicago,36,385
2020-11-01,Nov,Chicago,45,713
2019-05-20,May,Miami,21,380
2020-08-05,Aug,Honolulu,32,235
2019-11-12,Nov,Honolulu,46,238
2020-03-16,Mar,Chicago,12,0
2019-07-28,Jul,Chicago,31,794
2020-07-04,Jul,Chicago,27,400
2019-05-10,May,Chicago,19,138
2020-11-20,Nov,Chicago,47,267
2020-10-20,Oct,Chicago,43,1460
2019-11-01,Nov,Chicago,44,123
2019-09-19,Sep,Chicago,38,238
2019-03-25,Mar,Chicago,13,382
2019-04-13,Apr,Chicago,15,360
2020-10-24,Oct,Chicago,43,2460
2020-06-06,Jun,Honolulu,23,0
2020-06-09,Jun,Chicago,24,0
2020-09-24,Sep,Chicago,39,149
2020-03-21,Mar,Chicago,12,0
2019-11-28,Nov,Chicago,48,189
2019-07-24,Jul,Honolulu,30,354
2020-08-25,Aug,Chicago,35,196
2020-08-21,Aug,Honolulu,34,91
2020-05-26,May,Chicago,22,191
2020-06-17,Jun,Chicago,25,241
2019-09-06,Sep,Honolulu,36,223
2020-08-24,Aug,Honolulu,35,351
2020-04-24,Apr,Honolulu,17,110
2020-07-23,Jul,Chicago,30,184
2019-11-21,Nov,Chicago,47,199
2020-06-08,Jun,Chicago,24,113
2020-07-25,Jul,Honolulu,30,120
2019-04-03,Apr,Honolulu,14,204
2020-06-24,Jun,Chicago,26,97
2019-11-20,Nov,Chicago,47,210
2019-04-11,Apr,Honolulu,15,95
2019-06-23,Jun,Chicago,26,357
2019-08-14,Aug,Honolulu,33,170
2020-03-14,Mar,Chicago,11,0
2019-09-07,Sep,Chicago,36,101
2020-07-03,Jul,Chicago,27,752
2020-10-19,Oct,Chicago,43,5870
2019-07-23,Jul,Honolulu,30,178
2020-07-09,Jul,Honolulu,28,239
2020-03-10,Mar,Honolulu,11,0
2020-11-06,Nov,Chicago,45,501
2019-12-11,Dec,Honolulu,50,127
2020-05-20,May,Chicago,21,0
2019-06-28,Jun,Chicago,26,642
2020-06-13,Jun,Honolulu,24,0
2020-08-07,Aug,Chicago,32,709
2019-11-27,Nov,Chicago,48,448
2019-02-11,Feb,Anchorage,7,117
2020-08-23,Aug,Honolulu,35,231
2020-10-16,Oct,Honolulu,42,1950
2019-03-27,Mar,Chicago,13,525
2020-06-27,Jun,Chicago,26,806
2019-06-02,Jun,Chicago,23,669
2020-04-18,Apr,Honolulu,16,0
2019-10-18,Oct,Chicago,42,372
2019-09-02,Sep,Chicago,36,447
2019-10-01,Oct,Chicago,40,392
2019-12-03,Dec,Honolulu,49,147
2019-05-11,May,Chicago,19,480
2019-08-02,Aug,Chicago,31,491
2020-02-18,Feb,Chicago,8,0
2020-08-01,Aug,Honolulu,31,232
2019-05-01,May,Honolulu,18,165
2020-11-03,Nov,Chicago,45,504
2019-04-19,Apr,Honolulu,16,138
2019-05-17,May,Chicago,20,522
2019-10-07,Oct,Chicago,41,361
2020-07-24,Jul,Honolulu,30,229
2020-07-06,Jul,Honolulu,28,224
2019-12-17,Dec,Chicago,51,391
2019-12-10,Dec,Honolulu,50,136
2020-10-07,Oct,Chicago,41,551
2020-10-17,Oct,Chicago,42,556
2020-06-14,Jun,Miami,25,429
2019-09-28,Sep,Honolulu,39,164
2019-12-02,Dec,Honolulu,49,129
2020-08-22,Aug,Honolulu,34,230
2020-06-19,Jun,Chicago,25,727
2020-11-19,Nov,Chicago,47,514
2019-06-19,Jun,Chicago,25,647
2019-06-06,Jun,Miami,23,346
2020-08-02,Aug,Honolulu,32,235
2020-03-18,Mar,Chicago,12,0
2019-09-13,Sep,Chicago,37,437
2019-08-13,Aug,Honolulu,33,151
2019-03-03,Mar,Chicago,10,554
2019-05-27,May,Chicago,22,520
2020-09-09,Sep,Chicago,37,643
2019-07-08,Jul,Chicago,28,519
2020-09-13,Sep,Chicago,38,614
2019-03-12,Mar,Honolulu,11,163
2019-03-28,Mar,Honolulu,13,168
2019-05-21,May,Honolulu,21,176
2019-10-12,Oct,Chicago,41,373
2019-03-22,Mar,Honolulu,12,168
2019-11-02,Nov,Chicago,44,444
2019-03-13,Mar,Chicago,11,498
2019-06-21,Jun,Honolulu,25,235
2019-06-10,Jun,Chicago,24,670
2020-08-17,Aug,Chicago,34,691
2020-07-08,Jul,Honolulu,28,263
2019-10-06,Oct,Chicago,41,388
2019-12-15,Dec,Honolulu,51,120
2019-08-26,Aug,Miami,35,242
2020-11-04,Nov,Chicago,45,463
2019-03-08,Mar,Chicago,10,493
2019-03-19,Mar,Chicago,12,515
2019-08-16,Aug,Honolulu,33,180
2020-09-05,Sep,Chicago,36,669
2020-09-14,Sep,Chicago,38,617
2019-09-16,Sep,Chicago,38,471
2019-05-16,May,Chicago,20,520
2020-08-15,Aug,Chicago,33,678
2020-07-11,Jul,Honolulu,28,232
2019-05-23,May,Honolulu,21,149
2019-10-25,Oct,Chicago,43,336
2020-04-23,Apr,Honolulu,17,239
2020-09-03,Sep,Chicago,36,676
2020-10-08,Oct,Miami,41,275
2020-10-28,Oct,Chicago,44,541
2019-03-01,Mar,Honolulu,9,176
2020-07-27,Jul,Honolulu,31,222
2020-07-17,Jul,Honolulu,29,707
2020-10-14,Oct,Chicago,42,6650
2019-10-23,Oct,Chicago,43,6940
2020-05-15,May,Miami,20,6720
2019-04-06,Apr,Miami,14,6970
2020-02-12,Feb,Honolulu,7,0
2019-12-09,Dec,Honolulu,50,6650
2020-03-05,Mar,Chicago,10,0
2019-10-09,Oct,Chicago,41,4730
2019-03-02,Mar,Chicago,9,7460
2019-03-18,Mar,Miami,12,7110
2020-08-28,Aug,Honolulu,35,7400
2020-11-13,Nov,Chicago,46,50400
2019-04-04,Apr,Honolulu,14,5070
2019-05-03,May,Chicago,18,1600
2019-02-10,Feb,Honolulu,7,1760
2019-10-24,Oct,Chicago,43,2440
2020-02-17,Feb,Honolulu,8,0
2019-07-15,Jul,Chicago,29,426
2019-04-26,Apr,Honolulu,17,352
2019-10-17,Oct,Honolulu,42,701
2020-10-05,Oct,Honolulu,41,3850
2020-09-11,Sep,Honolulu,37,713
2020-09-04,Sep,Chicago,36,380
2020-05-21,May,Honolulu,21,235
2020-04-11,Apr,Honolulu,15,238
2019-03-20,Mar,Chicago,12,127
2019-06-27,Jun,Honolulu,26,256
2020-06-23,Jun,Chicago,26,794
2019-12-14,Dec,Chicago,50,400
2020-07-14,Jul,Honolulu,29,138
2019-10-14,Oct,Chicago,42,267
2020-06-20,Jun,Anchorage,25,146
2019-12-22,Dec,Honolulu,52,123
2020-08-26,Aug,Miami,35,238
2020-11-26,Nov,Chicago,48,382
2019-07-01,Jul,Chicago,27,360
2019-05-09,May,Chicago,19,124
2020-05-24,May,Chicago,22,246
2020-08-13,Aug,Honolulu,33,195
2019-04-20,Apr,Honolulu,16,355
2020-04-17,Apr,Honolulu,16,149
2019-04-01,Apr,Honolulu,14,198
2019-02-23,Feb,Honolulu,8,229
2020-05-23,May,Chicago,21,189
2020-08-20,Aug,Chicago,34,354
2019-06-01,Jun,Honolulu,22,196
2019-09-10,Sep,Honolulu,37,373
2020-08-11,Aug,Honolulu,33,191
2020-09-10,Sep,Chicago,37,241
2019-09-04,Sep,Miami,36,135
2019-04-22,Apr,Honolulu,17,223
2019-10-22,Oct,Honolulu,43,351
2019-10-11,Oct,Honolulu,41,110
2019-05-14,May,Honolulu,20,199
2019-05-12,May,Honolulu,20,113
2019-04-18,Apr,Honolulu,16,120
2020-10-23,Oct,Chicago,43,204
2019-10-02,Oct,Miami,40,97
2019-07-17,Jul,Miami,29,210
2019-02-14,Feb,Honolulu,7,357
2019-03-23,Mar,Chicago,12,170
2020-10-13,Oct,Chicago,42,199
2019-05-07,May,Chicago,19,101
2020-09-18,Sep,Chicago,38,592
2019-04-09,Apr,Honolulu,15,146
2020-02-27,Feb,Honolulu,9,0
2020-05-22,May,Chicago,21,811
2020-02-10,Feb,Honolulu,7,0
2020-09-21,Sep,Chicago,39,6420
2019-02-28,Feb,Honolulu,9,148
2019-07-22,Jul,Chicago,30,528
2019-08-17,Aug,Honolulu,33,195
2019-09-03,Sep,Honolulu,36,160
2019-09-01,Sep,Honolulu,36,144
2020-09-20,Sep,Honolulu,39,213
2019-09-11,Sep,Chicago,37,441
2020-11-21,Nov,Honolulu,47,169
2019-08-12,Aug,Honolulu,33,195
2020-11-02,Nov,Chicago,45,464
2020-05-08,May,Honolulu,19,250
2020-06-26,Jun,Chicago,26,758
2019-12-23,Dec,Chicago,52,394
2019-07-21,Jul,Honolulu,30,176
2020-10-21,Oct,Chicago,43,5780
2020-03-25,Mar,Anchorage,13,0
2019-02-26,Feb,Honolulu,9,158
2019-06-07,Jun,Miami,23,294
2020-10-02,Oct,Chicago,40,559
2020-07-05,Jul,Chicago,28,725
2019-11-14,Nov,Chicago,46,453
2019-10-04,Oct,Chicago,40,365
2019-02-27,Feb,Honolulu,9,165
2019-07-25,Jul,Honolulu,30,178
2020-04-22,Apr,Honolulu,17,0
2019-04-12,Apr,Honolulu,15,123
2019-11-05,Nov,Chicago,45,465
2019-08-27,Aug,Chicago,35,481
2020-03-23,Mar,Chicago,13,0
2019-06-15,Jun,Honolulu,24,222
2020-09-25,Sep,Honolulu,39,224
2019-02-22,Feb,Honolulu,8,161
2019-08-21,Aug,Honolulu,34,165
2020-09-26,Sep,Chicago,39,677
2019-09-20,Sep,Miami,38,191
2019-08-20,Aug,Honolulu,34,178
2019-09-21,Sep,Honolulu,38,142
2019-09-26,Sep,Honolulu,39,114
2020-07-18,Jul,Chicago,29,707
2019-05-28,May,Honolulu,22,7190
2020-05-13,May,Honolulu,20,0
2020-04-13,Apr,Honolulu,16,0
2019-09-24,Sep,Chicago,39,6720
2020-10-25,Oct,Miami,44,6970
2019-05-02,May,Miami,18,7160
2019-07-26,Jul,Honolulu,30,6650
2019-07-10,Jul,Honolulu,28,5440
2020-03-15,Mar,Chicago,12,0
2020-04-12,Apr,Honolulu,16,0
2020-05-16,May,Chicago,20,0
2020-07-25,Jul,Miami,30,7400
2020-07-07,Jul,Honolulu,28,5040
2020-04-02,Apr,Honolulu,14,0
2020-04-10,Apr,Honolulu,15,0
2020-11-08,Nov,Chicago,46,1760
2019-04-21,Apr,Honolulu,17,1650
2020-02-24,Feb,Honolulu,9,0
2020-03-17,Mar,Chicago,12,0
2020-02-13,Feb,Honolulu,7,0
2019-04-14,Apr,Miami,16,385
2019-08-04,Aug,Miami,32,713
2020-04-09,Apr,Miami,15,380
2020-04-26,Apr,Honolulu,18,235
2020-10-01,Oct,Honolulu,40,238
2019-08-25,Aug,Honolulu,35,127
2020-09-02,Sep,Chicago,36,256
2019-05-24,May,Honolulu,21,794
2019-05-13,May,Chicago,20,400
2019-06-24,Jun,Honolulu,26,267
2020-09-06,Sep,Chicago,37,146
2019-05-20,May,Anchorage,21,123
2019-03-04,Mar,Miami,10,382
2020-10-11,Oct,Chicago,42,360
2019-03-06,Mar,Chicago,10,124
2019-09-09,Sep,Chicago,37,246
2020-10-22,Oct,Chicago,43,195
2019-06-16,Jun,Honolulu,25,149
2019-12-07,Dec,Honolulu,49,198
2020-08-18,Aug,Honolulu,34,229
2019-07-09,Jul,Honolulu,28,189
2020-11-14,Nov,Chicago,46,354
2019-05-05,May,Chicago,19,196
2020-05-10,May,Honolulu,20,373
2020-04-16,Apr,Miami,16,91
2020-02-16,Feb,Honolulu,8,0
2020-04-21,Apr,Honolulu,17,135
2019-08-07,Aug,Anchorage,32,223
2019-12-12,Dec,Honolulu,50,351
2020-04-20,Apr,Miami,17,110
2020-04-07,Apr,Miami,15,184
2020-06-02,Jun,Chicago,23,199
2019-11-24,Nov,Honolulu,48,113
2019-05-19,May,Honolulu,21,120
2019-12-21,Dec,Honolulu,51,204
2020-09-22,Sep,Chicago,39,97
2019-04-17,Apr,Anchorage,16,210
2020-05-03,May,Miami,19,95
2020-06-05,Jun,Honolulu,23,357
2019-07-20,Jul,Honolulu,29,170
2019-11-19,Nov,Chicago,47,199
2020-02-23,Feb,Honolulu,9,0
2019-11-13,Nov,Chicago,46,463
2020-03-07,Mar,Miami,10,0
2020-06-22,Jun,Honolulu,26,286
2020-08-08,Aug,Honolulu,32,247
2019-08-19,Aug,Honolulu,34,157
2020-10-03,Oct,Chicago,40,587
2019-03-07,Mar,Honolulu,10,190
