ID,UpdateOn,ValueAddedTax,TargetValueAddedTax,IncomeTax,TargetIncomeTax,CorporationTax,TargetCorporationTax,location,Industries
1159,2020-10-18,5102476.6,5603235.33,28476979.66,31900419.34,781070.82,877392.02,Location-3,Retails
1160,2020-10-18,5102583.1,5589909.12,28474878.08,31906846.25,781422.36,880744.44,Location-4,Retails
1161,2020-10-18,5102633.37,5593656.85,28481756.29,31921816.83,788526.27,880933.98,Location-5,Retails
1162,2020-10-18,2801710.7,3118709.06,28208533.28,31344735.94,805911.84,883912.73,Location-1,Manufacturing
1163,2020-10-18,2801781.94,3117951.57,28208144.87,31342541.38,803765.79,887883.82,Location-2,Manufacturing
1164,2020-10-18,2801885.42,3123055.24,28207368.87,31338762.37,798801.46,888219.97,Location-3,Manufacturing
1165,2020-10-18,2802262.2,3117799.99,28203291.06,31337970.07,801838.87,886980.88,Location-4,Manufacturing
1166,2020-10-18,2802278.06,3119824.35,28233742.15,31372850.79,823814.66,922166.28,Location-5,Manufacturing
1167,2020-10-18,3049158.34,3052593.75,30809686.44,338689905.9,961831.16,1057220.57,Location-1,Finance
1168,2020-10-18,3049552.47,3052322.5,30805228.02,338682305.1,955781.5,1055389.22,Location-2,Finance
1169,2020-10-18,3049607.17,3052212.98,30815039.6,338688054.3,961912.98,1063813.79,Location-3,Finance
1170,2020-10-18,3049634.32,3051990.19,30808680.42,338691707.8,971220.11,1051939.6,Location-4,Finance
1171,2020-10-18,3050091.24,3051885.75,30824123.77,338704194.1,975589.19,1080514.17,Location-5,Finance
1172,2020-10-19,5102740.22,5600872.27,28469518.49,31898775.94,775607.11,867929.83,Location-1,Retails
1173,2020-10-19,5102743.17,5597387.16,28470346.86,31902248.89,770626.34,875578.18,Location-2,Retails
1174,2020-10-19,5103083.02,5602918.79,28474147.31,31899404.86,776239.69,873622.1,Location-3,Retails
1175,2020-10-19,5103142.19,5594596.12,28475829.35,31907223.24,783746.59,868498.41,Location-4,Retails
1176,2020-10-19,5103149.28,5601237.55,28498140.79,31927593.64,796876.89,899640.36,Location-5,Retails
1177,2020-10-19,2802299,3119019.22,28205626.14,31334805.08,798515,886639.18,Location-1,Manufacturing
1178,2020-10-19,2802321.71,3120625.45,28213186.38,31335968.53,804456.96,888754.05,Location-2,Manufacturing
1179,2020-10-19,2802367.69,3116937.32,28205563.57,31348668.81,799763.51,897170.23,Location-3,Manufacturing
1180,2020-10-19,2802620.05,3118483.97,28214830.62,31337281.94,797988.95,891404.77,Location-4,Manufacturing
1181,2020-10-19,2802901.98,3122725.68,28221964.1,31366886.26,825417.94,903286.93,Location-5,Manufacturing
1182,2020-10-19,3050193.82,3051791.57,30809030.85,338682787.7,959580.28,1060468.88,Location-1,Finance
1183,2020-10-19,3050887.44,3051628.96,30810823.62,338680774.9,958955.49,1057764.51,Location-2,Finance
1184,2020-10-19,3051354.44,3051354.44,30812632.28,338695317,966300.09,1061982,Location-3,Finance
1185,2020-10-19,3051628.96,3050887.44,30809212.34,338688540.4,969143.8,1053968.16,Location-4,Finance
1186,2020-10-19,3051791.57,3050193.82,30827786.88,338702957.6,972374.74,1070622.48,Location-5,Finance
1187,2020-10-20,5103218.03,5594986.54,28468346.08,31898301.75,781065.01,871987.58,Location-1,Retails
1188,2020-10-20,5103534.73,5609741.98,28468888.8,31903847.65,778087.66,868065.45,Location-2,Retails
1189,2020-10-20,5103692.05,5594818.67,28469118.16,31898376.55,772551.56,871463.52,Location-3,Retails
1190,2020-10-20,5103693.04,5594422.56,28466260.62,31916843.56,778467.12,877526.15,Location-4,Retails
1191,2020-10-20,5103697.92,5593514.87,28507884.03,31919687.9,799925.08,899356.58,Location-5,Retails
1192,2020-10-20,2803172.43,3127947.34,28210206.86,31337823.81,800970.42,884576.26,Location-1,Manufacturing
1193,2020-10-20,2803942.5,3116269.58,28210204.14,31345560.68,804406.32,889811.38,Location-2,Manufacturing
1194,2020-10-20,2803959.79,3121452.34,28204293.31,31343792.75,806486.63,884379.62,Location-3,Manufacturing
1195,2020-10-20,2804185.63,3116268.26,28209545.6,31346157.46,799361.3,889200.8,Location-4,Manufacturing
1196,2020-10-20,2804254.33,3117994.26,28222795.09,31359569.73,822255.96,920653.95,Location-5,Manufacturing
1197,2020-10-20,3051885.75,3050091.24,30803134.02,338689383.9,957257.72,1056714.9,Location-1,Finance
1198,2020-10-20,3051990.19,3049634.32,30810523.7,338689312.2,965485.01,1059141.54,Location-2,Finance
1199,2020-10-20,3052212.98,3049607.17,30808626.38,338688209.2,967229.6,1052639.04,Location-3,Finance
1200,2020-10-20,3052322.5,3049552.47,30804724.9,338690629.7,967145.66,1056198.68,Location-4,Finance
1201,2020-10-20,3052593.75,3049158.34,30829413.7,338691651.4,973299.9,1080447.99,Location-5,Finance
1202,2020-10-21,5103744.44,5591707.7,28468479.47,31899960.59,779712.78,868840.15,Location-1,Retails
1203,2020-10-21,5103821.05,5596873.91,28474890.61,31898870.78,780643.8,868228.65,Location-2,Retails
1204,2020-10-21,5103956.23,5608029.77,28473034.35,31910430.41,776787.88,877845.89,Location-3,Retails
1205,2020-10-21,5103993.39,5587899.65,28480887.68,31896386.67,779307.38,876657.91,Location-4,Retails
1206,2020-10-21,5104236.27,5596491.17,28489647.72,31925670.75,794479.08,895233.25,Location-5,Retails
1207,2020-10-21,2804320.79,3116551.53,28210106.86,31337159.99,798531.84,884111.45,Location-1,Manufacturing
1208,2020-10-21,2804515.76,3123118.53,28205967.67,31348396.39,805818.48,892171.91,Location-2,Manufacturing
1209,2020-10-21,2804596.48,3120450.23,28212787.5,31340494.26,806695.08,895813.52,Location-3,Manufacturing
1210,2020-10-21,2804816.47,3125372.22,28213899.27,31339578.38,797642.61,892516.21,Location-4,Manufacturing
1211,2020-10-21,2805146.52,3116784.69,28226498.24,31365823.22,823557.58,903390.58,Location-5,Manufacturing
1212,2020-10-21,3052729.16,3048725.6,30807051.1,338683226.1,963927.24,1053193.75,Location-1,Finance
1213,2020-10-21,3052737.73,3048665.77,30807825.65,338687647.3,962977.54,1060755.61,Location-2,Finance
1214,2020-10-21,3052825.83,3048424,30811457.98,338686393.7,960157.05,1060650.54,Location-3,Finance
1215,2020-10-21,3054137.66,3048402.91,30820484.01,338683195,960524.33,1057404.57,Location-4,Finance
1216,2020-10-21,3054159.8,3048402.81,30821615.9,338705570.3,977226.74,1076435.34,Location-5,Finance
1217,2020-10-22,5104706.69,5614151.44,28470399.16,31896608.1,772794.91,874795.26,Location-1,Retails
1218,2020-10-22,5104739.05,5590373.31,28475807.61,31896673.39,778274.06,875673.7,Location-2,Retails
1219,2020-10-22,5104929.86,5599107.92,28474996.35,31899285.61,773838.2,872683.76,Location-3,Retails
1220,2020-10-22,5105290.67,5600544.91,28479102.63,31900670.48,786854.05,881262.42,Location-4,Retails
1221,2020-10-22,5105521.74,5593197.8,28489710.83,31938801.41,802033.3,882556.56,Location-5,Retails
1222,2020-10-22,2805264.17,3121989.59,28204180.35,31336463.31,797320.48,884779.81,Location-1,Manufacturing
1223,2020-10-22,2805525.49,3133519.63,28207333.62,31337123.85,807820.89,885200.24,Location-2,Manufacturing
1224,2020-10-22,2805547.48,3123066.53,28206065.4,31347086.58,806383.32,897516.3,Location-3,Manufacturing
1225,2020-10-22,2805599.05,3114142.04,28213990.95,31344969.33,798291.7,883415.6,Location-4,Manufacturing
1226,2020-10-22,2805629.66,3123845.06,28236522.05,31361732.72,823084.03,913514,Location-5,Manufacturing
1227,2020-10-22,3055131.67,3047741.85,30805983.49,338690751.7,960391.71,1055975.29,Location-1,Finance
1228,2020-10-22,3055213.42,3047655.4,30808273.51,338685849.8,954100.07,1051781.1,Location-2,Finance
1229,2020-10-22,3055431.06,3047611.49,30811415.99,338689628.1,962783.37,1055642.71,Location-3,Finance
1230,2020-10-22,3055761.07,3047367.44,30807723.28,338687448.9,965087.49,1054992.4,Location-4,Finance
1231,2020-10-22,3055952.19,3047352.42,30829051.73,338708310.3,978000.06,1089712.6,Location-5,Finance
1232,2020-10-23,5105543.96,5598541.48,28470985.14,31905712.37,772743.34,875564.05,Location-1,Retails
1233,2020-10-23,5105565.31,5597418.3,28477408.11,31904836.11,777516.79,873138.98,Location-2,Retails
1234,2020-10-23,5105588.69,5594569.26,28470673.13,31903123.4,782210.73,872816.86,Location-3,Retails
1235,2020-10-23,5105985,5594565.99,28478506.62,31904175.17,781987.09,872906.95,Location-4,Retails
1236,2020-10-23,5106197.13,5587769.64,28488674.68,31921556.66,786796.19,893572.48,Location-5,Retails
1237,2020-10-23,2805690.4,3119758.88,28206436.33,31337111.71,802024.52,890887.48,Location-1,Manufacturing
1238,2020-10-23,2805740.79,3119455.71,28205150.11,31338783.98,803913.92,897261.44,Location-2,Manufacturing
1239,2020-10-23,2805758.37,3118471.88,28204289.92,31343834.42,802980.12,896769.64,Location-3,Manufacturing
1240,2020-10-23,2805796.05,3123529.8,28214066.57,31346036.94,812285,892599.94,Location-4,Manufacturing
1241,2020-10-23,2805854.61,3118672,28228334.57,31368446.72,815697.72,907881.8,Location-5,Manufacturing
1242,2020-10-23,3048209.46,3354640.49,30804879.53,338688163.3,963084.93,1052347.47,Location-1,Finance
1243,2020-10-23,3048224.11,3360751.57,30811422.17,338681664.7,963271.26,1051606.1,Location-2,Finance
1244,2020-10-23,3048879.67,3357057.97,30805568.08,338687280.3,962525.41,1058337.87,Location-3,Finance
1245,2020-10-23,3048938.03,3353844.91,30805661.2,338683674.2,961225.27,1058599.96,Location-4,Finance
1246,2020-10-23,3048946.36,3350039.62,30841533.67,338710430.2,976082.9,1085894.68,Location-5,Finance
1247,2020-10-24,5106267.5,5600691.75,28467858.71,31908218.96,775388.97,869556.04,Location-1,Retails
1248,2020-10-24,5107519.63,5608965.98,28469581.24,31909435.26,779654.42,873475.95,Location-2,Retails
1249,2020-10-24,5107787.64,5587418.94,28469356.65,31907908.26,776129.69,869615.92,Location-3,Retails
1250,2020-10-24,5107917.09,5594891.06,28479374.74,31903882.11,778001.17,884970.66,Location-4,Retails
1251,2020-10-24,5108385.1,5604237.66,28492531.21,31917081.16,792376.31,886950.37,Location-5,Retails
1252,2020-10-24,2805878.44,3125676.07,28213452.75,31336004.07,802320.74,894293.77,Location-1,Manufacturing
1253,2020-10-24,2805936.28,3115432.07,28206086.02,31338624.94,801789.06,894658,Location-2,Manufacturing
1254,2020-10-24,2806249.11,3115579.43,28215353.67,31341214.05,809079,886538.64,Location-3,Manufacturing
1255,2020-10-24,2806265.14,3119194.95,28206665.61,31346285.7,798786.2,892128.79,Location-4,Manufacturing
1256,2020-10-24,2806398.24,3126434.68,28233250.91,31365881.59,822761.39,906746.65,Location-5,Manufacturing
1257,2020-10-24,3049020.46,3354533.37,30806077.23,338687550.9,960785.63,1057047.72,Location-1,Finance
1258,2020-10-24,3049359.12,3351517.3,30808485.46,338681358,957988.66,1060877.44,Location-2,Finance
1259,2020-10-24,3049606.63,3354242.46,30802821.39,338680359.1,959954.75,1061434.44,Location-3,Finance
1260,2020-10-24,3049653.28,3363456.26,30819262.04,338679280.7,967040.05,1061369.47,Location-4,Finance
1261,2020-10-24,3049963.94,3357835.05,30823489.09,338717852.7,980221.39,1064979.32,Location-5,Finance
1262,2020-10-25,5108580.04,5607895.55,28466165.36,31899364.51,776921.7,868773.79,Location-1,Retails
1263,2020-10-25,5108675.94,5614446.04,28466797.35,31900585.55,780065.15,872469.56,Location-2,Retails
1264,2020-10-25,5108762.48,5596959.08,28471775.75,31899722.49,775442.15,879466.22,Location-3,Retails
1265,2020-10-25,5108862.16,5603011.72,28475670.75,31914479.16,789484.47,883984.31,Location-4,Retails
1266,2020-10-25,5108978.46,5603535.42,28497396.65,31915256.85,795988.91,885584.82,Location-5,Retails
1267,2020-10-25,2806565.31,3119056.67,28203695.37,31335177.85,799458.54,885488.64,Location-1,Manufacturing
1268,2020-10-25,2806797.68,3126753.27,28209126.94,31342460.6,804309.71,886408.76,Location-2,Manufacturing
1269,2020-10-25,2806954.95,3122444.76,28209563.25,31338814.2,802636.99,893809.02,Location-3,Manufacturing
1270,2020-10-25,2807119.19,3125461.11,28218631.33,31347185.71,806116.15,886258.48,Location-4,Manufacturing
1271,2020-10-25,2807131.71,3122324.98,28219798.77,31359995.65,811682.35,917989.45,Location-5,Manufacturing
1272,2020-10-25,3049993.52,3352989.19,30802828.23,338692602.9,960345.66,1056417.58,Location-1,Finance
1273,2020-10-25,3050647.71,3358683.92,30804341.99,338686314,965449.39,1051206.5,Location-2,Finance
1274,2020-10-25,3050869.4,3361067.44,30812253.73,338683435.9,961872.49,1058858.94,Location-3,Finance
1275,2020-10-25,3050905.94,3352596.02,30806316.49,338692924.1,964650.47,1058538.31,Location-4,Finance
1276,2020-10-25,3051561.57,3348473.97,30831677.08,338709626.1,969919.9,1073887.02,Location-5,Finance
1277,2020-10-26,5109233.87,5625761.19,28470302.27,31898527.25,777259.6,870840.85,Location-1,Retails
1278,2020-10-26,5109248.46,5608573.43,28474919.31,31898409.26,781336.99,872533.34,Location-2,Retails
1279,2020-10-26,5109508.62,5598618.53,28475601.74,31908687.92,780815.36,877601.59,Location-3,Retails
1280,2020-10-26,5109633.47,5597819.06,28471407.04,31901419.08,785886.79,870252.54,Location-4,Retails
1281,2020-10-26,5109667.63,5606575.85,28491900.11,31924768.1,788199.98,890982.37,Location-5,Retails
1282,2020-10-26,2807202.25,3116488.66,28211791.13,31343128.92,802612.41,893610.71,Location-1,Manufacturing
1283,2020-10-26,2807412.62,3120705.33,28212499.89,31339908.37,798774.39,894354.15,Location-2,Manufacturing
1284,2020-10-26,2807416.15,3124008.37,28207764.33,31340485.12,805739.47,894054.15,Location-3,Manufacturing
1285,2020-10-26,2807448.67,3121011.92,28212947.82,31346830.82,795137.13,896615.39,Location-4,Manufacturing
1286,2020-10-26,2807464.8,3119221.95,28226501.69,31368693.14,819844.66,899956.24,Location-5,Manufacturing
1287,2020-10-26,3051683.11,3355425.7,30806301.83,338683191,960050.36,1060901.16,Location-1,Finance
1288,2020-10-26,3051933.32,3352086.22,30811197.68,338690167.4,969668.94,1052282.49,Location-2,Finance
1289,2020-10-26,3051966.39,3358858.52,30805475.71,338686258.6,965416,1052120.63,Location-3,Finance
1290,2020-10-26,3052102.68,3358554.57,30817598.03,338689388.6,963188.43,1052704.27,Location-4,Finance
1291,2020-10-26,3053160.22,3350853.79,30818470.76,338706556.7,984861.92,1092469.69,Location-5,Finance
1292,2020-10-27,5110307.8,5631768.77,28477715.99,31905571.38,774436.95,875747.57,Location-1,Retails
1293,2020-10-27,5110708.46,5611764.8,28471169.27,31908471.03,778294.07,877488.6,Location-2,Retails
1294,2020-10-27,5111088.38,5612276.98,28479389.2,31899433.18,777012.07,873194.15,Location-3,Retails
1295,2020-10-27,5111319.52,5603686.15,28481095.6,31907781.51,780396.5,880768.08,Location-4,Retails
1296,2020-10-27,5111687.99,5610665.51,28490009.41,31919213.42,802819.04,886352.61,Location-5,Retails
1297,2020-10-27,2807567.79,3122250.42,28212327.89,31341409.23,798418.88,898218.96,Location-1,Manufacturing
1298,2020-10-27,2807661.52,3115893.37,28209744.46,31339456.64,799639.25,897719.5,Location-2,Manufacturing
1299,2020-10-27,2807665.44,3122150.69,28208207.36,31336086.99,795943.57,892958.32,Location-3,Manufacturing
1300,2020-10-27,2807728.81,3127183.66,28209684.2,31352320.11,800606.66,902035.41,Location-4,Manufacturing
1301,2020-10-27,2807773.89,3127530.73,28231082.3,31360939.58,829459.29,902685.51,Location-5,Manufacturing
1302,2020-10-27,3053467.07,3351421.25,30802864.6,338686158.4,963824,1058706.03,Location-1,Finance
1303,2020-10-27,3053600.03,3356326.42,30806011.78,338683552.8,962580.04,1056716.39,Location-2,Finance
1304,2020-10-27,3053652.09,3357255.71,30808127.44,338696772.4,961035.75,1050549.82,Location-3,Finance
1305,2020-10-27,3054438.77,3357018.15,30803778.91,338693067.4,957953,1051915.8,Location-4,Finance
1306,2020-10-27,3054521.21,3354591.36,30835730.24,338701680.1,993433.44,1083812.44,Location-5,Finance
1307,2020-10-28,5112745.3,5608241.58,28470561.94,31897519.56,781375.09,867878.09,Location-1,Retails
1308,2020-10-28,5112983.86,5610401.21,28479376.52,31896758.27,776841.81,876607.36,Location-2,Retails
1309,2020-10-28,5113352.52,5610587.14,28479498.68,31903057.44,782222.3,880251.79,Location-3,Retails
1310,2020-10-28,5114431.1,5618083.37,28473652.82,31900849.84,774088.99,880431.12,Location-4,Retails
1311,2020-10-28,5114671.38,5603846.68,28493317.05,31932682.82,796744.89,882246.8,Location-5,Retails
1312,2020-10-28,2807891.95,3116786.08,28210533.66,31347267.81,807927.64,891390.87,Location-1,Manufacturing
1313,2020-10-28,2807909.81,3121318.73,28206475.32,31338881.22,808036.82,891533.65,Location-2,Manufacturing
1314,2020-10-28,2807989.54,3125173.77,28212139.34,31344279.48,805927.07,887422.57,Location-3,Manufacturing
1315,2020-10-28,2808112.7,3117717.98,28209227.7,31340907.8,805263.04,891061.65,Location-4,Manufacturing
1316,2020-10-28,2808124.34,3115415.79,28231340.03,31370432.92,822593.52,921381.45,Location-5,Manufacturing
1317,2020-10-28,3055291.63,3358106.83,30809152.31,338682734.9,960307.26,1055097.82,Location-1,Finance
1318,2020-10-28,3055691.34,3350804.87,30808017.23,338691571,969027.54,1058751.64,Location-2,Finance
1319,2020-10-28,3056010.41,3351861.88,30805895.54,338684862.4,962464.64,1063630.26,Location-3,Finance
1320,2020-10-28,3057196.67,3361427.54,30814544.62,338683771.4,966732.27,1060972.6,Location-4,Finance
1321,2020-10-28,3057216.42,3359544.43,30834654.36,338713220.2,982806.88,1080927.78,Location-5,Finance
1322,2020-10-29,5114841.52,5614171.77,28470911.41,31908028.16,776660.96,874007.42,Location-1,Retails
1323,2020-10-29,5115003.99,5608598.56,28477480.83,31906296.3,775392.8,871520.79,Location-2,Retails
1324,2020-10-29,5115048.05,5614102.71,28482330.71,31917822.88,771836.94,871566.2,Location-3,Retails
1325,2020-10-29,5115098.03,5621588.88,28481340.99,31909060.5,789041.95,870816.17,Location-4,Retails
1326,2020-10-29,5115432.08,5600037.3,28488213.96,31935098.26,789737.53,902502.13,Location-5,Retails
1327,2020-10-29,2808127.15,3127445.29,28206995.9,31343169.23,805728.25,890251.57,Location-1,Manufacturing
1328,2020-10-29,2808377.51,3125307.79,28207524.77,31344776.32,804700.63,886987.87,Location-2,Manufacturing
1329,2020-10-29,2808413.31,3122624.91,28215258.47,31351533.27,800204.48,889558.83,Location-3,Manufacturing
1330,2020-10-29,2808468.76,3120853.94,28207126.55,31346439.37,808413.97,895357,Location-4,Manufacturing
1331,2020-10-29,2808552.45,3123549.81,28227037.11,31365633.5,813646.46,907326.94,Location-5,Manufacturing
1332,2020-10-29,3057968.81,3356763.7,30810304.06,338691442.5,962500.76,1055610.92,Location-1,Finance
1333,2020-10-29,3058001.04,3358108.19,30811876.36,338686599,962143.2,1058627.92,Location-2,Finance
1334,2020-10-29,3058493.52,3350490.83,30816704.85,338686183.1,966720.01,1063741.9,Location-3,Finance
1335,2020-10-29,3059502.41,3364411.45,30815423.64,338685051.3,962208.39,1068112.7,Location-4,Finance
1336,2020-10-29,3059572.18,3360229.99,30846419.05,338719060.5,986314.05,1070893,Location-5,Finance
1337,2020-10-30,5116131.45,5614703.95,28470852.17,31899587.78,771075.44,872659.6,Location-1,Retails
1338,2020-10-30,5116348.66,5609548.8,28469910.23,31905478.29,776463.47,870739.11,Location-2,Retails
1339,2020-10-30,5117287.34,5609037.94,28481000.83,31905078.67,785666.99,874015.31,Location-3,Retails
1340,2020-10-30,5118407.6,5601103.49,28473179.31,31901378.71,778592.28,870936.18,Location-4,Retails
1341,2020-10-30,5118743.23,5614245.8,28499155.85,31925856.34,793308.82,897496,Location-5,Retails
1342,2020-10-30,2808600.15,3120964.3,28209830.59,31347023.07,803212.31,896011.81,Location-1,Manufacturing
1343,2020-10-30,2808716.69,3123417.45,28206236.47,31348292.9,807931.56,889213.83,Location-2,Manufacturing
1344,2020-10-30,2808798.62,3117024.59,28213191.75,31347816.59,803706.03,898485.58,Location-3,Manufacturing
1345,2020-10-30,2808850.51,3124016.18,28212718.83,31342387.94,813226.36,891263.22,Location-4,Manufacturing
1346,2020-10-30,2808982.39,3122987.09,28217722.01,31359325.89,818202.13,906349.57,Location-5,Manufacturing
1347,2020-10-30,3061149.41,3349753.44,30809789.82,338685803.8,965164.55,1055067.33,Location-1,Finance
1348,2020-10-30,3061478.47,3367531.69,30809977.27,338688550.5,969504.17,1060079.54,Location-2,Finance
1349,2020-10-30,3062869.36,3350315.55,30803305.59,338688839.1,968715.5,1053257.33,Location-3,Finance
1350,2020-10-30,3063109.51,3367134.85,30812901.05,338683097.1,970874.68,1067192.85,Location-4,Finance
1351,2020-10-30,3063628.81,3381425.51,30822102.79,338708234,979515.1,1070821.29,Location-5,Finance
1352,2020-10-31,5119680.4,5605812.55,28483435.25,31921984.7,785768.08,879850.58,Location-1,Retails
1353,2020-10-31,5120249.52,5618313.35,28484563.5,31922797.18,796899.65,884148.21,Location-2,Retails
1354,2020-10-31,5121423.44,5606390.53,28477073.39,31918404.62,789915.52,878300.12,Location-3,Retails
1355,2020-10-31,5124157.28,5606279.07,28488637.17,31920502.85,796073.67,882800.06,Location-4,Retails
1356,2020-10-31,5130019.93,5624347.5,28489018.51,31938781.07,805792.95,904448.39,Location-5,Retails
1357,2020-10-31,2809015.97,3126297.46,28216513.72,31352469.35,813881.62,900488.22,Location-1,Manufacturing
1358,2020-10-31,2809060.01,3114690.78,28216749.41,31351405.4,811095.23,904239.07,Location-2,Manufacturing
1359,2020-10-31,2809327.07,3117551.74,28220362.43,31348736.48,812555.46,903646.07,Location-3,Manufacturing
1360,2020-10-31,2809462.03,3120161.72,28237519.61,31364948.85,812874.69,907449.44,Location-4,Manufacturing
1361,2020-10-31,2809480.76,3115485.84,28238514.83,31367809.24,824693.52,925703.2,Location-5,Manufacturing
1362,2020-10-31,3064815.88,3352408.1,30820177.02,338692656.9,968984.13,1070423.18,Location-1,Finance
1363,2020-10-31,3066241.23,3374288.44,30821013.01,338694277.3,965772.67,1066268.03,Location-2,Finance
1364,2020-10-31,3069906.71,3378306.76,30828393.36,338707060.6,966948.88,1076552.59,Location-3,Finance
1365,2020-10-31,3070340.32,3371258.21,30830520.97,338692562.5,965636.99,1065201.93,Location-4,Finance
1366,2020-10-31,3070586.52,3384776.03,30849555.51,338723867.7,1001264.92,1091367.53,Location-5,Finance
