ID,ReportingPeriod,IncomeTax,IncomeTaxTarget,ValueAddedTax,ValueAddedTaxTarget,CorporationTax,CorporationTaxTarget,location,Industries
1143,10/17/2020,28468647.64,31902916.66,5203507,5590955.58,773476.28,873704.67,Location-2,Retails
955,10/4/2020,28210932.96,31337132.34,2787035,3154251.99,802334.5,900054.4,Location-4,Manufacturing
1050,10/10/2020,30815240.5,338688179.5,2951977,3353691.8,964830.32,1059046.87,Location-4,Finance
1332,10/29/2020,30810304.06,338691442.5,3285568,3356763.7,962500.76,1055610.92,Location-1,Finance
1238,10/23/2020,28205150.11,31338783.98,2905104,3119455.71,803913.92,897261.44,Location-2,Manufacturing
1144,10/17/2020,28481734.75,31907237.14,5101579.87,5592243,771933.44,866338.69,Location-3,Retails
956,10/4/2020,28224241.54,31362554.68,2569799,3121913.79,826443.82,902432.41,Location-5,Manufacturing
1051,10/10/2020,30831089.7,338704395.7,2698840,3361686.27,976075.41,1073876.87,Location-5,Finance
1333,10/29/2020,30811876.36,338686599,3147827,3358108.19,962143.2,1058627.92,Location-2,Finance
1239,10/23/2020,28204289.92,31343834.42,2805758.37,3118471.88,802980.12,896769.64,Location-3,Manufacturing
1145,10/17/2020,28468997.11,31900970.65,5003566,5598344.31,780964.56,881071.5,Location-4,Retails
957,10/4/2020,30810505.64,338680875.1,3279152,3353897.29,960498.3,1058333.85,Location-1,Finance
1052,10/11/2020,28473844.76,31906959.86,5481582,5594182.54,778094.58,870547.22,Location-1,Retails
1334,10/29/2020,30816704.85,338686183.1,3058493.52,3350490.83,966720.01,1063741.9,Location-3,Finance
1240,10/23/2020,28214066.57,31346036.94,2767223,3123529.8,812285,892599.94,Location-4,Manufacturing
1146,10/17/2020,28500304.98,31919256.59,4483144,5591704.02,801674.51,890785.04,Location-5,Retails
958,10/4/2020,30812236.57,338687817.6,3137712,3363663.98,964598.57,1059736.05,Location-2,Finance
1053,10/11/2020,28467634.67,31899292.36,5309722,5593023.35,780966.7,869512.4,Location-2,Retails
1335,10/29/2020,30815423.64,338685051.3,3009225,3364411.45,962208.39,1068112.7,Location-4,Finance
1241,10/23/2020,28228334.57,31368446.72,2549856,3118672,815697.72,907881.8,Location-5,Manufacturing
1147,10/17/2020,28209736.58,31343364.96,3055919,3124228.4,797925.17,891562.09,Location-1,Manufacturing
959,10/4/2020,30810424.63,338681700.9,3055122.63,3349698.06,965450.89,1051775.77,Location-3,Finance
1054,10/11/2020,28478900.15,31898056.51,5098288.11,5592951.6,779201.52,869765.91,Location-3,Retails
1336,10/29/2020,30846419.05,338719060.5,2710736,3360229.99,986314.05,1070893,Location-5,Finance
1242,10/23/2020,30804879.53,338688163.3,3281980,3354640.49,963084.93,1052347.47,Location-1,Finance
1148,10/17/2020,28212714.51,31343827.71,2961444,3121129.44,799833.64,883943.56,Location-2,Manufacturing
960,10/4/2020,30803044.83,338691893.1,2997043,3354675.85,960488.3,1063014.27,Location-4,Finance
1055,10/11/2020,28472523.62,31904721.03,5018314,5587507.81,779337.43,880648.21,Location-4,Retails
1337,10/30/2020,28470852.17,31899587.78,5465212,5614703.95,771075.44,872659.6,Location-1,Retails
1243,10/23/2020,30811422.17,338681664.7,3160444,3360751.57,963271.26,1051606.1,Location-2,Finance
1149,10/17/2020,28203332.15,31339011.44,2801512.71,3118330.49,810454.94,892128.99,Location-3,Manufacturing
961,10/4/2020,30826224.54,338706097.9,2760784,3353744.49,970771.34,1071831.16,Location-5,Finance
1056,10/11/2020,28490934.15,31928698.05,4534420,5592038.62,788083.33,894000.41,Location-5,Retails
1338,10/30/2020,28469910.23,31905478.29,5304887,5609548.8,776463.47,870739.11,Location-2,Retails
1244,10/23/2020,30805568.08,338687280.3,3048879.67,3357057.97,962525.41,1058337.87,Location-3,Finance
1150,10/17/2020,28214982.8,31337983.23,2788326,3117012.34,799625.78,891179.62,Location-4,Manufacturing
962,10/5/2020,28472075.72,31904504.84,5444327,5588950.06,775745.32,876452.6,Location-1,Retails
1057,10/11/2020,28206824.91,31336572.04,3038714,3124545.04,800526.97,889509.39,Location-1,Manufacturing
1339,10/30/2020,28481000.83,31905078.67,5117287.34,5609037.94,785666.99,874015.31,Location-3,Retails
1245,10/23/2020,30805661.2,338683674.2,2973266,3353844.91,961225.27,1058599.96,Location-4,Finance
1151,10/17/2020,28220011.39,31359181.02,2592686,3125076.66,821485.06,906498.14,Location-5,Manufacturing
963,10/5/2020,28473347.66,31906227.65,5206644,5592544.94,781003.17,867470.18,Location-2,Retails
1058,10/11/2020,28208790.57,31342998.41,2944275,3120862.48,794611.15,892241.57,Location-2,Manufacturing
1340,10/30/2020,28473179.31,31901378.71,5002246,5601103.49,778592.28,870936.18,Location-4,Retails
1246,10/23/2020,30841533.67,338710430.2,2729447,3350039.62,976082.9,1085894.68,Location-5,Finance
1152,10/17/2020,3354088.46,338687973.1,2968187,3054159.8,956807.77,1056142.1,Location-1,Finance
964,10/5/2020,28470181.22,31906554.33,5095051.25,5595158.14,773517.39,876421.82,Location-3,Retails
1059,10/11/2020,28215549.01,31348063,2813649.64,3121807.63,798872.16,884671.03,Location-3,Manufacturing
1341,10/30/2020,28499155.85,31925856.34,4496659,5614245.8,793308.82,897496,Location-5,Retails
1247,10/24/2020,28467858.71,31908218.96,5475914,5600691.75,775388.97,869556.04,Location-1,Retails
1153,10/17/2020,3360199.79,338688817.2,2883073,3054137.66,958140.28,1050849.29,Location-2,Finance
965,10/5/2020,28482017.73,31900400.55,5031783,5594050.48,777413.83,879143,Location-4,Retails
1060,10/11/2020,28213320.26,31344076.63,2758038,3123502.12,802572.26,897755.59,Location-4,Manufacturing
1342,10/30/2020,28209830.59,31347023.07,3048306,3120964.3,803212.31,896011.81,Location-1,Manufacturing
1248,10/24/2020,28469581.24,31909435.26,5265585,5608965.98,779654.42,873475.95,Location-2,Retails
1154,10/17/2020,3353463.22,338685222.7,2748424,3052825.83,961575.61,1053056.12,Location-3,Finance
966,10/5/2020,28487112.82,31922246.06,4583514,5597873.27,799381.86,886996.52,Location-5,Retails
1061,10/11/2020,28221065.8,31360870.8,2563402,3123228.12,825237.86,905802.85,Location-5,Manufacturing
1343,10/30/2020,28206236.47,31348292.9,2907465,3123417.45,807931.56,889213.83,Location-2,Manufacturing
1249,10/24/2020,28469356.65,31907908.26,5107787.64,5587418.94,776129.69,869615.92,Location-3,Retails
1155,10/17/2020,3351756.02,338689786,2710811,3052737.73,957921.14,1067185.24,Location-4,Finance
967,10/5/2020,28209692.81,31336399.11,3034134,3115129.63,795846.75,890478.79,Location-1,Manufacturing
1062,10/11/2020,3356692.91,338682230.9,3289118,3367929.04,962973.42,1058460.25,Location-1,Finance
1344,10/30/2020,28213191.75,31347816.59,2808798.62,3117024.59,803706.03,898485.58,Location-3,Manufacturing
1250,10/24/2020,28479374.74,31903882.11,5007685,5594891.06,778001.17,884970.66,Location-4,Retails
1156,10/17/2020,3348877.37,338707472,2491533,3052729.16,986510.37,1074814.25,Location-5,Finance
968,10/5/2020,28211547.82,31342301.37,2934938,3131107.63,805562.73,888603.25,Location-2,Manufacturing
1063,10/11/2020,3357402.46,338682326.1,3185742,3371644.58,961486.37,1056530.64,Location-2,Finance
1345,10/30/2020,28212718.83,31342387.94,2797716,3124016.18,813226.36,891263.22,Location-4,Manufacturing
1251,10/24/2020,28492531.21,31917081.16,4521586,5604237.66,792376.31,886950.37,Location-5,Retails
1157,10/18/2020,28475848.69,31902770.48,5452884,5603555.11,775104.62,872362.74,Location-1,Retails
969,10/5/2020,28209398.5,31347667.88,2809862.4,3129206.96,801073.81,884688.32,Location-3,Manufacturing
1064,10/11/2020,3351029.54,338680902.8,3079375.8,3366335.35,961364.72,1054524.39,Location-3,Finance
1346,10/30/2020,28217722.01,31359325.89,2574648,3122987.09,818202.13,906349.57,Location-5,Manufacturing
1252,10/24/2020,28213452.75,31336004.07,3037770,3125676.07,802320.74,894293.77,Location-1,Manufacturing
1158,10/18/2020,28476059.65,31903792.84,5269909,5593776.01,775903.85,866343.82,Location-2,Retails
970,10/5/2020,28216317.27,31344539.53,2801116,3116610.42,795920.41,902404.86,Location-4,Manufacturing
1065,10/11/2020,3354756.06,338689454.3,2994773,3374007.04,968605.56,1059113.29,Location-4,Finance
1347,10/30/2020,30809789.82,338685803.8,3256013,3349753.44,965164.55,1055067.33,Location-1,Finance
1253,10/24/2020,28206086.02,31338624.94,2924612,3115432.07,801789.06,894658,Location-2,Manufacturing
1159,10/18/2020,28476979.66,31900419.34,5102476.6,5603235.33,781070.82,877392.02,Location-3,Retails
971,10/5/2020,28218152.1,31357375.63,2508463,3120588.85,825476.69,907043.12,Location-5,Manufacturing
1066,10/11/2020,3362553.92,338718149.7,2722636,3386272.8,971403.36,1079217.04,Location-5,Finance
1348,10/30/2020,30809977.27,338688550.5,3175067,3367531.69,969504.17,1060079.54,Location-2,Finance
1254,10/24/2020,28215353.67,31341214.05,2806249.11,3115579.43,809079,886538.64,Location-3,Manufacturing
1160,10/18/2020,28474878.08,31906846.25,4997439,5589909.12,781422.36,880744.44,Location-4,Retails
972,10/5/2020,30802002.99,338686144.7,3284722,3355844.66,963996.49,1053737.26,Location-1,Finance
1067,10/12/2020,28470412.82,31901075.32,5467225,5593034.14,777917.73,866940.09,Location-1,Retails
1349,10/30/2020,30803305.59,338688839.1,3062869.36,3350315.55,968715.5,1053257.33,Location-3,Finance
1255,10/24/2020,28206665.61,31346285.7,2751008,3119194.95,798786.2,892128.79,Location-4,Manufacturing
1161,10/18/2020,28481756.29,31921816.83,4526574,5593656.85,788526.27,880933.98,Location-5,Retails
973,10/5/2020,30805804.49,338686656.5,3162184,3359901.64,960557.89,1054274.01,Location-2,Finance
1068,10/12/2020,28469295.27,31908627.1,5244130,5589223.9,778528.62,868373.22,Location-2,Retails
1350,10/30/2020,30812901.05,338683097.1,3003830,3367134.85,970874.68,1067192.85,Location-4,Finance
1256,10/24/2020,28233250.91,31365881.59,2520391,3126434.68,822761.39,906746.65,Location-5,Manufacturing
1162,10/18/2020,28208533.28,31344735.94,3026007,3118709.06,805911.84,883912.73,Location-1,Manufacturing
974,10/5/2020,30808101.44,338684740.7,3053304.93,3354972.05,957545.59,1049794.99,Location-3,Finance
1069,10/12/2020,28479694.18,31905320.88,5098840.91,5598187.87,777394.17,868441.61,Location-3,Retails
1351,10/30/2020,30822102.79,338708234,2748044,3381425.51,979515.1,1070821.29,Location-5,Finance
1257,10/24/2020,30806077.23,338687550.9,3271907,3354533.37,960785.63,1057047.72,Location-1,Finance
1163,10/18/2020,28208144.87,31342541.38,2912461,3117951.57,803765.79,887883.82,Location-2,Manufacturing
975,10/5/2020,30805450.83,338686153.5,2983053,3359773.94,958375.07,1063370.12,Location-4,Finance
1070,10/12/2020,28478585.89,31899881.78,4983326,5589858.65,779573.63,883383.23,Location-4,Retails
1352,10/31/2020,28483435.25,31921984.7,5458617,5605812.55,785768.08,879850.58,Location-1,Retails
1258,10/24/2020,30808485.46,338681358,3145047,3351517.3,957988.66,1060877.44,Location-2,Finance
1164,10/18/2020,28207368.87,31338762.37,2801885.42,3123055.24,798801.46,888219.97,Location-3,Manufacturing
976,10/5/2020,30836869.03,338710591.9,2758680,3358886.11,980235.98,1077447.85,Location-5,Finance
1071,10/12/2020,28490478.43,31923898.21,4482598,5587547.7,790017.23,895429.5,Location-5,Retails
1353,10/31/2020,28484563.5,31922797.18,5309229,5618313.35,796899.65,884148.21,Location-2,Retails
1259,10/24/2020,30802821.39,338680359.1,3049606.63,3354242.46,959954.75,1061434.44,Location-3,Finance
1165,10/18/2020,28203291.06,31337970.07,2805631,3117799.99,801838.87,886980.88,Location-4,Manufacturing
977,10/6/2020,28469262.3,31906591.68,5447129,5586483.39,778236.92,877078.67,Location-1,Retails
1072,10/12/2020,28210854.09,31336832.73,3042581,3125337.74,801722.36,882963.55,Location-1,Manufacturing
1354,10/31/2020,28477073.39,31918404.62,5121423.44,5606390.53,789915.52,878300.12,Location-3,Retails
1260,10/24/2020,30819262.04,338679280.7,3004389,3363456.26,967040.05,1061369.47,Location-4,Finance
1166,10/18/2020,28233742.15,31372850.79,2543374,3119824.35,823814.66,922166.28,Location-5,Manufacturing
978,10/6/2020,28468647.81,31898741.38,5274400,5587647.65,771170.32,873498.59,Location-2,Retails
1073,10/12/2020,28210140.42,31347748.35,2939765,3126471.12,799314.59,889997.84,Location-2,Manufacturing
1355,10/31/2020,28488637.17,31920502.85,5014987,5606279.07,796073.67,882800.06,Location-4,Retails
1261,10/24/2020,30823489.09,338717852.7,2746239,3357835.05,980221.39,1064979.32,Location-5,Finance
1167,10/18/2020,30809686.44,338689905.9,2977663,3052593.75,961831.16,1057220.57,Location-1,Finance
979,10/6/2020,28480001.36,31897260.55,5095715.17,5589995.91,775962.25,867809.18,Location-3,Retails
1074,10/12/2020,28205344.04,31338069.74,2815192.32,3117243.59,803286.23,892932.55,Location-3,Manufacturing
1356,10/31/2020,28489018.51,31938781.07,4572140,5624347.5,805792.95,904448.39,Location-5,Retails
1262,10/25/2020,28466165.36,31899364.51,5469799,5607895.55,776921.7,868773.79,Location-1,Retails
1168,10/18/2020,30805228.02,338682305.1,2877330,3052322.5,955781.5,1055389.22,Location-2,Finance
980,10/6/2020,28473695.42,31915089.32,4945126,5590531.27,776757.73,882093.23,Location-4,Retails
1075,10/12/2020,28210371.26,31353238.17,2769693,3138250.53,800144.35,895534.69,Location-4,Manufacturing
1357,10/31/2020,28216513.72,31352469.35,3033780,3126297.46,813881.62,900488.22,Location-1,Manufacturing
1263,10/25/2020,28466797.35,31900585.55,5331386,5614446.04,780065.15,872469.56,Location-2,Retails
1169,10/18/2020,30815039.6,338688054.3,2789607.17,3052212.98,961912.98,1063813.79,Location-3,Finance
981,10/6/2020,28492810.88,31915973.84,4510354,5595000.95,800652.02,886304.11,Location-5,Retails
1076,10/12/2020,28223403.34,31356733.6,2536396,3122066.39,816917.15,902257.91,Location-5,Manufacturing
1358,10/31/2020,28216749.41,31351405.4,2915369,3114690.78,811095.23,904239.07,Location-2,Manufacturing
1264,10/25/2020,28471775.75,31899722.49,5108762.48,5596959.08,775442.15,879466.22,Location-3,Retails
1170,10/18/2020,30808680.42,338691707.8,2729901,3051990.19,971220.11,1051939.6,Location-4,Finance
982,10/6/2020,28204425.22,31342792.48,3034386,3115996.23,800722.73,886694.43,Location-1,Manufacturing
1077,10/12/2020,3357016.41,338683099.6,3290948,3371667.58,959827.4,1051436.72,Location-1,Finance
1359,10/31/2020,28220362.43,31348736.48,2809327.07,3117551.74,812555.46,903646.07,Location-3,Manufacturing
1265,10/25/2020,28475670.75,31914479.16,4949659,5603011.72,789484.47,883984.31,Location-4,Retails
1171,10/18/2020,30824123.77,338704194.1,2445915,3051885.75,975589.19,1080514.17,Location-5,Finance
983,10/6/2020,28210408.59,31346411.93,2961198,3126616.34,795949.38,895162.47,Location-2,Manufacturing
1078,10/12/2020,3351277.76,338683461.2,3153386,3375467.32,964702.68,1055123.95,Location-2,Finance
1360,10/31/2020,28237519.61,31364948.85,2782957,3120161.72,812874.69,907449.44,Location-4,Manufacturing
1266,10/25/2020,28497396.65,31915256.85,4585876,5603535.42,795988.91,885584.82,Location-5,Retails
1172,10/19/2020,28469518.49,31898775.94,5480989,5600872.27,775607.11,867929.83,Location-1,Retails
984,10/6/2020,28211963.37,31345530.84,2810358.53,3125620.33,801181.83,896214.68,Location-3,Manufacturing
1079,10/12/2020,3356446.96,338682747.8,3081630.99,3384700.49,956705.58,1063870.65,Location-3,Finance
1361,10/31/2020,28238514.83,31367809.24,2529706,3115485.84,824693.52,925703.2,Location-5,Manufacturing
1267,10/25/2020,28203695.37,31335177.85,3052132,3119056.67,799458.54,885488.64,Location-1,Manufacturing
1173,10/19/2020,28470346.86,31902248.89,5229024,5597387.16,770626.34,875578.18,Location-2,Retails
985,10/6/2020,28210892.69,31348184.95,2813009,3129803.78,811657.55,890279.66,Location-4,Manufacturing
1080,10/12/2020,3351603.4,338679839.9,3029325,3372323.59,972230.21,1060380.72,Location-4,Finance
1362,10/31/2020,30820177.02,338692656.9,3266277,3352408.1,968984.13,1070423.18,Location-1,Finance
1268,10/25/2020,28209126.94,31342460.6,2954295,3126753.27,804309.71,886408.76,Location-2,Manufacturing
1174,10/19/2020,28474147.31,31899404.86,5103083.02,5602918.79,776239.69,873622.1,Location-3,Retails
986,10/6/2020,28226950.34,31350479.79,2540098,3122681.41,815938.85,902703.08,Location-5,Manufacturing
1081,10/12/2020,3361715.8,338716305.2,2769905,3385156.56,977648.85,1074696.08,Location-5,Finance
1363,10/31/2020,30821013.01,338694277.3,3161928,3374288.44,965772.67,1066268.03,Location-2,Finance
1269,10/25/2020,28209563.25,31338814.2,2806954.95,3122444.76,802636.99,893809.02,Location-3,Manufacturing
1175,10/19/2020,28475829.35,31907223.24,4972497,5594596.12,783746.59,868498.41,Location-4,Retails
987,10/6/2020,30807290.01,338684003.2,3282620,3349621.9,961929,1058158.67,Location-1,Finance
1082,10/13/2020,28474017.39,31903435.58,5446556,5589621.08,781526.75,869824.59,Location-1,Retails
1364,10/31/2020,30828393.36,338707060.6,3069906.71,3378306.76,966948.88,1076552.59,Location-3,Finance
1270,10/25/2020,28218631.33,31347185.71,2788122,3125461.11,806116.15,886258.48,Location-4,Manufacturing
1176,10/19/2020,28498140.79,31927593.64,4509575,5601237.55,796876.89,899640.36,Location-5,Retails
988,10/6/2020,30807513.81,338687697.5,3188859,3361189.39,956537.76,1052912.8,Location-2,Finance
1083,10/13/2020,28471705.49,31898184.8,5228244,5589404.95,777622.37,870737.07,Location-2,Retails
1365,10/31/2020,30830520.97,338692562.5,2968073,3371258.21,965636.99,1065201.93,Location-4,Finance
1271,10/25/2020,28219798.77,31359995.65,2538334,3122324.98,811682.35,917989.45,Location-5,Manufacturing
1177,10/19/2020,28205626.14,31334805.08,3048902,3119019.22,798515,886639.18,Location-1,Manufacturing
989,10/6/2020,30801761.23,338690001.7,3051122.46,3358066.99,962421.25,1060719.91,Location-3,Finance
1084,10/13/2020,28475754.58,31905904,5099271.26,5590619.43,772177.67,878734.9,Location-3,Retails
1366,10/31/2020,30849555.51,338723867.7,2782392,3384776.03,1001264.92,1091367.53,Location-5,Finance
1272,10/25/2020,30802828.23,338692602.9,3262361,3352989.19,960345.66,1056417.58,Location-1,Finance
1178,10/19/2020,28213186.38,31335968.53,2920958,3120625.45,804456.96,888754.05,Location-2,Manufacturing
990,10/6/2020,30802799.27,338693011.1,2961627,3359356.9,955567.97,1065203.06,Location-4,Finance
1085,10/13/2020,28467585.84,31897935.63,5004152,5594066.98,772489.7,870228.24,Location-4,Retails
1273,10/25/2020,30804341.99,338686314,3147072,3358683.92,965449.39,1051206.5,Location-2,Finance
1179,10/19/2020,28205563.57,31348668.81,2802367.69,3116937.32,799763.51,897170.23,Location-3,Manufacturing
991,10/6/2020,30839348.97,338696042.9,2759131,3352405.21,984365.35,1070581.69,Location-5,Finance
1086,10/13/2020,28488753.28,31933522.5,4641544,5593620.56,806756.12,894678.24,Location-5,Retails
1274,10/25/2020,30812253.73,338683435.9,3050869.4,3361067.44,961872.49,1058858.94,Location-3,Finance
1180,10/19/2020,28214830.62,31337281.94,2785861,3118483.97,797988.95,891404.77,Location-4,Manufacturing
992,10/7/2020,28475243.39,31902243.59,5468875,5593382.43,776471.22,873956.7,Location-1,Retails
1087,10/13/2020,28210506.6,31337739.71,3049268,3133326.81,800573.64,890925,Location-1,Manufacturing
1275,10/25/2020,30806316.49,338692924.1,2976094,3352596.02,964650.47,1058538.31,Location-4,Finance
1181,10/19/2020,28221964.1,31366886.26,2550622,3122725.68,825417.94,903286.93,Location-5,Manufacturing
993,10/7/2020,28475306.15,31903484.79,5212133,5600576.08,770776.54,874872.74,Location-2,Retails
1088,10/13/2020,28202623.99,31348920.02,2959601,3116307.78,802350.81,886227.65,Location-2,Manufacturing
1276,10/25/2020,30831677.08,338709626.1,2729861,3348473.97,969919.9,1073887.02,Location-5,Finance
1182,10/19/2020,30809030.85,338682787.7,2977072,3051791.57,959580.28,1060468.88,Location-1,Finance
994,10/7/2020,28475139.08,31908155.01,5096463.72,5595788.75,779833.35,873639.39,Location-3,Retails
1089,10/13/2020,28213802.32,31345129.02,2815718.02,3142594.99,799808.95,885031.6,Location-3,Manufacturing
1277,10/26/2020,28470302.27,31898527.25,5511422,5625761.19,777259.6,870840.85,Location-1,Retails
1183,10/19/2020,30810823.62,338680774.9,2898066,3051628.96,958955.49,1057764.51,Location-2,Finance
995,10/7/2020,28467740.85,31903734.35,4982393,5599500.32,776800.46,877214.47,Location-4,Retails
1090,10/13/2020,28209634.32,31351330.59,2801477,3134005.65,809039.43,891867.55,Location-4,Manufacturing
1278,10/26/2020,28474919.31,31898409.26,5276626,5608573.43,781336.99,872533.34,Location-2,Retails
1184,10/19/2020,30812632.28,338695317,2751354.1,3051354.44,966300.09,1061982,Location-3,Finance
996,10/7/2020,28493942.5,31913976.67,4642541,5596761.89,797062.33,886160.83,Location-5,Retails
