ID,UpdateOn,IncomeTax,IncomeTaxTarget,ValueAddedTax,TargetValueAddedTax,CorporationTax,TargetCorporationTax,location,Industries
1748,7/17/2020,31974650.76,35864212.18,24759553.34,27262619.24,6400308.33,22753922.83,Location-4,Manufacturing
1749,7/17/2020,31995606.42,35899711.59,24784785.2,27264521.28,6400365.92,22773941.72,Location-5,Manufacturing
1750,7/17/2020,32009066.23,35824565.75,24768325.21,27282260.95,6339956.44,22733779.12,Location-1,Finance
1751,7/17/2020,32012120.26,35828668.55,24764818.27,27287592.38,6339258.09,22734682.57,Location-2,Finance
1752,7/17/2020,32014282.6,35829621.93,24774372.78,27289239.04,6342922.65,22737091.04,Location-3,Finance
1753,7/17/2020,32008634.21,35828412.66,24764037.46,27290519.07,6340585.19,22742093.5,Location-4,Finance
1754,7/17/2020,32039878.21,35859270.51,24789018.35,27297358.06,6359779.02,22758691.38,Location-5,Finance
1755,7/18/2020,32082635.52,35929469.38,24837962.49,27347956.4,6451081.33,22869815.22,Location-1,Retails
1756,7/18/2020,32082379.63,35924605.19,24838497.82,27349964.84,6459201.73,22876177.81,Location-2,Retails
1757,7/18/2020,32076702.15,35935368.31,24847688.23,27350459.09,6455910.19,22879220.42,Location-3,Retails
1758,7/18/2020,32092419.78,35928255.27,24847060.26,27348798.24,6465504.73,22880053.98,Location-4,Retails
1759,7/18/2020,32097429.45,35954933.69,24868579.57,27359693.64,6466273.84,22893476.74,Location-5,Retails
1760,7/18/2020,31968747.15,35864623.44,24762164.61,27251498.16,6389169.82,22750277.53,Location-1,Manufacturing
1761,7/18/2020,31980618.87,35871236.74,24762001.94,27254910.9,6385728.41,22749171.01,Location-2,Manufacturing
1762,7/18/2020,31973704.44,35872064.57,24760489.09,27259494.01,6395630.19,22751002.11,Location-3,Manufacturing
1763,7/18/2020,31976793.84,35865704.39,24762177.2,27256427.01,6386470.78,22751932.29,Location-4,Manufacturing
1764,7/18/2020,31993127.4,35879128.18,24779941.1,27271691.52,6417232.36,22771365.74,Location-5,Manufacturing
1765,7/18/2020,32007935.97,35830352.83,24765036.89,27283246.89,6342218.53,22735060.37,Location-1,Finance
1766,7/18/2020,32015722.59,35829589.19,24768140.35,27287297.69,6343831.39,22741321.67,Location-2,Finance
1767,7/18/2020,32019716.88,35834677.32,24768900.72,27283332.83,6343030.49,22739555.49,Location-3,Finance
1768,7/18/2020,32017427.84,35834532.89,24773006.44,27280899.53,6337379.1,22731293.64,Location-4,Finance
1769,7/18/2020,32025154.53,35839813.18,24785294.08,27312315.78,6354668.4,22756422.58,Location-5,Finance
1770,7/19/2020,32082992.68,35929926.85,24837562.08,27347146.39,6452511.73,22873308.6,Location-1,Retails
1771,7/19/2020,32077111.54,35935739.04,24842310.99,27348567.67,6457705.45,22868966.5,Location-2,Retails
1772,7/19/2020,32086947.22,35933612.73,24843281.73,27343863.8,6451883.18,22869701.02,Location-3,Retails
1773,7/19/2020,32090874.98,35938043.83,24839763.35,27351468.67,6471034.6,22889238.6,Location-4,Retails
1774,7/19/2020,32094842.32,35938406.06,24873540.16,27366337.19,6473865.27,22891355.8,Location-5,Retails
1775,7/19/2020,31978360.19,35868323.12,22757296.94,25257114.81,6392353.01,22750215.79,Location-1,Manufacturing
1776,7/19/2020,31977897.64,35866017.21,22763158.67,25256252.01,6388357.21,22747234.84,Location-2,Manufacturing
1777,7/19/2020,31974828.48,35867320.09,22766327.52,25258796.04,6389529.16,22745372.64,Location-3,Manufacturing
1778,7/19/2020,31970306.04,35860567.32,22764587.46,25252918.05,6396754.89,22754094.02,Location-4,Manufacturing
1779,7/19/2020,31990519.51,35889049.84,22777518.3,25275465.26,6400121.36,22776320.23,Location-5,Manufacturing
1780,7/19/2020,32012341.58,35823175.23,22770768.19,25286407.89,6339424.13,22739100.79,Location-1,Finance
1781,7/19/2020,32015146.17,35827769.13,22764373.71,25283683.26,6346970.32,22737505.57,Location-2,Finance
1782,7/19/2020,32006810.35,35827309.76,22769861.39,25277282.98,6346695.51,22732312.01,Location-3,Finance
1783,7/19/2020,32008025.51,35834187.86,22778204.07,25288504.94,6345990.72,22748348.27,Location-4,Finance
1784,7/19/2020,32034996.75,35850009.13,22778606.13,25298772.74,6348858.58,22749412.98,Location-5,Finance
1785,7/20/2020,32081097.2,35932066.03,24842067.55,27348737.42,6455700.79,22869166.24,Location-1,Retails
1786,7/20/2020,32086056.32,35926699.2,24846497.26,27344750.67,6459387.55,22876940.23,Location-2,Retails
1787,7/20/2020,32083228.31,35928901.74,24848610.42,27355059.76,6459151.27,22868566.5,Location-3,Retails
1788,7/20/2020,32078121.24,35922777.57,24850092.01,27344698.36,6453216.53,22882225.5,Location-4,Retails
1789,7/20/2020,32101989.34,35952990.52,24854766.46,27368577.52,6468886.53,22890914.03,Location-5,Retails
1790,7/20/2020,31970562.32,35869849.11,24754929.18,27257383.99,6394738.3,22749812.46,Location-1,Manufacturing
1791,7/20/2020,31975194.24,35866490.39,24760494.38,27254045.18,6386815.32,22749125.46,Location-2,Manufacturing
1792,7/20/2020,31970404.48,35861093.65,24765624.15,27259905.87,6397155.81,22758119.54,Location-3,Manufacturing
1793,7/20/2020,31969613.1,35869898.3,24767091.49,27253207.63,6393565.23,22752052.35,Location-4,Manufacturing
1794,7/20/2020,32012057.39,35885607.91,24776051.78,27268691.56,6402064.6,22764874.42,Location-5,Manufacturing
1795,7/20/2020,32009441.37,35828641.02,24769754.39,27283230.49,6334887.45,22739367.66,Location-1,Finance
1796,7/20/2020,32008857.3,35831070.44,24770471.82,27279430.34,6345946.74,22740977.04,Location-2,Finance
1797,7/20/2020,32021096.09,35831930.04,24774392.49,27293621.91,6339046.91,22736712.47,Location-3,Finance
1798,7/20/2020,32019462.33,35832219.69,24765423.29,27283913.79,6342470.82,22741508.3,Location-4,Finance
1799,7/20/2020,32028858.12,35848485.55,24786350.66,27305217.3,6356833.93,22748800.34,Location-5,Finance
1800,7/21/2020,32083915.53,35927058.43,24838659.98,27345240.89,6455002.49,22874289.74,Location-1,Retails
1801,7/21/2020,32081924.9,35924814.56,24845043.78,27343378.1,6452043.71,22871682.29,Location-2,Retails
1802,7/21/2020,32081922.42,35928354.34,24839996.83,27352123.34,6449668.81,22873851.96,Location-3,Retails
1803,7/21/2020,32089392.27,35935754.39,24850001.31,27344737.3,6451517.23,22875683.67,Location-4,Retails
1804,7/21/2020,32098316.22,35946947.9,24867766.71,27374658.86,6488228.89,22903590.68,Location-5,Retails
1805,7/21/2020,31977332.1,35869084.04,24758021.99,27254693.58,6386941.51,22755283.97,Location-1,Manufacturing
1806,7/21/2020,31976784.54,35865552.47,24755648.66,27257307.21,6388608.75,22753037.37,Location-2,Manufacturing
1807,7/21/2020,31974028.28,35866632.8,24762912.66,27248845.58,6398736.7,22753284.67,Location-3,Manufacturing
1808,7/21/2020,31974426.16,35870846.75,24762581.25,27262784.43,6396291.51,22752598.43,Location-4,Manufacturing
1809,7/21/2020,32000732.08,35889791.03,24784455.46,27268946.93,6407787.43,22770865.76,Location-5,Manufacturing
1810,7/21/2020,32010233.02,35828290.29,24768238.12,27287304.45,6342604.27,22734876.15,Location-1,Finance
1811,7/21/2020,32015257.34,35831046.04,24768311.8,27284547.93,6344689.39,22743089.55,Location-2,Finance
1812,7/21/2020,32006648.77,35830606.64,24764520.81,27286930.41,6339743.16,22743240.43,Location-3,Finance
1813,7/21/2020,32018319.87,35825794.22,24783165.36,27283787.01,6351955.11,22737564.54,Location-4,Finance
1814,7/21/2020,32029932.79,35850922.72,24787533.64,27295719.54,6352868.66,22754612.6,Location-5,Finance
1815,7/22/2020,32082877.2,35930851.38,24843181.97,27341207.65,6453616.1,22873376.59,Location-1,Retails
1816,7/22/2020,32077492.61,35926747.4,24843631.27,27347428.76,6454081.2,22871036.48,Location-2,Retails
1817,7/22/2020,32083941.79,35923987.27,24845200.58,27342391.59,6452748.38,22875629.66,Location-3,Retails
1818,7/22/2020,32083522.57,35928192.91,24843339.28,27349016.94,6464669.21,22870077.27,Location-4,Retails
1819,7/22/2020,32097725.19,35957063.66,24867945.49,27374893.87,6475946.2,22906485.74,Location-5,Retails
1820,7/22/2020,31977742.57,35867744,24759830.45,27251828.94,6391883.96,22753534.87,Location-1,Manufacturing
1821,7/22/2020,31973083.83,35865633.5,24758340.02,27257784.31,6392121.53,22746831.47,Location-2,Manufacturing
1822,7/22/2020,31981007.31,35868826.72,24762386.99,27262449.12,6395449.29,22748970.31,Location-3,Manufacturing
1823,7/22/2020,31970559.91,35874025.59,24760918.59,27258334.94,6390551.92,22749925.78,Location-4,Manufacturing
1824,7/22/2020,31992326.9,35885337.66,24784162.69,27272277.5,6401322.18,22781299.86,Location-5,Manufacturing
1825,7/22/2020,32007142.96,35831719,24767331.97,27283425.53,6343124.38,22742234.91,Location-1,Finance
1826,7/22/2020,32011342.47,35824933.43,24763408.5,27287458.04,6343797.64,22744245.18,Location-2,Finance
1827,7/22/2020,32007853.2,35834563.35,24765755.04,27291051.21,6342932.07,22742289.78,Location-3,Finance
1828,7/22/2020,32020920.34,35837996.69,24765845.41,27289315.37,6337231.76,22743336.62,Location-4,Finance
1829,7/22/2020,32037515.71,35841002.1,24803028.7,27299138.77,6356670.6,22750084.7,Location-5,Finance
1830,7/23/2020,32078743.38,35928482.7,24842279.46,27348311.56,6452220.14,22872621.35,Location-1,Retails
1831,7/23/2020,32086520.75,35928096.09,24847231.11,27342615.37,6460050.61,22872272.45,Location-2,Retails
1832,7/23/2020,32083186.12,35929200.41,24844763.66,27352275.34,6454943.13,22884547.55,Location-3,Retails
1833,7/23/2020,32086836.93,35926233.65,24838008.55,27347390.91,6465806.45,22871172.31,Location-4,Retails
1834,7/23/2020,32102395.8,35954460.25,24861855.14,27364592.67,6471180.63,22899607.48,Location-5,Retails
1835,7/23/2020,31975497.55,35870410.12,24767260.48,27254053.2,6386916.72,22750730.99,Location-1,Manufacturing
1836,7/23/2020,31969751.47,35865600.76,24766214.24,27254404.51,6386412.22,22753449.94,Location-2,Manufacturing
1837,7/23/2020,31982870.72,35862849.74,24761814.54,27257524.38,6393293.21,22754599,Location-3,Manufacturing
1838,7/23/2020,31981606.82,35879425.06,24766720.68,27263850.25,6386129.38,22748726.03,Location-4,Manufacturing
1839,7/23/2020,31987792.73,35885706.78,24780992.3,27271553.22,6419886.09,22781421.53,Location-5,Manufacturing
1840,7/23/2020,32014315.83,35831701.42,24774365.8,27286439.3,6336399.46,22736214.1,Location-1,Finance
1841,7/23/2020,32019547.41,35834590.84,24770249.22,27284660.77,6347384.08,22739402.94,Location-2,Finance
1842,7/23/2020,32016467.24,35834936.83,24767311.48,27284230.05,6347104.11,22736962.71,Location-3,Finance
1843,7/23/2020,32013904.89,35824435.87,24773193.29,27282275,6344959.83,22735440.28,Location-4,Finance
1844,7/23/2020,32031724.58,35845955.72,24790926,27297858.05,6352264.75,22769863.04,Location-5,Finance
1845,7/24/2020,32080558.83,35924485.21,24839013.07,27349343.66,6452155.58,22879769.82,Location-1,Retails
1846,7/24/2020,32078991.93,35927046.52,24838912.21,27345802.47,6450463.47,22878553.43,Location-2,Retails
1847,7/24/2020,32082034.99,35930481.69,24848375.54,27345465.08,6452280.03,22872955.42,Location-3,Retails
1848,7/24/2020,32075311.68,35927010.06,24844208.68,27353572.87,6461688.3,22886303.17,Location-4,Retails
1849,7/24/2020,32108934.46,35961281.75,24868912.62,27360262.93,6480859.9,22886601.21,Location-5,Retails
1850,7/24/2020,31968798.74,35864472.84,24767943.63,27253473.39,6390052.76,22750853.95,Location-1,Manufacturing
1851,7/24/2020,31974047.72,35872873.95,24760562.5,27265623.49,6391592.13,22756312.87,Location-2,Manufacturing
1852,7/24/2020,31977539.83,35872913.49,24767104,27259244.24,6386171.31,22755568.81,Location-3,Manufacturing
1853,7/24/2020,31983093.13,35872528.53,24771863.39,27264434.2,6392088.48,22761262.04,Location-4,Manufacturing
1854,7/24/2020,31989423.72,35879256.1,24775084.87,27273486.87,6407868.97,22762578.43,Location-5,Manufacturing
1855,7/24/2020,32012708.54,35828898.08,24772827.6,29286439.36,6343343.42,22735492.57,Location-1,Finance
1856,7/24/2020,32013514.77,35830111.03,26771288.5,29288920.52,6340898.83,22733732.13,Location-2,Finance
1857,7/24/2020,32020560.88,35828774.16,26764037.28,29281474.88,6336848.14,22733672.54,Location-3,Finance
1858,7/24/2020,32012625.18,35835028.65,26768914.12,29289367.35,6347239.55,22741676.48,Location-4,Finance
1859,7/24/2020,32036829.34,35844282.29,26788217.37,29302546.04,6365429.14,22769299.08,Location-5,Finance
1860,7/25/2020,32088090.83,35926039.08,24844146.91,27347733.93,6450378,22870228.88,Location-1,Retails
1861,7/25/2020,32087450.2,35929953.01,24848629.2,27345606.25,6462290.91,22880967.18,Location-2,Retails
1862,7/25/2020,32080865.56,35925145.76,24847862.76,27355749.48,6450917.68,22877805.61,Location-3,Retails
1863,7/25/2020,32081240.43,35942755.9,24847901.99,27346135.54,6452973.01,22872204.94,Location-4,Retails
1864,7/25/2020,32103131.48,35948567.83,24850434.97,27371848.65,6484418.77,22895499.73,Location-5,Retails
1865,7/25/2020,31976137.5,35868301.46,24762831.71,27257956.74,6385305.91,22753122.65,Location-1,Manufacturing
1866,7/25/2020,31972461.48,35865500.54,24765627.73,27255575.81,6390118.81,22756777.1,Location-2,Manufacturing
1867,7/25/2020,31971890.05,35874520.95,24763444.11,27253895.88,6395930.31,22754872.86,Location-3,Manufacturing
1868,7/25/2020,31981562.45,35863032.38,24759223.18,27263137.81,6385128.86,22753810.23,Location-4,Manufacturing
1869,7/25/2020,31996260.12,35889004.67,24777477.27,27276610.63,6407929.82,22767587.78,Location-5,Manufacturing
1870,7/25/2020,32016690.9,35828194.83,24769999.38,27281595.28,6340621.57,22735848.32,Location-1,Finance
1871,7/25/2020,32010859.16,35830003.61,24765849.51,27278991.21,6346787.79,22734315.93,Location-2,Finance
1872,7/25/2020,32019387.2,35829126.6,24774369.28,27286083.62,6346718.71,22737358.52,Location-3,Finance
1873,7/25/2020,32009000.49,35839090.38,24776283.8,27291430.03,6347195.72,22751192.72,Location-4,Finance
1874,7/25/2020,32038305.63,35843531.06,24791280.66,27296801.22,6352259.58,22753583.23,Location-5,Finance
1875,7/26/2020,32078657.34,35925616.66,24839709.8,27351364.41,6452916.5,22873280.62,Location-1,Retails
1876,7/26/2020,32080762.56,35931612.17,24848501.52,27349014.49,6451878.57,22878747.88,Location-2,Retails
1877,7/26/2020,32081647.22,35930358.75,24843526.99,27347321.5,6457663.18,22872347.22,Location-3,Retails
1878,7/26/2020,32083583.2,35929914.87,24844262.24,27348860.45,6463550.77,22883543.57,Location-4,Retails
1879,7/26/2020,32105728.6,35950804.77,24872096.53,27377381.27,6480112.66,22886647.04,Location-5,Retails
1880,7/26/2020,31971479.95,35867362.88,24760641.36,27255708.53,6393662.09,22750509.36,Location-1,Manufacturing
1881,7/26/2020,31980358.13,35860884.83,24769304.24,27254287.68,6391002.94,22746589.6,Location-2,Manufacturing
1882,7/26/2020,31978695.27,35860979.67,24765297.41,27260355.74,6390377.82,22747506.75,Location-3,Manufacturing
1883,7/26/2020,31970594.43,35870492.04,24767044.6,27254750.72,6397264.36,22759866.07,Location-4,Manufacturing
1884,7/26/2020,31994093.95,35888661.42,24776232.91,27281204.88,6411375.53,22776488.63,Location-5,Manufacturing
1885,7/26/2020,32011856.88,35831374.2,24772047.43,27283714.19,6342487.02,22735740.25,Location-1,Finance
1886,7/26/2020,32014299.88,35826561.87,24768587.27,27284082.51,6346036.66,22746752.06,Location-2,Finance
1887,7/26/2020,32008611.17,35831266.12,24772583.82,27279961.27,6342711.43,22736848.32,Location-3,Finance
1888,7/26/2020,32018360.92,35828511.5,24776340.11,27286381.21,6345765.66,22738273.95,Location-4,Finance
1889,7/26/2020,32038027.98,35852374.88,24777032.51,27310305.25,6351954.45,22770190.69,Location-5,Finance
1890,7/27/2020,32086201.01,35930080.6,24842758.47,27343731.33,6462313.55,22876646.67,Location-1,Retails
1891,7/27/2020,32081584.11,35926948.12,24840912.84,27348573.42,6454233.99,22875922.84,Location-2,Retails
1892,7/27/2020,32087161.72,35936858.35,24848104.37,27343659.42,6454644.47,22874883.06,Location-3,Retails
1893,7/27/2020,32087322.15,35928901.21,24842391.76,27348093.82,6464958.53,22870891.18,Location-4,Retails
1894,7/27/2020,32091338.55,35948276.02,24875330.34,27373873.15,6477623.66,22905600.73,Location-5,Retails
1895,7/27/2020,31982101.89,35867083.64,24757774.41,27256154.31,6395385.86,22750319.1,Location-1,Manufacturing
1896,7/27/2020,31980465.3,35869321.03,24766330.07,27254115.08,6394300.6,22753929.93,Location-2,Manufacturing
1897,7/27/2020,31975184.51,35864796.14,24766327.24,27252941.68,6394471.93,22759624.27,Location-3,Manufacturing
1898,7/27/2020,31986273.79,35867470.77,24758741.52,27257124.39,6393183.77,22756777.89,Location-4,Manufacturing
1899,7/27/2020,31987367.94,35880653.09,24780701.19,27289503.98,6405669.3,22762791.79,Location-5,Manufacturing
1900,7/27/2020,32009298.91,35832996.54,24765973.15,27287277.01,6342255.78,22742715.64,Location-1,Finance
1901,7/27/2020,32017548.94,35824045.24,24776733.08,27279656.59,6341735.64,22739198.25,Location-2,Finance
1902,7/27/2020,32006532.25,35823621.96,24776330.12,27291776.91,6338768.03,22742644.96,Location-3,Finance
1903,7/27/2020,32010407.63,35836340.6,24776107.7,27280654.72,6342747.09,22741145.98,Location-4,Finance
1904,7/27/2020,32037729.59,35848088.14,24780505.71,27303125.04,6361809.7,22749547.94,Location-5,Finance
1905,7/28/2020,32088611.93,35926016.36,24843974.17,27355715.22,6451276.35,22875533.22,Location-1,Retails
1906,7/28/2020,32081521.68,35929319.55,24840113.77,27349932.3,6459695.7,22872481.05,Location-2,Retails
1907,7/28/2020,32087156.18,35937754.26,24852424.68,27360564.73,6458429.16,22880271.88,Location-3,Retails
1908,7/28/2020,32082666.67,35932792.51,24847707.65,27351592.54,6449736.18,22874790.43,Location-4,Retails
1909,7/28/2020,32107135.08,35945254.38,24857287.23,27370287.54,6476189.42,22899396.93,Location-5,Retails
1910,7/28/2020,31976250.19,35862937.08,24762782.43,27256348.25,6386598.11,22750150,Location-1,Manufacturing
1911,7/28/2020,31980563.55,35869029.93,24761857.16,27254585.67,6384579.02,22744727.86,Location-2,Manufacturing
1912,7/28/2020,31979896.45,35869737.97,24755460.84,27252562.81,6395152.35,22745532.74,Location-3,Manufacturing
1913,7/28/2020,31975770.04,35862877.85,24762008,27255344.96,6386120.62,22757281.84,Location-4,Manufacturing
1914,7/28/2020,32000816.81,35898345.82,24784617.88,27287725.03,6413730.55,22775265.78,Location-5,Manufacturing
1915,7/28/2020,32018499.74,35825034.31,24769760.59,27281539.76,6341199.32,22739124.27,Location-1,Finance
1916,7/28/2020,32019339.62,35825269.62,24766561.21,27283136.61,6345347.75,22738992.86,Location-2,Finance
1917,7/28/2020,32018920.4,35833797.3,24764958.56,27282690.68,6344617.79,22742550.34,Location-3,Finance
1918,7/28/2020,32010567.94,35827113.03,24775968.27,27290273.37,6341055.32,22739131.99,Location-4,Finance
1919,7/28/2020,32031133.71,35859432.63,24787936.06,27307373.44,6366893.14,22767975.52,Location-5,Finance
1920,7/29/2020,32080708.87,35939255.7,24844622.37,27348114.36,6459175.66,22878773.01,Location-1,Retails
1921,7/29/2020,32084008.02,35940376.12,24840277.91,27345040.35,6457959.06,22879670.79,Location-2,Retails
1922,7/29/2020,32093235.08,35936269.53,24844802.9,27348323.86,6464498.52,22879200.01,Location-3,Retails
1923,7/29/2020,32087220.03,35936427.93,24844464.96,27364295.6,6453491.64,22873461.82,Location-4,Retails
1924,7/29/2020,32107688.69,35950641.14,24872469.22,27365208.4,6478451.22,22901668.61,Location-5,Retails
1925,7/29/2020,31977525.41,35865820.17,24760701.45,27262493.41,6389395.12,22757779.3,Location-1,Manufacturing
1926,7/29/2020,31975763.16,35863990.13,24764548.29,27264456.61,6391788.89,22756061.04,Location-2,Manufacturing
1927,7/29/2020,31983361.5,35874397.14,24772257.46,27265408.13,6400960.48,22758494.35,Location-3,Manufacturing
1928,7/29/2020,31979349.52,35876313.53,24760901.19,27256017.69,6391704.75,22763903.72,Location-4,Manufacturing
1929,7/29/2020,31988699.9,35879980.24,24789495.05,27281226.47,6415952.46,22773860.8,Location-5,Manufacturing
1930,7/29/2020,32018465.32,35825797.62,22768495.08,25287297.84,6345802.42,22738501.45,Location-1,Finance
1931,7/29/2020,32017082.05,35831870.19,22762526.56,25278388.28,6342358.99,22743313.51,Location-2,Finance
1932,7/29/2020,32017633.88,35830990.24,22762845.3,25281532.34,6339405.42,22735516.23,Location-3,Finance
1933,7/29/2020,32017685.33,35836811.96,22777463.5,25293692.26,6357320.04,22737282.85,Location-4,Finance
1934,7/29/2020,32031504.57,35837894.64,22787342.67,25297418.12,6357593.31,22759627.76,Location-5,Finance
1935,7/30/2020,32076788.96,35929611.52,24848610.52,27350176.05,6452579.44,22877829.13,Location-1,Retails
1936,7/30/2020,32084013.43,35933178.36,24841407.25,27356961.11,6454482.01,22876825.88,Location-2,Retails
1937,7/30/2020,32081637.57,35932359.55,24848454.02,27354252.42,6455979.09,22869999.02,Location-3,Retails
1938,7/30/2020,32084110.31,35934341.69,24855334.48,27367492.23,6459245.45,22876008.11,Location-4,Retails
1939,7/30/2020,32106761.92,35942507.2,24858148.94,27369886.02,6475271.03,22898593.77,Location-5,Retails
1940,7/30/2020,31972240.12,35874129.82,24761084.09,27262854.97,6385187.44,22748925.38,Location-1,Manufacturing
1941,7/30/2020,31971421.67,35872646.31,24767374.5,27261618.68,6394256.46,22749029.33,Location-2,Manufacturing
1942,7/30/2020,31972803.36,35876260.23,24759518.61,27262740.57,6389631.51,22753448.23,Location-3,Manufacturing
1943,7/30/2020,31992229.94,35865506.22,24770314.29,27261820.02,6398685.52,22764710.55,Location-4,Manufacturing
1944,7/30/2020,31996635.51,35887410.82,24779716.8,27271530.32,6407995.54,22766390.3,Location-5,Manufacturing
1945,7/30/2020,32017886.93,35833841.14,24771102.35,27289727.03,6343103.34,22738462.91,Location-1,Finance
1946,7/30/2020,32016979.9,35829732.44,24771845.05,27289510.41,6339148.94,22739052.77,Location-2,Finance
1947,7/30/2020,32014392.71,35834797.07,24780029.08,27290590.33,6351878.13,22746897.94,Location-3,Finance
1948,7/30/2020,32019867.37,35834458.39,24781715.68,27296833.25,6353978.7,22745666.73,Location-4,Finance
1949,7/30/2020,32027806.61,35843230.73,24791269.2,27302528.22,6354874.57,22751365.86,Location-5,Finance
1950,7/31/2020,32090750.81,35942455.92,24854193.35,27359820.56,6471370.36,22882814.85,Location-1,Retails
1951,7/31/2020,32091659.86,35948766.02,24847624.05,27356976.08,6472386.38,22877618.16,Location-2,Retails
1952,7/31/2020,32088799.11,35948105.36,24854106.15,27352889.46,6467628.82,22888508.01,Location-3,Retails
1953,7/31/2020,32099891.44,35943809.01,24848783.41,27356560.01,6480512.47,22885750.96,Location-4,Retails
1954,7/31/2020,32113421.65,35968864.49,24868844.1,27378270.58,6482082.33,22892666.68,Location-5,Retails
1955,7/31/2020,31983833.69,35877454.98,24770185.88,27266227.6,6394972.22,22762873.84,Location-1,Manufacturing
1956,7/31/2020,31990534.12,35876124.23,24773437.5,27259238.07,6393939.76,22766426.01,Location-2,Manufacturing
1957,7/31/2020,31983213.36,35878669.16,24772319.24,27262730.62,6406775.06,22768763.96,Location-3,Manufacturing
1958,7/31/2020,31988848.12,35878176.97,24772603.96,27270002.43,6407907.22,22763636.92,Location-4,Manufacturing
1959,7/31/2020,32002679.66,35893000.62,24806424.92,27285025.32,6410019.07,22785423.19,Location-5,Manufacturing
1960,7/31/2020,32016805.36,35832839.38,24776153.2,27290225.54,6349327.66,22743408.42,Location-1,Finance
1961,7/31/2020,32019329.92,35840546.92,24778443.97,27296215.92,6343344.54,22749533.33,Location-2,Finance
1962,7/31/2020,32018941.78,35833177.06,24784297.53,27294468.8,6350208.85,22755738.41,Location-3,Finance
1963,7/31/2020,32012644.83,35847676.43,24778519.51,27306044.14,6347264.58,22751954.81,Location-4,Finance
1964,7/31/2020,32042162.28,35856236.66,24793224.07,27311405.79,6363063.39,22762737.21,Location-5,Finance
1965,8/1/2020,28703508.82,32268144.34,24472079.36,27395246.13,3511251.45,22230464.61,Location-1,Retails
1966,8/1/2020,28699630.13,32265706.79,24471202.2,27389690.34,3505642.88,22229115.14,Location-2,Retails
1967,8/1/2020,28701550.7,32267482.9,24477396.43,27389355.75,3502254,22235998.73,Location-3,Retails
1968,8/1/2020,28703125.11,32265956.17,24487015.44,27396693.84,3515954.32,22228485.46,Location-4,Retails
1969,8/1/2020,28718600.91,32276619.61,24489231.04,27407711.52,3523553.85,22246197.35,Location-5,Retails
1970,8/1/2020,28693767.84,32115659.96,24314725.5,27269607.38,3474076.6,22083985.85,Location-1,Manufacturing
1971,8/1/2020,28695290.43,32120814.21,24306082.27,27268089.21,3477735.56,22083193.2,Location-2,Manufacturing
1972,8/1/2020,28697717.8,32118426.89,24307613.11,27271421.47,3484529.45,22095089.57,Location-3,Manufacturing
1973,8/1/2020,28705846.79,32122621.52,24306867.67,27274381.64,3484247.15,22086216.94,Location-4,Manufacturing
1974,8/1/2020,28713714.89,32126532.68,24340186.48,27286857.87,3499717.49,22110409.1,Location-5,Manufacturing
1975,8/1/2020,28661694.49,32107032.5,24326883.36,27304070.82,3435578.31,22087874.41,Location-1,Finance
1976,8/1/2020,28663120.44,32117304.19,24331716.2,27311488.57,3433277.08,22087653.17,Location-2,Finance
1977,8/1/2020,28663702.21,32116396.97,24328241.01,27306818.82,3435521.27,22095741.96,Location-3,Finance
1978,8/1/2020,28661736.03,32118166.12,24341981.34,27305458.76,3444019.31,22095763.41,Location-4,Finance
1979,8/1/2020,28683377.7,32123055.37,24355553.59,27342363.42,3449220.4,22100803.99,Location-5,Finance
1980,8/2/2020,28705808.96,32259671.11,24471528.05,27388948.25,3507918.88,22233005.16,Location-1,Retails
1981,8/2/2020,28702728.15,32268250.63,24469943.29,27391497.69,3511175.3,22224847.75,Location-2,Retails
1982,8/2/2020,28705699.99,32259668.63,24479607.73,27387326.4,3508825.76,22234198.27,Location-3,Retails
1983,8/2/2020,28701226.77,32268583.71,24484512.1,27391324.28,3511025.54,22232975.87,Location-4,Retails
1984,8/2/2020,28714488.06,32286995.63,24490823.84,27418506.49,3514665.35,22244626.11,Location-5,Retails
1985,8/2/2020,28697942.65,32117654.67,24306546.71,27265840.39,3483709.13,22088566.39,Location-1,Manufacturing
1986,8/2/2020,28701040.37,32116171.02,24306059.14,27263858.64,3482803.33,22087737.7,Location-2,Manufacturing
1987,8/2/2020,28695220.59,32112987.11,24310176.97,27275835.24,3480274.29,22087730.89,Location-3,Manufacturing
1988,8/2/2020,28702380.09,32128742.37,24317585.89,27277863.81,3484535.44,22092533.26,Location-4,Manufacturing
1989,8/2/2020,28712409.42,32136551.1,24336840.54,27284928.04,3490947.28,22102697.11,Location-5,Manufacturing
1990,8/2/2020,28665118.45,32110945.89,24329798.92,27311406.11,3437827.34,22084801.72,Location-1,Finance
1991,8/2/2020,28658085.74,32114393.17,24337383.21,27305035.68,3437369.53,22095095.55,Location-2,Finance
1992,8/2/2020,28666245.24,32110499.18,24338545.09,27305277.05,3431115.07,22095708.22,Location-3,Finance
1993,8/2/2020,28667384.45,32117397.62,24336193.8,27319995.81,3439354.31,22097265.77,Location-4,Finance
1994,8/2/2020,28672767.09,32128750.6,24349382.85,27323200.56,3454616.72,22100000.07,Location-5,Finance
1995,8/3/2020,28698208.11,32265794,20471827.1,23388033.62,3504416.63,22230385.17,Location-1,Retails
1996,8/3/2020,28706591.05,32263471.19,20480531.04,23387168.62,3510321.08,22224414.48,Location-2,Retails
