year,month,latitude,longitude,admin_name,excellent_sentiment,good_sentiment,negative_sentiment,neutral_sentiment
2020,2,53.53538,-2.12168,Oldham,78.12,11.88,3.75,6.25
2020,2,58.981,-2.96,Orkney Islands,80.42,9.58,5.59,4.41
2020,2,51.74759714,-1.27488,Oxfordshire,81.69,8.31,3.17,6.83
2020,2,51.7541875,-4.9396625,Pembrokeshire,79.44,10.56,6.01,3.99
2020,2,56.451075,-3.514775,Perth and Kinross,81.21,8.79,2.3,7.7
2020,2,50.38364,-4.11648,Plymouth,78.1,11.9,6.92,3.08
2020,2,50.726975,-1.9848,Poole,81.95,8.05,1.18,8.82
2020,2,50.82606667,-1.0744,Portsmouth,78.16,11.84,6.51,3.49
2020,2,52.24998333,-3.424783333,Powys,81.47,8.53,5.84,4.16
2020,2,51.4597,-0.995566667,Reading,78.27,11.73,6.61,3.39
2020,2,51.5705,0.06015,Redbridge,80.1,9.9,6.16,3.84
2020,2,54.5653,-1.059163636,Redcar and Cleveland,82.41,7.59,3.37,6.63
2020,2,55.85837,-4.51079,Renfrewshire,82.6,7.4,3.46,6.54
2020,2,51.62219167,-3.4239375,Rhondda Cynon Taff,79.72,10.28,5.11,4.89
2020,2,51.46445,-0.30745,Richmond upon Thames,81.25,8.75,2.2,7.8
2020,2,53.6072,-2.154542857,Rochdale,80.03,9.97,6.52,3.48
2020,2,53.4392,-1.312393333,Rotherham,81.38,8.62,4.13,5.87
2020,2,52.63025,-0.72775,Rutland,78.91,11.09,2.27,7.73
2020,2,53.49658889,-2.363588889,Salford,81.45,8.55,3.57,6.43
2020,2,52.4992,-2.009775,Sandwell,79.45,10.55,2.76,7.24
2020,2,55.62052222,-2.676055556,"Scottish Borders, The",81,9,4.49,5.51
2020,2,53.52422,-3.00157,Sefton,80.63,9.37,3.84,6.16
2020,2,53.39685714,-1.485642857,Sheffield,79.02,10.98,3.98,6.02
2020,2,60.155,-1.145,Shetland Islands,82.75,7.25,4.39,5.61
2020,2,52.68353478,-2.706543478,Shropshire,78.99,11.01,2.49,7.51
2020,2,51.49675,-0.55605,Slough,79.7,10.3,4.89,5.11
2020,2,52.42352222,-1.732688889,Solihull,82.99,7.01,6.58,3.42
2020,2,51.080875,-2.8844625,Somerset,80.5,9.5,4.5,5.5
2020,2,55.44415,-4.672216667,South Ayrshire,80.01,9.99,3.06,6.94
2020,2,51.5312,-2.485092857,South Gloucestershire,80.48,9.52,2.18,7.82
2020,2,55.74473846,-4.002261538,South Lanarkshire,78.4,11.6,4.71,5.29
2020,2,54.95444,-1.47962,South Tyneside,78.5,11.5,5.9,4.1
2020,2,50.9,-1.4,Southampton,81.63,8.37,1.32,8.68
2020,2,51.5419,0.755933333,Southend-on-Sea,79.67,10.33,2.27,7.73
2020,2,53.46109,-2.71413,St. Helens,82.02,7.98,3.28,6.72
2020,2,52.81114043,-2.033102128,Staffordshire,81.54,8.46,1.82,8.18
2020,2,56.13984286,-3.972257143,Stirling,78.67,11.33,3.73,6.27
2020,2,53.39133333,-2.133744444,Stockport,79.14,10.86,4.7,5.3
2020,2,54.56015,-1.310725,Stockton-on-Tees,78.15,11.85,3.41,6.59
2020,2,53.0156,-2.16074,Stoke-on-Trent,78.9,11.1,0.75,9.25
2020,2,52.23130556,1.116736111,Suffolk,78.05,11.95,2.92,7.08
2020,2,54.88501429,-1.449128571,Sunderland,82.23,7.77,5.45,4.55
2020,2,51.29146092,-0.427617241,Surrey,80.35,9.65,3.6,6.4
2020,2,51.36614,-0.19064,Sutton,80.92,9.08,5.54,4.46
2020,2,51.63607273,-4.003781818,Swansea,78.25,11.75,3.12,6.88
2020,2,51.57133333,-1.761166667,Swindon,81.4,8.6,5.25,4.75
2020,2,53.47818571,-2.087014286,Tameside,79.86,10.14,2.63,7.37
2020,2,52.68716667,-2.465811111,Telford and Wrekin,81.15,8.85,5.55,4.45
2020,2,51.4951,0.330514286,Thurrock,78.33,11.67,2.96,7.04
2020,2,50.47,-3.53,Torbay,79.12,10.88,3.61,6.39
2020,2,51.69511429,-3.035214286,Torfaen,81.49,8.51,3.45,6.55
2020,2,51.5159,-0.0606,Tower Hamlets,82.6,7.4,2.73,7.27
2020,2,53.421,-2.360366667,Trafford,82.51,7.49,2.14,7.86
2020,2,51.42071111,-3.341977778,"Vale of Glamorgan, The",78.43,11.57,6.05,3.95
2020,2,53.66297222,-1.394683333,Wakefield,82.49,7.51,1.24,8.76
2020,2,52.60443,-1.96842,Walsall,78.66,11.34,6.39,3.61
2020,2,51.59386667,0.000166667,Waltham Forest,82.15,7.85,6.11,3.89
2020,2,51.4492,-0.17225,Wandsworth,79.8,10.2,6.64,3.36
2020,2,53.407925,-2.5846125,Warrington,81.1,8.9,2.35,7.65
2020,2,52.35788,-1.554836,Warwickshire,81.6,8.4,4.52,5.48
2020,2,51.42730833,-1.2708,West Berkshire,82.18,7.82,1.07,8.93
2020,2,55.95195714,-4.510085714,West Dunbartonshire,80.01,9.99,3.77,6.23
2020,2,55.8906,-3.59928,West Lothian,78.15,11.85,3.53,6.47
2020,2,50.90101224,-0.465836735,West Sussex,78.17,11.83,1.86,8.14
2020,2,53.51954667,-2.586386667,Wigan,79.29,10.71,6.81,3.19
2020,2,51.32301724,-1.982255172,Wiltshire,79.41,10.59,4.89,5.11
2020,2,51.46113,-0.64631,Windsor and Maidenhead,81.3,8.7,4.69,5.31
2020,2,53.38508571,-3.065042857,Wirral,79.92,10.08,2.36,7.64
2020,2,51.4305,-0.894166667,Wokingham,82.52,7.48,5.55,4.45
2020,2,52.59348,-2.11376,Wolverhampton,79.8,10.2,6.71,3.29
2020,2,52.2454875,-2.134854167,Worcestershire,80.68,9.32,0.87,9.13
2020,2,53.03311111,-3.026888889,Wrexham,80.49,9.51,4.13,5.87
2020,2,53.97185833,-1.081066667,York,82.09,7.91,3.56,6.44
,2,,,,80.76,9.24,1.49,8.51
2020,3,57.14183333,-2.191283333,Aberdeen City,81.5,8.5,2.05,7.95
2020,3,57.31228889,-2.280072222,Aberdeenshire,78.62,11.38,6.25,3.75
2020,3,56.6134,-2.733785714,Angus,79.44,10.56,1.07,8.93
2020,3,54.7173,-6.2055,Antrim and Newtownabbey,80.35,9.65,2.84,7.16
2020,3,54.648,-5.7575,Ards and North Down,81.57,8.43,4.2,5.8
2020,3,55.95574286,-5.0767,Argyll and Bute,78,12,1.93,8.07
2020,3,54.343,-6.26,"Armagh, Banbridge and Craigavon",81.08,8.92,6.25,3.75
2020,3,51.53985,0.1111,Barking and Dagenham,79.85,10.15,4.1,5.9
2020,3,51.61631111,-0.201277778,Barnet,81.32,8.68,6.98,3.02
2020,3,53.544575,-1.466408333,Barnsley,82.27,7.73,2.29,7.71
2020,3,51.35338,-2.45187,Bath and North East Somerset,82,8,2.23,7.77
2020,3,52.1215125,-0.4917375,Bedford,78.21,11.79,5.58,4.42
2020,3,54.5964,-5.93,Belfast,79.4,10.6,4.88,5.12
2020,3,51.456175,0.131975,Bexley,79.98,10.02,4.22,5.78
2020,3,52.46904545,-1.896454545,Birmingham,80.79,9.21,5.11,4.89
2020,3,53.723,-2.4715,Blackburn with Darwen,82.06,7.94,1.66,8.34
2020,3,53.8331,-3.04565,Blackpool,81.86,8.14,0.84,9.16
2020,3,51.7711125,-3.1861375,Blaenau Gwent,81.99,8.01,4.36,5.64
2020,3,53.56385714,-2.459685714,Bolton,81.72,8.28,6.39,3.61
2020,3,50.71675,-1.862,Bournemouth,80.47,9.53,3.02,6.98
2020,3,51.41836,-0.75592,Bracknell Forest,82.25,7.75,2.14,7.86
2020,3,53.84582,-1.85269,Bradford,82.85,7.15,4.54,5.46
2020,3,51.5751,-0.29395,Brent,81.9,8.1,2.24,7.76
2020,3,51.54256,-3.62778,Bridgend,80.66,9.34,1.27,8.73
2020,3,50.839275,-0.130525,Brighton and Hove,82.59,7.41,1.85,8.15
2020,3,51.46086667,-2.608733333,"Bristol, City of",81.68,8.32,4.42,5.58
2020,3,51.3873875,0.0403,Bromley,80.3,9.7,2.16,7.84
2020,3,51.68953103,-0.711589655,Buckinghamshire,80.08,9.92,3.79,6.21
2020,3,53.58355,-2.310533333,Bury,78.71,11.29,5.79,4.21
2020,3,51.65393889,-3.2005,Caerphilly,78.51,11.49,5.33,4.67
2020,3,53.71190769,-1.896553846,Calderdale,82.48,7.52,2.71,7.29
2020,3,52.32057447,0.027317021,Cambridgeshire,80.65,9.35,1.29,8.71
2020,3,51.5444,-0.1315,Camden,80.08,9.92,1.44,8.56
2020,3,51.51916667,-3.250266667,Cardiff,82.54,7.46,4.04,5.96
2020,3,51.75977,-4.20512,Carmarthenshire,82.55,7.45,6.11,3.89
2020,3,52.00438421,-0.439589474,Central Bedfordshire,78.17,11.83,3.98,6.02
2020,3,52.2566,-4.22025,Ceredigion,81.16,8.84,4.86,5.14
2020,3,53.22929,-2.301205,Cheshire East,82.51,7.49,3.62,6.38
2020,3,53.24336316,-2.769231579,Cheshire West and Chester,80.92,9.08,6,4
2020,3,56.13676667,-3.755716667,Clackmannanshire,78.83,11.17,4.47,5.53
2020,3,53.27466667,-3.781833333,Conwy,81.66,8.34,3,7
2020,3,50.338445,-4.956985,Cornwall,82.65,7.35,1.28,8.72
2020,3,52.43905,-1.4953,Coventry,81.46,8.54,4.95,5.05
2020,3,51.36222,-0.09864,Croydon,78.33,11.67,4,6
2020,3,54.556875,-3.153328571,Cumbria,80.41,9.59,2.18,7.82
2020,3,54.527,-1.5526,Darlington,79.08,10.92,6.24,3.76
2020,3,53.22842857,-3.398857143,Denbighshire,82.34,7.66,2.82,7.18
2020,3,52.92191429,-1.4837,Derby,78.41,11.59,2.32,7.68
2020,3,53.12000172,-1.489143103,Derbyshire,78.77,11.23,5.51,4.49
2020,3,54.97485,-7.34835,Derry and Strabane,81.26,8.74,1.55,8.45
2020,3,50.69579545,-3.719311364,Devon,81.79,8.21,6.25,3.75
2020,3,53.53558889,-1.136133333,Doncaster,80.6,9.4,1.45,8.55
2020,3,50.78630385,-2.228388462,Dorset,81.38,8.62,6.36,3.64
2020,3,52.49144615,-2.114861538,Dudley,78.67,11.33,6.47,3.53
2020,3,55.01490909,-3.784663636,Dumfries and Galloway,82,8,2.49,7.51
2020,3,56.4646,-2.9203,Dundee City,81.19,8.81,3.69,6.31
2020,3,54.74779643,-1.589642857,Durham,80.9,9.1,3.61,6.39
2020,3,51.5288625,-0.3293625,Ealing,78.46,11.54,6.93,3.07
2020,3,55.56655,-4.388391667,East Ayrshire,82.28,7.72,5.84,4.16
2020,3,55.93512,-4.24652,East Dunbartonshire,82.35,7.65,4.74,5.26
2020,3,55.983925,-2.8457375,East Lothian,82.47,7.53,3.52,6.48
2020,3,55.78048,-4.3428,East Renfrewshire,82.59,7.41,0.66,9.34
2020,3,53.816005,-0.49142,East Riding of Yorkshire,79.02,10.98,5.32,4.68
2020,3,50.92780323,0.306025806,East Sussex,82.08,7.92,5.03,4.97
2020,3,55.9414625,-3.323325,"Edinburgh, City of",82.46,7.54,2.23,7.77
2020,3,58.209,-6.387,Eilean Siar,80.18,9.82,0.81,9.19
2020,3,51.63712,-0.08266,Enfield,82.34,7.66,3.8,6.2
2020,3,51.75509254,0.542498507,Essex,82.84,7.16,5.45,4.55
2020,3,56.01055,-3.778175,Falkirk,79.41,10.59,6.44,3.56
2020,3,54.59,-7.29,Fermanagh and Omagh,79.39,10.61,6.79,3.21
2020,3,56.17235217,-3.165756522,Fife,82.78,7.22,6.73,3.27
2020,3,53.22044615,-3.130053846,Flintshire,82.01,7.99,2.43,7.57
2020,3,54.94215,-1.64974,Gateshead,81.43,8.57,3,7
2020,3,55.855225,-4.271525,Glasgow City,80.63,9.37,4.22,5.78
2020,3,51.79496765,-2.205320588,Gloucestershire,79.98,10.02,3.95,6.05
2020,3,51.4735,0.0595,Greenwich,80.19,9.81,3.42,6.58
2020,3,52.97142857,-4.160785714,Gwynedd,80.67,9.33,2.97,7.03
2020,3,51.5414,-0.0266,Hackney,79.98,10.02,2.95,7.05
2020,3,53.37233333,-2.751666667,Halton,81.45,8.55,4.01,5.99
2020,3,51.4828,-0.195,Hammersmith and Fulham,78.08,11.92,5,5
2020,3,51.0235375,-1.232942188,Hampshire,78.78,11.22,0.89,9.11
2020,3,51.59103333,-0.101633333,Haringey,79.39,10.61,5.54,4.46
2020,3,51.59421667,-0.3493,Harrow,81.49,8.51,0.94,9.06
2020,3,54.6764,-1.1994,Hartlepool,79.96,10.04,6.67,3.33
2020,3,51.563,0.2147,Havering,79.95,10.05,1.92,8.08
2020,3,52.1251625,-2.721725,Herefordshire,81.22,8.78,4.05,5.95
2020,3,51.77312745,-0.263427451,Hertfordshire,80.45,9.55,2.76,7.24
2020,3,57.67166154,-4.247092308,Highland,78.16,11.84,4.33,5.67
2020,3,51.541975,-0.4593625,Hillingdon,82.03,7.97,6.15,3.85
2020,3,51.4582,-0.39195,Hounslow,82.59,7.41,2.38,7.62
2020,3,55.92778,-4.75406,Inverclyde,81.77,8.23,5.27,4.73
2020,3,53.29063333,-4.307083333,Isle of Anglesey,80.7,9.3,3.45,6.55
2020,3,50.69328462,-1.267792308,Isle of Wight,81.09,8.91,6.15,3.85
2020,3,51.548,-0.09985,Islington,78.13,11.87,3.6,6.4
2020,3,51.5,-0.19,Kensington and Chelsea,78.62,11.38,6.16,3.84
2020,3,51.26558125,0.738851042,Kent,80.43,9.57,4.79,5.21
2020,3,53.76906667,-0.350266667,"Kingston upon Hull, City of",82.6,7.4,5.91,4.09
2020,3,51.40215,-0.30325,Kingston upon Thames,82.59,7.41,1.58,8.42
2020,3,53.6477,-1.730757895,Kirklees,79.3,10.7,5.2,4.8
2020,3,53.42288333,-2.848516667,Knowsley,78.9,11.1,0.62,9.38
2020,3,51.4604,-0.116266667,Lambeth,82.62,7.38,2.7,7.3
2020,3,53.76817015,-2.614720896,Lancashire,81.24,8.76,5.52,4.48
2020,3,53.82412,-1.544528,Leeds,81.66,8.34,5.3,4.7
2020,3,52.641875,-1.133375,Leicester,80.94,9.06,2.98,7.02
2020,3,52.67251778,-1.221202222,Leicestershire,80.17,9.83,6.09,3.91
2020,3,51.4452,-0.0207,Lewisham,81.29,8.71,3.29,6.71
2020,3,53.05613774,-0.239167925,Lincolnshire,81.62,8.38,5.92,4.08
2020,3,54.5167,-6.0333,Lisburn and Castlereagh,79.66,10.34,3.84,6.16
2020,3,53.40767778,-2.930188889,Liverpool,80.09,9.91,4.88,5.12
2020,3,51.5072,-0.1275,"London, City of",80.99,9.01,0.81,9.19
2020,3,51.900075,-0.436675,Luton,78.74,11.26,2.37,7.63
2020,3,53.4387,-2.24568,Manchester,82.79,7.21,1.92,8.08
2020,3,51.37633333,0.518,Medway,78.34,11.66,6.12,3.88
2020,3,51.72346667,-3.3432,Merthyr Tydfil,82.69,7.31,5.73,4.27
2020,3,51.406925,-0.196675,Merton,79.4,10.6,2.95,7.05
2020,3,54.647,-6.745,Mid Ulster,81.09,8.91,0.82,9.18
2020,3,54.5349,-1.20765,Middlesbrough,80.79,9.21,3.62,6.38
2020,3,55.86435,-3.107733333,Midlothian,79.12,10.88,4.27,5.73
2020,3,52.05383636,-0.763636364,Milton Keynes,78.65,11.35,6.54,3.46
2020,3,51.6918,-2.815683333,Monmouthshire,82.5,7.5,5.46,4.54
2020,3,57.63918,-3.2279,Moray,82.15,7.85,4.94,5.06
2020,3,51.67286429,-3.7719,Neath Port Talbot,79.95,10.05,5.56,4.44
2020,3,54.996675,-1.64345,Newcastle upon Tyne,82.58,7.42,5.82,4.18
2020,3,51.53643333,0.020166667,Newham,81.95,8.05,4.42,5.58
2020,3,51.58096,-2.99458,Newport,80.1,9.9,6.08,3.92
2020,3,54.0991,-6.249,"Newry, Mourne and Down",78.24,11.76,2.97,7.03
2020,3,52.67440926,1.107016667,Norfolk,79.95,10.05,3.82,6.18
2020,3,55.68323636,-4.736736364,North Ayrshire,79.82,10.18,2.57,7.43
2020,3,53.5532625,-0.107425,North East Lincolnshire,82.2,7.8,2.43,7.57
2020,3,55.84690526,-3.967689474,North Lanarkshire,79.42,10.58,5.47,4.53
2020,3,53.57768571,-0.644621429,North Lincolnshire,81.52,8.48,6.9,3.1
2020,3,51.40061538,-2.798376923,North Somerset,82.36,7.64,2.64,7.36
2020,3,55.0259625,-1.474825,North Tyneside,81.84,8.16,1.44,8.56
2020,3,54.12231333,-1.309256667,North Yorkshire,82.36,7.64,6.7,3.3
2020,3,52.29424643,-0.792964286,Northamptonshire,79.8,10.2,5.68,4.32
2020,3,55.15079,-1.732905,Northumberland,82.74,7.26,3.45,6.55
2020,3,52.95825,-1.17325,Nottingham,82.84,7.16,4.27,5.73
2020,3,53.06355476,-1.107161905,Nottinghamshire,82.84,7.16,3.69,6.31
2020,3,53.53538,-2.12168,Oldham,80.7,9.3,3.67,6.33
2020,3,58.981,-2.96,Orkney Islands,78.54,11.46,5.55,4.45
2020,3,51.74759714,-1.27488,Oxfordshire,81.07,8.93,1.98,8.02
2020,3,51.7541875,-4.9396625,Pembrokeshire,80.18,9.82,2.52,7.48
2020,3,56.451075,-3.514775,Perth and Kinross,79.07,10.93,2.67,7.33
2020,3,50.38364,-4.11648,Plymouth,80.33,9.67,1.87,8.13
2020,3,50.726975,-1.9848,Poole,79.59,10.41,4.86,5.14
2020,3,50.82606667,-1.0744,Portsmouth,81.29,8.71,1.28,8.72
2020,3,52.24998333,-3.424783333,Powys,82.01,7.99,5.54,4.46
2020,3,51.4597,-0.995566667,Reading,81.62,8.38,2.74,7.26
2020,3,51.5705,0.06015,Redbridge,81.57,8.43,6.53,3.47
2020,3,54.5653,-1.059163636,Redcar and Cleveland,79.82,10.18,4.4,5.6
2020,3,55.85837,-4.51079,Renfrewshire,78.23,11.77,2.77,7.23
2020,3,51.62219167,-3.4239375,Rhondda Cynon Taff,80.08,9.92,5.24,4.76
2020,3,51.46445,-0.30745,Richmond upon Thames,78.29,11.71,2.32,7.68
2020,3,53.6072,-2.154542857,Rochdale,80.73,9.27,4.64,5.36
2020,3,53.4392,-1.312393333,Rotherham,81.92,8.08,5.72,4.28
2020,3,52.63025,-0.72775,Rutland,81.17,8.83,2.51,7.49
2020,3,53.49658889,-2.363588889,Salford,78.65,11.35,0.6,9.4
2020,3,52.4992,-2.009775,Sandwell,80.26,9.74,4.28,5.72
2020,3,55.62052222,-2.676055556,"Scottish Borders, The",78.54,11.46,2.87,7.13
2020,3,53.52422,-3.00157,Sefton,81.42,8.58,6.36,3.64
2020,3,53.39685714,-1.485642857,Sheffield,81.04,8.96,0.66,9.34
2020,3,60.155,-1.145,Shetland Islands,81.09,8.91,2.64,7.36
2020,3,52.68353478,-2.706543478,Shropshire,82.77,7.23,1.62,8.38
2020,3,51.49675,-0.55605,Slough,79.31,10.69,2.89,7.11
2020,3,52.42352222,-1.732688889,Solihull,79.35,10.65,6.08,3.92
2020,3,51.080875,-2.8844625,Somerset,80.01,9.99,0.79,9.21
2020,3,55.44415,-4.672216667,South Ayrshire,80.29,9.71,3.92,6.08
2020,3,51.5312,-2.485092857,South Gloucestershire,80.79,9.21,3.37,6.63
2020,3,55.74473846,-4.002261538,South Lanarkshire,79.88,10.12,6.09,3.91
2020,3,54.95444,-1.47962,South Tyneside,78.6,11.4,6.55,3.45
2020,3,50.9,-1.4,Southampton,78.42,11.58,4.48,5.52
2020,3,51.5419,0.755933333,Southend-on-Sea,81.83,8.17,5.42,4.58
2020,3,53.46109,-2.71413,St. Helens,82.56,7.44,2.18,7.82
2020,3,52.81114043,-2.033102128,Staffordshire,80.86,9.14,1.8,8.2
2020,3,56.13984286,-3.972257143,Stirling,79.09,10.91,3.93,6.07
2020,3,53.39133333,-2.133744444,Stockport,80,10,6.99,3.01
2020,3,54.56015,-1.310725,Stockton-on-Tees,81.87,8.13,4.62,5.38
2020,3,53.0156,-2.16074,Stoke-on-Trent,78.27,11.73,4.87,5.13
2020,3,52.23130556,1.116736111,Suffolk,80.28,9.72,3.53,6.47
2020,3,54.88501429,-1.449128571,Sunderland,80.53,9.47,2.98,7.02
2020,3,51.29146092,-0.427617241,Surrey,80.88,9.12,2.11,7.89
2020,3,51.36614,-0.19064,Sutton,81.56,8.44,2.32,7.68
2020,3,51.63607273,-4.003781818,Swansea,80.14,9.86,3.6,6.4
2020,3,51.57133333,-1.761166667,Swindon,79.68,10.32,5.37,4.63
2020,3,53.47818571,-2.087014286,Tameside,80.96,9.04,6.19,3.81
2020,3,52.68716667,-2.465811111,Telford and Wrekin,81.31,8.69,3.63,6.37
2020,3,51.4951,0.330514286,Thurrock,80.61,9.39,3.36,6.64
2020,3,50.47,-3.53,Torbay,78.04,11.96,2.61,7.39
2020,3,51.69511429,-3.035214286,Torfaen,78.98,11.02,2.47,7.53
2020,3,51.5159,-0.0606,Tower Hamlets,80.01,9.99,3.53,6.47
2020,3,53.421,-2.360366667,Trafford,81.88,8.12,4.4,5.6
2020,3,51.42071111,-3.341977778,"Vale of Glamorgan, The",80.12,9.88,6.27,3.73
2020,3,53.66297222,-1.394683333,Wakefield,80.68,9.32,1.75,8.25
2020,3,52.60443,-1.96842,Walsall,78.29,11.71,6.43,3.57
2020,3,51.59386667,0.000166667,Waltham Forest,82.16,7.84,1.19,8.81
2020,3,51.4492,-0.17225,Wandsworth,79.13,10.87,4.54,5.46
2020,3,53.407925,-2.5846125,Warrington,80.75,9.25,5.62,4.38
2020,3,52.35788,-1.554836,Warwickshire,79.65,10.35,6.9,3.1
2020,3,51.42730833,-1.2708,West Berkshire,79.19,10.81,4.95,5.05
2020,3,55.95195714,-4.510085714,West Dunbartonshire,80.95,9.05,3.62,6.38
2020,3,55.8906,-3.59928,West Lothian,79.06,10.94,4.75,5.25
2020,3,50.90101224,-0.465836735,West Sussex,78.79,11.21,6.86,3.14
2020,3,53.51954667,-2.586386667,Wigan,81.71,8.29,2.53,7.47
2020,3,51.32301724,-1.982255172,Wiltshire,80.89,9.11,4.36,5.64
2020,3,51.46113,-0.64631,Windsor and Maidenhead,80.69,9.31,4.06,5.94
2020,3,53.38508571,-3.065042857,Wirral,78.23,11.77,6.95,3.05
2020,3,51.4305,-0.894166667,Wokingham,81.44,8.56,5.36,4.64
2020,3,52.59348,-2.11376,Wolverhampton,80.6,9.4,1.39,8.61
2020,3,52.2454875,-2.134854167,Worcestershire,80.79,9.21,5.52,4.48
2020,3,53.03311111,-3.026888889,Wrexham,78.82,11.18,2.55,7.45
2020,3,53.97185833,-1.081066667,York,82.1,7.9,5.64,4.36
,3,,,,79.44,10.56,2.56,7.44
2020,4,57.14183333,-2.191283333,Aberdeen City,81.76,8.24,3.85,6.15
2020,4,57.31228889,-2.280072222,Aberdeenshire,80.77,9.23,5.86,4.14
2020,4,56.6134,-2.733785714,Angus,82.36,7.64,1.26,8.74
2020,4,54.7173,-6.2055,Antrim and Newtownabbey,81.61,8.39,6.96,3.04
2020,4,54.648,-5.7575,Ards and North Down,81.15,8.85,3.9,6.1
2020,4,55.95574286,-5.0767,Argyll and Bute,82.16,7.84,0.58,9.42
2020,4,54.343,-6.26,"Armagh, Banbridge and Craigavon",82.87,7.13,1.8,8.2
2020,4,51.53985,0.1111,Barking and Dagenham,78.73,11.27,6.87,3.13
2020,4,51.61631111,-0.201277778,Barnet,78.55,11.45,3.32,6.68
2020,4,53.544575,-1.466408333,Barnsley,82.87,7.13,4.26,5.74
2020,4,51.35338,-2.45187,Bath and North East Somerset,81.94,8.06,3.22,6.78
2020,4,52.1215125,-0.4917375,Bedford,81.57,8.43,1.07,8.93
2020,4,54.5964,-5.93,Belfast,80.48,9.52,6.82,3.18
2020,4,51.456175,0.131975,Bexley,82.72,7.28,5.42,4.58
2020,4,52.46904545,-1.896454545,Birmingham,79.98,10.02,1.16,8.84
2020,4,53.723,-2.4715,Blackburn with Darwen,79.19,10.81,6.93,3.07
2020,4,53.8331,-3.04565,Blackpool,82.56,7.44,3.69,6.31
2020,4,51.7711125,-3.1861375,Blaenau Gwent,78.26,11.74,1.58,8.42
2020,4,53.56385714,-2.459685714,Bolton,80.02,9.98,1.73,8.27
2020,4,50.71675,-1.862,Bournemouth,78.76,11.24,5.39,4.61
2020,4,51.41836,-0.75592,Bracknell Forest,82.57,7.43,3.4,6.6
2020,4,53.84582,-1.85269,Bradford,79.47,10.53,3.29,6.71
2020,4,51.5751,-0.29395,Brent,82.56,7.44,1.22,8.78
2020,4,51.54256,-3.62778,Bridgend,82.47,7.53,4.45,5.55
2020,4,50.839275,-0.130525,Brighton and Hove,80.42,9.58,1.87,8.13
2020,4,51.46086667,-2.608733333,"Bristol, City of",78.97,11.03,4.21,5.79
2020,4,51.3873875,0.0403,Bromley,78.82,11.18,4.72,5.28
2020,4,51.68953103,-0.711589655,Buckinghamshire,80.23,9.77,2.81,7.19
2020,4,53.58355,-2.310533333,Bury,81.93,8.07,3.74,6.26
2020,4,51.65393889,-3.2005,Caerphilly,80.15,9.85,0.89,9.11
2020,4,53.71190769,-1.896553846,Calderdale,81.04,8.96,1.8,8.2
2020,4,52.32057447,0.027317021,Cambridgeshire,80.03,9.97,3.81,6.19
2020,4,51.5444,-0.1315,Camden,82.95,7.05,4.86,5.14
2020,4,51.51916667,-3.250266667,Cardiff,79.16,10.84,4.38,5.62
2020,4,51.75977,-4.20512,Carmarthenshire,78.76,11.24,1.65,8.35
2020,4,52.00438421,-0.439589474,Central Bedfordshire,80.53,9.47,2.79,7.21
2020,4,52.2566,-4.22025,Ceredigion,80.5,9.5,3.48,6.52
2020,4,53.22929,-2.301205,Cheshire East,82.88,7.12,1.56,8.44
2020,4,53.24336316,-2.769231579,Cheshire West and Chester,80.22,9.78,2.64,7.36
2020,4,56.13676667,-3.755716667,Clackmannanshire,79.19,10.81,6.89,3.11
2020,4,53.27466667,-3.781833333,Conwy,79.49,10.51,6.18,3.82
2020,4,50.338445,-4.956985,Cornwall,79.62,10.38,3.4,6.6
2020,4,52.43905,-1.4953,Coventry,81.46,8.54,4.24,5.76
2020,4,51.36222,-0.09864,Croydon,79.63,10.37,3.25,6.75
2020,4,54.556875,-3.153328571,Cumbria,81.38,8.62,1.6,8.4
2020,4,54.527,-1.5526,Darlington,78.52,11.48,3.77,6.23
2020,4,53.22842857,-3.398857143,Denbighshire,78.04,11.96,4,6
2020,4,52.92191429,-1.4837,Derby,79.85,10.15,4.95,5.05
2020,4,53.12000172,-1.489143103,Derbyshire,81.43,8.57,6.73,3.27
2020,4,54.97485,-7.34835,Derry and Strabane,80.08,9.92,0.79,9.21
2020,4,50.69579545,-3.719311364,Devon,78.47,11.53,6.31,3.69
2020,4,53.53558889,-1.136133333,Doncaster,82.34,7.66,1,9
2020,4,50.78630385,-2.228388462,Dorset,78.37,11.63,1.18,8.82
2020,4,52.49144615,-2.114861538,Dudley,81.53,8.47,3.05,6.95
2020,4,55.01490909,-3.784663636,Dumfries and Galloway,82.91,7.09,3.3,6.7
2020,4,56.4646,-2.9203,Dundee City,78.79,11.21,6.31,3.69
2020,4,54.74779643,-1.589642857,Durham,79.71,10.29,1.6,8.4
2020,4,51.5288625,-0.3293625,Ealing,81.42,8.58,4.24,5.76
2020,4,55.56655,-4.388391667,East Ayrshire,78.01,11.99,3.39,6.61
2020,4,55.93512,-4.24652,East Dunbartonshire,79.41,10.59,6.39,3.61
2020,4,55.983925,-2.8457375,East Lothian,79.08,10.92,6.11,3.89
2020,4,55.78048,-4.3428,East Renfrewshire,79,11,6.56,3.44
2020,4,53.816005,-0.49142,East Riding of Yorkshire,81,9,5.54,4.46
2020,4,50.92780323,0.306025806,East Sussex,81.39,8.61,4,6
2020,4,55.9414625,-3.323325,"Edinburgh, City of",78.58,11.42,3.01,6.99
2020,4,58.209,-6.387,Eilean Siar,82.88,7.12,6.42,3.58
