msft_supplytrackingid,msft_facility,msft_supply,msft_numberonhand_count,msft_burnrateperday,createdby,createdon,Supply,Supply Tracking DateOnly
4a587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,14,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
4c587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
4e587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,15,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
50587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
52587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,19,19,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
ba6428d6-4b74-ea11-a811-000d3a5a17e3,12db6feb-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,20,19,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,Duckbill w/ Shield (REG),"Wednesday, April 1, 2020"
3b1b55dc-4b74-ea11-a811-000d3a5a17e3,12db6feb-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,15,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,Masks w/ Shield (TCHNL),"Wednesday, April 1, 2020"
3d1b55dc-4b74-ea11-a811-000d3a5a17e3,12db6feb-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,20,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,N-95 (REG),"Wednesday, April 1, 2020"
411b55dc-4b74-ea11-a811-000d3a5a17e3,12db6feb-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,20,14,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,N-95 (SM),"Wednesday, April 1, 2020"
f49195f4-4b74-ea11-a811-000d3a5a17e3,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,16,4,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,Masks w/ Shield (TCHNL),"Wednesday, April 1, 2020"
f79195f4-4b74-ea11-a811-000d3a5a17e3,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,16,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,Masks w/ Shield (TIE),"Wednesday, April 1, 2020"
f89195f4-4b74-ea11-a811-000d3a5a17e3,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,8,1,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,N-95 (REG),"Wednesday, April 1, 2020"
2b2ea8e4-4c74-ea11-a811-000d3a5a17e3,017990c1-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,26,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,Duckbill w/ Shield (REG),"Wednesday, April 1, 2020"
2f2ea8e4-4c74-ea11-a811-000d3a5a17e3,017990c1-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,28,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,Duckbill w/ Shield (SM),"Wednesday, April 1, 2020"
352ea8e4-4c74-ea11-a811-000d3a5a17e3,017990c1-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,18,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,N-95 (REG),"Wednesday, April 1, 2020"
362ea8e4-4c74-ea11-a811-000d3a5a17e3,017990c1-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,18,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,N-95 (SM),"Wednesday, April 1, 2020"
80b13f1a-6674-ea11-a811-000d3a5a17e3,fe3473af-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,28,26,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,Duckbill w/ Shield (REG),"Wednesday, April 1, 2020"
8cb13f1a-6674-ea11-a811-000d3a5a17e3,fe3473af-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,35,34,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,Masks w/ Shield (TIE),"Wednesday, April 1, 2020"
ea15399e-7e74-ea11-a811-000d3a5a17e3,52b88c53-7a73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,24,20,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,Duckbill w/ Shield (REG),"Thursday, April 2, 2020"
f415399e-7e74-ea11-a811-000d3a5a17e3,52b88c53-7a73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,23,23,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,Masks w/ Shield (TIE),"Thursday, April 2, 2020"
f815399e-7e74-ea11-a811-000d3a5a17e3,52b88c53-7a73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,16,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,N-95 (SM),"Thursday, April 2, 2020"
f90fd6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,aee95b46-9c73-ea11-a811-000d3a5a17c5,5,3,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,Duckbill w/ Shield (REG),"Monday, April 6, 2020"
0810d6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,b0e95b46-9c73-ea11-a811-000d3a5a17c5,4,9,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,Duckbill w/ Shield (SM),"Monday, April 6, 2020"
0c10d6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,b2e95b46-9c73-ea11-a811-000d3a5a17c5,8,5,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,Masks w/ Shield (TCHNL),"Monday, April 6, 2020"
1410d6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,b4e95b46-9c73-ea11-a811-000d3a5a17c5,5,18,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,Masks w/ Shield (TIE),"Monday, April 6, 2020"
1810d6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,b6e95b46-9c73-ea11-a811-000d3a5a17c5,5,21,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,N-95 (REG),"Monday, April 6, 2020"
2110d6f8-2e78-ea11-a811-000d3a5a17e3,96a4d548-7a73-ea11-a811-000d3a5a1bf8,b8e95b46-9c73-ea11-a811-000d3a5a17c5,2,25,b4210a61-670d-ea11-a812-000d3a5a1fad,06-04-2020 17:49,N-95 (SM),"Monday, April 6, 2020"
25b12803-cb80-ea11-a812-000d3a5a17e3,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,aee95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,Duckbill w/ Shield (REG),"Friday, April 17, 2020"
27b12803-cb80-ea11-a812-000d3a5a17e3,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,b0e95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,Duckbill w/ Shield (SM),"Friday, April 17, 2020"
28b12803-cb80-ea11-a812-000d3a5a17e3,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,b2e95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,Masks w/ Shield (TCHNL),"Friday, April 17, 2020"
29b12803-cb80-ea11-a812-000d3a5a17e3,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,b4e95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,Masks w/ Shield (TIE),"Friday, April 17, 2020"
ce5d57d9-4b74-ea11-a811-000d3a5a1bf8,12db6feb-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,20,19,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,Duckbill w/ Shield (SM),"Wednesday, April 1, 2020"
e85d57d9-4b74-ea11-a811-000d3a5a1bf8,12db6feb-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,16,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:06,Masks w/ Shield (TIE),"Wednesday, April 1, 2020"
8f1f46f7-4b74-ea11-a811-000d3a5a1bf8,fd4282d9-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,10,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,Duckbill w/ Shield (REG),"Wednesday, April 1, 2020"
9c1f46f7-4b74-ea11-a811-000d3a5a1bf8,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,15,9,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,Duckbill w/ Shield (SM),"Wednesday, April 1, 2020"
bf1f46f7-4b74-ea11-a811-000d3a5a1bf8,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,8,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:07,N-95 (SM),"Wednesday, April 1, 2020"
32f48ae6-4c74-ea11-a811-000d3a5a1bf8,017990c1-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,16,6,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,Masks w/ Shield (TCHNL),"Wednesday, April 1, 2020"
3cf48ae6-4c74-ea11-a811-000d3a5a1bf8,017990c1-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,18,7,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 19:13,Masks w/ Shield (TIE),"Wednesday, April 1, 2020"
a5e25a1b-6674-ea11-a811-000d3a5a1bf8,fe3473af-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,32,24,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,Duckbill w/ Shield (SM),"Wednesday, April 1, 2020"
a6e25a1b-6674-ea11-a811-000d3a5a1bf8,fe3473af-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,24,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,Masks w/ Shield (TCHNL),"Wednesday, April 1, 2020"
a7e25a1b-6674-ea11-a811-000d3a5a1bf8,fe3473af-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,34,24,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,N-95 (REG),"Wednesday, April 1, 2020"
b1e25a1b-6674-ea11-a811-000d3a5a1bf8,fe3473af-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,34,26,08c066e0-5870-ea11-a811-000d3a5a1bf8,01-04-2020 22:14,N-95 (SM),"Wednesday, April 1, 2020"
b98459a2-7e74-ea11-a811-000d3a5a1bf8,52b88c53-7a73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,25,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,Duckbill w/ Shield (SM),"Thursday, April 2, 2020"
bb8459a2-7e74-ea11-a811-000d3a5a1bf8,52b88c53-7a73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,22,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,Masks w/ Shield (TCHNL),"Thursday, April 2, 2020"
bd8459a2-7e74-ea11-a811-000d3a5a1bf8,52b88c53-7a73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,18,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,02-04-2020 01:09,N-95 (REG),"Thursday, April 2, 2020"
36761003-cb80-ea11-a812-000d3a5a1bf8,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,b6e95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,N-95 (REG),"Friday, April 17, 2020"
37761003-cb80-ea11-a812-000d3a5a1bf8,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,b8e95b46-9c73-ea11-a811-000d3a5a17c5,3,3,08c066e0-5870-ea11-a811-000d3a5a1bf8,17-04-2020 16:46,N-95 (SM),"Friday, April 17, 2020"
