"North & Central America","USA","Décor","30","Spring into Summer","Impressions","4","Active",19,4629,"$6,689","-55.50%",41,"$13,088","TV","Baby Boomers (45 – 60s)","Awareness","$2,060.00","$5,775","6399"
"South America","Mexico","Apparel and Footwear","31","Enjoy the Moment","Impressions","2","Qualified",49,15773,"$13,098","-116.96%",64,"$5,663","TV","Baby Boomers (45 – 60s)","Awareness","($2,675.00)","$3,746","-7435"
"South America","Mexico","Exercise","33","Spring into Summer","Impressions","4","Qualified",37,16246,"$17,637","-91.44%",70,"$6,876","In Store Displays","Gen Z (2000s - now)","Awareness","$1,391.00","$5,354","-10761"
"South America","Mexico","Décor","34","Be Unique","Checkout","2","Active",49,16184,"$8,284","-148.81%",21,"$9,840","In Store Displays","Gen Z (2000s - now)","Purchase","($7,900.00)","$6,079","1556"
"South America","Mexico","Apparel and Footwear","35","Tailored for You","Clicks","3","Qualified",24,15693,"$5,766","-163.26%",22,"$17,620","TV","Baby Boomers (45 – 60s)","Consideration","($9,927.00)","$6,019","11854"
"Europe","UK","Team Sports","37","Fall into Winter","Impressions","2","Qualified",32,1219,"$5,972","289.91%",32,"$10,692","Social","Baby Boomers (45 – 60s)","Awareness","$4,753.00","$2,163","4720"
"Asia Pacific","Japan","Décor","38","Tailored for You","Checkout","1","Active",37,8093,"$11,400","-59.14%",78,"$15,117","TV","Baby Boomers (45 – 60s)","Purchase","$3,307.00","$3,012","3717"
"Europe","Germany","Electronics","39","Fall into Winter","Impressions","4","Qualified",47,10519,"$7,607","-127.68%",53,"$15,850","In Store Displays","Gen Z (2000s - now)","Awareness","($2,912.00)","$3,805","8243"
"North & Central America","USA","Team Sports","4","Fun with Colors","Clicks","1","Accepted",28,13033,"$12,929","-100.80%",52,"$9,077","In Store Displays","Gen Z (2000s - now)","Consideration","($104.00)","$2,511","-3852"
"North & Central America","Canada","Lighting","41","Fun with Colors","Impressions","2","Qualified",49,16300,"$13,349","-118.10%",41,"$16,936","Social","Baby Boomers (45 – 60s)","Awareness","($2,951.00)","$4,327","3587"
"Asia Pacific","Australia","Exercise","43","Be Unique","Revenue","1","Qualified",21,6480,"$6,883","-93.78%",54,"$10,341","TV","Gen Y (80 – 2000s)","Awareness","$403.00","$2,468","3458"
"Asia Pacific","China","Apparel and Footwear","46","Tailored for You","Impressions","4","Active",40,10488,"$5,434","-148.19%",61,"$10,709","In Store Displays","Gen Z (2000s - now)","Awareness","($5,054.00)","$4,424","5275"
"North & Central America","USA","Electronics","47","Enjoy the Moment","Impressions","2","Active",50,15604,"$6,278","-159.77%",63,"$11,478","TV","Baby Boomers (45 – 60s)","Awareness","($9,326.00)","$1,503","5200"
"Asia Pacific","Korea","Pillows & Cushions","5","Enjoy the Moment","Add to Cart","3","Active",20,13028,"$5,889","-154.80%",71,"$9,819","Event","Gen Y (80 – 2000s)","Intent","($7,139.00)","$3,234","3930"
"Europe","France","Décor","50","Fun with Colors","Add to Cart","3","Accepted",29,15192,"$16,593","-90.78%",51,"$10,533","TV","Gen X (60 – 80s)","Intent","$1,401.00","$6,995","-6060"
"South America","Mexico","Décor","52","Be Unique","Add to Cart","3","Active",22,10506,"$15,521","-52.27%",17,"$13,935","Email","Baby Boomers (45 – 60s)","Intent","$5,015.00","$2,336","-1586"
"North & Central America","USA","Pillows & Cushions","53","Be Unique","Clicks","3","Qualified",13,8590,"$13,802","-39.32%",60,"$5,380","TV","Baby Boomers (45 – 60s)","Consideration","$5,212.00","$5,100","-8422"
"South America","Brazil","Furniture","54","Enjoy the Moment","Impressions","4","Qualified",48,10158,"$11,245","-89.30%",37,"$18,041","Event","Baby Boomers (45 – 60s)","Awareness","$1,087.00","$6,929","6796"
"Asia Pacific","Australia","Pillows & Cushions","57","Fall into Winter","Impressions","4","Active",43,7119,"$8,221","-84.52%",39,"$15,730","Social","Gen Z (2000s - now)","Awareness","$1,102.00","$3,176","7509"
"Asia Pacific","India","Décor","58","Enjoy the Moment","Add to Cart","2","Accepted",33,1471,"$14,300","772.13%",54,"$13,983","Social","Gen Z (2000s - now)","Intent","$12,829.00","$3,108","-317"
"Asia Pacific","Japan","Exercise","59","Enjoy the Moment","Clicks","2","Qualified",32,9120,"$15,575","-29.22%",12,"$19,053","Event","Gen Z (2000s - now)","Consideration","$6,455.00","$4,167","3478"
"South America","Brazil","Pillows & Cushions","62","Tailored for You","Impressions","2","Qualified",16,6471,"$8,804","-63.95%",67,"$10,137","Event","Baby Boomers (45 – 60s)","Awareness","$2,333.00","$2,552","1333"
"South America","Mexico","Team Sports","64","Enjoy the Moment","Impressions","4","Qualified",16,13902,"$7,146","-148.60%",79,"$17,780","Social","Gen Z (2000s - now)","Awareness","($6,756.00)","$1,354","10634"
"North & Central America","Canada","Electronics","67","Get Sporty","Checkout","2","Accepted",20,7348,"$17,291","35.32%",75,"$12,719","Email","Gen X (60 – 80s)","Purchase","$9,943.00","$4,492","-4572"
"North & Central America","USA","Lighting","68","Spring into Summer","Impressions","4","Accepted",18,14961,"$10,865","-127.38%",69,"$17,907","Social","Gen Z (2000s - now)","Awareness","($4,096.00)","$1,738","7042"
"South America","Brazil","Team Sports","71","Fall into Winter","Impressions","4","Qualified",38,12446,"$5,622","-154.83%",32,"$12,306","Event","Gen Y (80 – 2000s)","Awareness","($6,824.00)","$5,944","6684"
"Europe","Turkey","Lighting","72","Be Unique","Impressions","3","Active",28,3858,"$14,726","181.70%",68,"$5,249","Email","Gen X (60 – 80s)","Awareness","$10,868.00","$2,763","-9477"
"Asia Pacific","Indonesia","Team Sports","74","Enjoy the Moment","Clicks","1","Active",33,5701,"$13,132","30.35%",42,"$17,228","Social","Gen Z (2000s - now)","Consideration","$7,431.00","$4,982","4096"
"Asia Pacific","China","Team Sports","75","Get Sporty","Checkout","2","Accepted",19,10478,"$6,651","-136.52%",48,"$19,835","Social","Gen Z (2000s - now)","Purchase","($3,827.00)","$5,784","13184"
"South America","Brazil","Team Sports","76","Spring into Summer","Checkout","2","Qualified",13,6531,"$14,114","16.11%",24,"$15,482","In Store Displays","Gen Z (2000s - now)","Purchase","$7,583.00","$3,751","1368"
"Asia Pacific","Indonesia","Electronics","77","Spring into Summer","Add to Cart","3","Active",36,6078,"$17,810","93.02%",44,"$7,536","Event","Gen Y (80 – 2000s)","Intent","$11,732.00","$6,532","-10274"
"Europe","Turkey","Lighting","78","Enjoy the Moment","Impressions","2","Accepted",43,2315,"$8,382","162.07%",56,"$19,209","TV","Gen X (60 – 80s)","Awareness","$6,067.00","$4,172","10827"
"Asia Pacific","India","Lighting","8","Get Sporty","Checkout","2","Qualified",27,8975,"$9,020","-99.50%",46,"$13,475","Social","Gen X (60 – 80s)","Purchase","$45.00","$2,702","4455"
"Europe","France","Apparel and Footwear","80","Spring into Summer","Impressions","3","Accepted",30,3395,"$14,445","225.48%",56,"$12,231","Social","Gen X (60 – 80s)","Awareness","$11,050.00","$4,373","-2214"
"Europe","UK","Furniture","81","Be Unique","Clicks","3","Active",45,15421,"$5,120","-166.80%",28,"$16,652","TV","Gen X (60 – 80s)","Consideration","($10,301.00)","$5,601","11532"
"Europe","Spain","Electronics","83","Be Unique","Clicks","3","Accepted",24,4641,"$10,260","21.07%",62,"$14,654","TV","Gen X (60 – 80s)","Consideration","$5,619.00","$1,690","4394"
"South America","Mexico","Electronics","84","Fun with Colors","Impressions","2","Qualified",24,2044,"$12,061","390.07%",11,"$19,769","Social","Baby Boomers (45 – 60s)","Awareness","$10,017.00","$6,537","7708"
"Europe","France","Pillows & Cushions","85","Enjoy the Moment","Impressions","4","Qualified",44,14532,"$15,557","-92.95%",26,"$14,176","Event","Baby Boomers (45 – 60s)","Awareness","$1,025.00","$2,958","-1381"
"Europe","Germany","Electronics","86","Enjoy the Moment","Clicks","3","Active",39,2995,"$5,466","-17.50%",60,"$9,140","TV","Gen X (60 – 80s)","Consideration","$2,471.00","$1,333","3674"
"North & Central America","Canada","Pillows & Cushions","87","Enjoy the Moment","Add to Cart","2","Qualified",23,4967,"$11,404","29.60%",57,"$16,844","Social","Gen Z (2000s - now)","Intent","$6,437.00","$3,773","5440"
"Europe","Spain","Apparel and Footwear","88","Tailored for You","Clicks","3","Qualified",43,3144,"$5,684","-19.21%",70,"$5,400","TV","Gen X (60 – 80s)","Consideration","$2,540.00","$5,969","-284"
"South America","Mexico","Exercise","9","Spring into Summer","Add to Cart","3","Qualified",20,14420,"$7,133","-150.53%",36,"$7,388","Email","Gen X (60 – 80s)","Intent","($7,287.00)","$2,766","255"
"Europe","UK","Team Sports","182","Enjoy the Moment","Impressions","4","Active",22,4037,"$14,651","162.92%",19,"$8,429","Social","Gen Z (2000s - now)","Awareness","$10,614.00","$5,054","-6222"
"Europe","Italy","Furniture","184","Spring into Summer","Checkout","1","Qualified",49,2313,"$17,484","555.90%",61,"$9,517","TV","Baby Boomers (45 – 60s)","Purchase","$15,171.00","$1,719","-7967"
"Asia Pacific","Australia","Apparel and Footwear","185","Be Unique","Clicks","2","Accepted",43,12222,"$7,365","-139.74%",68,"$13,123","Event","Baby Boomers (45 – 60s)","Consideration","($4,857.00)","$3,242","5758"
"South America","Mexico","Décor","186","Enjoy the Moment","Impressions","4","Accepted",22,11511,"$9,831","-114.59%",47,"$15,236","Social","Gen X (60 – 80s)","Awareness","($1,680.00)","$4,630","5405"
"South America","Mexico","Décor","187","Tailored for You","Revenue","1","Active",32,14695,"$14,316","-102.58%",61,"$19,274","Event","Gen X (60 – 80s)","Awareness","($379.00)","$6,502","4958"
"Europe","France","Electronics","19","Enjoy the Moment","Add to Cart","3","Qualified",12,5963,"$9,764","-36.26%",32,"$9,300","In Store Displays","Gen Z (2000s - now)","Intent","$3,801.00","$6,355","-464"
"Europe","Turkey","Apparel and Footwear","190","Be Unique","Impressions","3","Qualified",43,12246,"$11,719","-104.30%",22,"$19,049","Email","Gen X (60 – 80s)","Awareness","($527.00)","$1,842","7330"
"Europe","Italy","Furniture","193","Spring into Summer","Impressions","4","Qualified",28,4852,"$7,505","-45.32%",28,"$19,524","TV","Baby Boomers (45 – 60s)","Awareness","$2,653.00","$6,780","12019"
"Asia Pacific","Australia","Team Sports","195","Be Unique","Clicks","2","Qualified",12,16269,"$8,628","-146.97%",60,"$12,622","Event","Baby Boomers (45 – 60s)","Consideration","($7,641.00)","$1,358","3994"
"Asia Pacific","Indonesia","Pillows & Cushions","199","Be Unique","Add to Cart","3","Active",10,12132,"$16,835","-61.23%",30,"$12,382","Event","Baby Boomers (45 – 60s)","Intent","$4,703.00","$1,716","-4453"
"South America","Brazil","Apparel and Footwear","2","Get Sporty","Add to Cart","3","Active",13,7418,"$8,518","-85.17%",58,"$19,121","Social","Gen Y (80 – 2000s)","Intent","$1,100.00","$2,053","10603"
"South America","Brazil","Electronics","200","Spring into Summer","Add to Cart","3","Accepted",27,3297,"$5,663","-28.24%",65,"$16,837","Social","Baby Boomers (45 – 60s)","Intent","$2,366.00","$6,146","11174"
"North & Central America","Canada","Team Sports","22","Get Sporty","Checkout","2","Qualified",34,2560,"$11,983","268.09%",51,"$9,825","Event","Gen Z (2000s - now)","Purchase","$9,423.00","$5,504","-2158"
"Europe","Spain","Exercise","23","Be Unique","Clicks","1","Accepted",22,1700,"$5,022","95.41%",45,"$7,920","In Store Displays","Baby Boomers (45 – 60s)","Consideration","$3,322.00","$5,305","2898"
"North & Central America","Canada","Pillows & Cushions","90","Enjoy the Moment","Clicks","1","Accepted",42,15910,"$13,773","-113.43%",20,"$11,719","Event","Gen X (60 – 80s)","Consideration","($2,137.00)","$1,160","-2054"
"Asia Pacific","India","Exercise","92","Be Unique","Clicks","1","Active",35,15663,"$16,753","-93.04%",28,"$13,851","In Store Displays","Gen Z (2000s - now)","Consideration","$1,090.00","$5,023","-2902"
"South America","Brazil","Pillows & Cushions","93","Spring into Summer","Clicks","1","Accepted",14,7032,"$16,347","32.47%",40,"$6,942","Email","Gen X (60 – 80s)","Consideration","$9,315.00","$5,732","-9405"
"South America","Brazil","Team Sports","95","Get Sporty","Add to Cart","3","Accepted",31,14394,"$8,710","-139.49%",58,"$9,713","In Store Displays","Gen Z (2000s - now)","Intent","($5,684.00)","$4,638","1003"
"South America","Brazil","Team Sports","96","Enjoy the Moment","Impressions","4","Qualified",12,6811,"$9,348","-62.75%",11,"$11,769","Social","Gen Y (80 – 2000s)","Awareness","$2,537.00","$2,533","2421"
"Asia Pacific","Korea","Electronics","97","Be Unique","Clicks","1","Qualified",41,9583,"$6,691","-130.18%",71,"$7,070","Event","Gen Z (2000s - now)","Consideration","($2,892.00)","$5,285","379"
"Asia Pacific","China","Décor","98","Be Unique","Clicks","2","Qualified",46,10993,"$13,516","-77.05%",56,"$8,891","Event","Baby Boomers (45 – 60s)","Consideration","$2,523.00","$6,862","-4625"
"Europe","Spain","Décor","99","Fall into Winter","Impressions","4","Accepted",37,12117,"$12,907","-93.48%",45,"$5,218","Event","Gen Y (80 – 2000s)","Awareness","$790.00","$3,717","-7689"
