CustomerId,InstitutionId,Country,City,Domain,FirstName,LastName,LatestCreditScore,Age,AgeGroup,AccountOpeningTime,Tenure,IsActive,DateTime,MonthNumber,Month,Year
148,7,India,Mumbai,Retail Banking,FirstName,LastName,552,61,Gen X,33.81,4,1,24:34.0,6,June,2020
178,7,India,Mumbai,Retail Banking,FirstName,LastName,518,31,Gen Y/Millennial,33.06,1,1,24:34.0,6,June,2020
20,14,United Kingdom,London,Retail Banking,FirstName,LastName,380,31,Gen Y/Millennial,35.72,1,1,24:34.0,6,June,2020
89,20,Columbia,Bogota,Retail Banking,FirstName,LastName,642,18,Gen Y/Millennial,41.31,4,1,24:34.0,5,May,2020
10,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,708,46,Gen X,39.77,3,1,24:34.0,2,February,2020
5,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,578,31,Gen Y/Millennial,27.22,2,1,24:35.0,8,August,2020
18,13,France,Paris,Retail Banking,FirstName,LastName,333,59,Gen X,37.23,1,1,24:34.0,2,February,2020
82,20,Columbia,Bogota,Retail Banking,FirstName,LastName,774,50,Gen X,29.39,2,1,24:34.0,12,December,2019
84,7,India,Mumbai,Retail Banking,FirstName,LastName,400,43,Gen X,34.56,4,1,24:34.0,1,January,2020
97,20,Columbia,Bogota,Retail Banking,FirstName,LastName,368,69,Baby Boomers,19.03,3,1,24:35.0,9,September,2020
87,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,483,29,Gen Y/Millennial,24.96,4,1,24:34.0,12,December,2019
96,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,595,53,Gen X,22.93,4,1,24:35.0,9,September,2020
28,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,696,80,Baby Boomers,48.44,5,1,24:34.0,3,March,2020
100,1,Japan,Tokyo,Retail Banking,FirstName,LastName,471,31,Gen Y/Millennial,22.32,2,1,24:34.0,10,October,2019
15,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,643,52,Gen X,30.66,3,1,24:34.0,7,July,2020
24,2,New Zealand,Auckland,Retail Banking,FirstName,LastName,379,63,Gen X,22.2,3,1,24:35.0,8,August,2020
22,1,Japan,Tokyo,Retail Banking,FirstName,LastName,503,60,Gen X,23.11,5,1,24:34.0,10,October,2019
122,13,France,Paris,Retail Banking,FirstName,LastName,553,42,Gen X,27.81,4,0,24:35.0,8,August,2020
224,7,India,Mumbai,Retail Banking,FirstName,LastName,485,57,Gen X,24.44,5,1,24:35.0,9,September,2020
24,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,566,48,Gen X,46.96,2,1,24:34.0,3,March,2020
16,11,Switzerland,Zurich,Retail Banking,FirstName,LastName,428,68,Baby Boomers,20.67,3,1,24:35.0,9,September,2020
55,1,Japan,Tokyo,Retail Banking,FirstName,LastName,469,51,Gen X,43.23,4,1,24:34.0,4,April,2020
25,4,Australia,Melbourne,Retail Banking,FirstName,LastName,523,57,Gen X,32.77,3,1,24:34.0,7,July,2020
28,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,888,54,Gen X,20.13,4,1,24:35.0,9,September,2020
4,9,Hungary,Budapest,Retail Banking,FirstName,LastName,822,50,Gen X,25.02,2,1,24:35.0,8,August,2020
224,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,626,29,Gen Y/Millennial,24.8,5,0,24:35.0,9,September,2020
5,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,645,72,Baby Boomers,41.29,5,1,24:34.0,4,April,2020
57,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,390,26,Gen Y/Millennial,25.13,2,1,24:35.0,8,August,2020
4,5,Singapore,Singapore,Retail Banking,FirstName,LastName,718,57,Gen X,36.83,2,0,24:34.0,2,February,2020
67,14,United Kingdom,London,Retail Banking,FirstName,LastName,818,19,Gen Y/Millennial,28.88,4,0,24:34.0,12,December,2019
9,20,Columbia,Bogota,Retail Banking,FirstName,LastName,721,22,Gen Y/Millennial,23.72,2,1,24:35.0,9,September,2020
5,17,Brazil,Rio,Retail Banking,FirstName,LastName,579,31,Gen Y/Millennial,19.39,1,1,24:34.0,10,October,2019
39,7,India,Mumbai,Retail Banking,FirstName,LastName,482,19,Gen Y/Millennial,20.25,5,1,24:35.0,9,September,2020
3,3,Australia,Sydney,Retail Banking,FirstName,LastName,368,21,Gen Y/Millennial,33.83,4,1,24:34.0,6,June,2020
187,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,583,65,Baby Boomers,20.81,2,1,24:35.0,9,September,2020
111,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,749,19,Gen Y/Millennial,24.01,4,0,24:35.0,8,August,2020
65,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,434,58,Gen X,42.37,3,1,24:34.0,4,April,2020
177,7,India,Mumbai,Retail Banking,FirstName,LastName,404,26,Gen Y/Millennial,33.9,5,1,24:34.0,7,July,2020
76,20,Columbia,Bogota,Retail Banking,FirstName,LastName,431,69,Baby Boomers,35.57,5,0,24:34.0,6,June,2020
2,20,Columbia,Bogota,Retail Banking,FirstName,LastName,705,49,Gen X,39.61,4,1,24:34.0,5,May,2020
20,10,Italy,Milano,Retail Banking,FirstName,LastName,665,76,Baby Boomers,36.61,4,1,24:34.0,6,June,2020
72,1,Japan,Tokyo,Retail Banking,FirstName,LastName,875,65,Baby Boomers,32.74,4,1,24:34.0,6,June,2020
46,17,Brazil,Rio,Retail Banking,FirstName,LastName,381,25,Gen Y/Millennial,40.2,5,1,24:34.0,5,May,2020
50,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,870,36,Gen Y/Millennial,37.56,3,1,24:34.0,5,May,2020
90,20,Columbia,Bogota,Retail Banking,FirstName,LastName,486,33,Gen Y/Millennial,41.67,2,1,24:34.0,4,April,2020
31,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,726,66,Baby Boomers,31.69,2,1,24:34.0,1,January,2020
64,4,Australia,Melbourne,Retail Banking,FirstName,LastName,865,26,Gen Y/Millennial,27.23,3,1,24:35.0,8,August,2020
48,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,601,43,Gen X,28.81,2,1,24:34.0,12,December,2019
24,7,India,Mumbai,Retail Banking,FirstName,LastName,822,77,Baby Boomers,33.25,5,1,24:34.0,1,January,2020
80,1,Japan,Tokyo,Retail Banking,FirstName,LastName,373,64,Gen X,33.14,1,0,24:34.0,1,January,2020
129,13,France,Paris,Retail Banking,FirstName,LastName,833,46,Gen X,23.85,1,1,24:35.0,9,September,2020
5,14,United Kingdom,London,Retail Banking,FirstName,LastName,794,79,Baby Boomers,48.17,2,1,24:34.0,3,March,2020
54,14,United Kingdom,London,Retail Banking,FirstName,LastName,422,28,Gen Y/Millennial,36.4,3,1,24:34.0,2,February,2020
87,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,882,30,Gen Y/Millennial,28.36,3,0,24:34.0,1,January,2020
23,17,Brazil,Rio,Retail Banking,FirstName,LastName,690,27,Gen Y/Millennial,38.38,4,1,24:34.0,2,February,2020
92,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,495,54,Gen X,34.96,3,0,24:34.0,6,June,2020
95,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,711,45,Gen X,27.61,4,1,24:35.0,8,August,2020
139,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,351,63,Gen X,25.07,3,1,24:34.0,11,November,2019
65,7,India,Mumbai,Retail Banking,FirstName,LastName,437,62,Gen X,28.32,4,1,24:34.0,7,July,2020
69,5,Singapore,Singapore,Retail Banking,FirstName,LastName,832,76,Baby Boomers,24.8,5,1,24:35.0,8,August,2020
45,20,Columbia,Bogota,Retail Banking,FirstName,LastName,566,40,Gen X,23.07,1,1,24:34.0,10,October,2019
87,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,399,75,Baby Boomers,23.03,5,1,24:35.0,8,August,2020
10,17,Brazil,Rio,Retail Banking,FirstName,LastName,472,49,Gen X,47.59,1,1,24:34.0,3,March,2020
1,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,440,51,Gen X,32.21,5,1,24:35.0,7,July,2020
16,3,Australia,Sydney,Retail Banking,FirstName,LastName,567,44,Gen X,21.66,3,1,24:35.0,9,September,2020
15,20,Columbia,Bogota,Retail Banking,FirstName,LastName,537,51,Gen X,29.97,3,1,24:35.0,7,July,2020
128,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,742,25,Gen Y/Millennial,31.98,1,1,24:35.0,7,July,2020
1,1,Japan,Tokyo,Retail Banking,FirstName,LastName,770,67,Baby Boomers,22.57,3,1,24:34.0,10,October,2019
59,10,Italy,Milano,Retail Banking,FirstName,LastName,691,35,Gen Y/Millennial,21.78,1,1,24:35.0,9,September,2020
40,7,India,Mumbai,Retail Banking,FirstName,LastName,808,50,Gen X,26.29,4,1,24:34.0,12,December,2019
11,10,Italy,Milano,Retail Banking,FirstName,LastName,387,25,Gen Y/Millennial,38.67,2,1,24:34.0,5,May,2020
13,7,India,Mumbai,Retail Banking,FirstName,LastName,873,30,Gen Y/Millennial,26.98,2,0,24:35.0,8,August,2020
85,7,India,Mumbai,Retail Banking,FirstName,LastName,495,27,Gen Y/Millennial,31.76,4,1,24:34.0,1,January,2020
119,7,India,Mumbai,Retail Banking,FirstName,LastName,824,21,Gen Y/Millennial,45.01,4,0,24:34.0,3,March,2020
130,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,368,26,Gen Y/Millennial,33.25,1,1,24:35.0,7,July,2020
102,7,India,Mumbai,Retail Banking,FirstName,LastName,553,42,Gen X,47.39,5,1,24:34.0,3,March,2020
192,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,320,22,Gen Y/Millennial,22.19,4,1,24:35.0,9,September,2020
60,20,Columbia,Bogota,Retail Banking,FirstName,LastName,348,65,Baby Boomers,46.86,2,1,24:34.0,3,March,2020
82,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,898,34,Gen Y/Millennial,35.79,4,0,24:34.0,6,June,2020
74,1,Japan,Tokyo,Retail Banking,FirstName,LastName,849,51,Gen X,40.68,1,0,24:34.0,5,May,2020
28,14,United Kingdom,London,Retail Banking,FirstName,LastName,493,79,Baby Boomers,42.95,5,1,24:34.0,4,April,2020
55,20,Columbia,Bogota,Retail Banking,FirstName,LastName,399,58,Gen X,46.71,4,1,24:34.0,4,April,2020
76,7,India,Mumbai,Retail Banking,FirstName,LastName,493,76,Baby Boomers,38.63,4,1,24:34.0,5,May,2020
58,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,432,22,Gen Y/Millennial,43.44,2,0,24:34.0,4,April,2020
8,9,Hungary,Budapest,Retail Banking,FirstName,LastName,694,32,Gen Y/Millennial,44.89,2,1,24:34.0,4,April,2020
95,17,Brazil,Rio,Retail Banking,FirstName,LastName,813,20,Gen Y/Millennial,25.18,4,1,24:35.0,8,August,2020
50,20,Columbia,Bogota,Retail Banking,FirstName,LastName,663,74,Baby Boomers,24.83,3,1,24:34.0,12,December,2019
31,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,348,37,Gen Y/Millennial,24.5,1,1,24:35.0,8,August,2020
4,4,Australia,Melbourne,Retail Banking,FirstName,LastName,722,40,Gen X,39.26,2,1,24:34.0,2,February,2020
59,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,599,41,Gen X,29.96,1,0,24:34.0,12,December,2019
29,1,Japan,Tokyo,Retail Banking,FirstName,LastName,352,44,Gen X,25.91,3,1,24:34.0,11,November,2019
46,7,India,Mumbai,Retail Banking,FirstName,LastName,702,60,Gen X,49.77,1,1,24:34.0,3,March,2020
68,14,United Kingdom,London,Retail Banking,FirstName,LastName,831,40,Gen X,23.44,5,1,24:35.0,9,September,2020
125,13,France,Paris,Retail Banking,FirstName,LastName,600,66,Baby Boomers,22.16,1,1,24:35.0,9,September,2020
117,17,Brazil,Rio,Retail Banking,FirstName,LastName,403,75,Baby Boomers,22.58,3,0,24:35.0,9,September,2020
44,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,392,36,Gen Y/Millennial,49.16,4,0,24:34.0,3,March,2020
53,14,United Kingdom,London,Retail Banking,FirstName,LastName,892,78,Baby Boomers,35.23,1,1,24:34.0,6,June,2020
75,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,591,68,Baby Boomers,24.07,5,1,24:35.0,8,August,2020
59,14,United Kingdom,London,Retail Banking,FirstName,LastName,729,53,Gen X,18.24,4,1,24:34.0,10,October,2019
108,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,746,68,Baby Boomers,32.7,2,1,24:34.0,6,June,2020
27,1,Japan,Tokyo,Retail Banking,FirstName,LastName,475,45,Gen X,24.7,4,1,24:35.0,8,August,2020
5,5,Singapore,Singapore,Retail Banking,FirstName,LastName,472,51,Gen X,43.25,2,1,24:34.0,4,April,2020
2,5,Singapore,Singapore,Retail Banking,FirstName,LastName,684,55,Gen X,31.98,2,1,24:34.0,7,July,2020
39,1,Japan,Tokyo,Retail Banking,FirstName,LastName,563,45,Gen X,43.78,4,1,24:34.0,4,April,2020
32,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,556,68,Baby Boomers,32.88,4,1,24:34.0,6,June,2020
12,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,887,78,Baby Boomers,25.12,4,1,24:35.0,8,August,2020
59,3,Australia,Sydney,Retail Banking,FirstName,LastName,498,78,Baby Boomers,24.16,1,1,24:35.0,9,September,2020
66,13,France,Paris,Retail Banking,FirstName,LastName,742,38,Gen Y/Millennial,25.16,5,1,24:35.0,8,August,2020
125,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,855,64,Gen X,22.44,3,1,24:34.0,10,October,2019
23,13,France,Paris,Retail Banking,FirstName,LastName,890,36,Gen Y/Millennial,48.12,5,1,24:34.0,3,March,2020
74,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,511,74,Baby Boomers,28.7,2,0,24:34.0,12,December,2019
35,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,774,37,Gen Y/Millennial,26.7,4,1,24:34.0,11,November,2019
25,15,Ireland,Dublin,Retail Banking,FirstName,LastName,619,29,Gen Y/Millennial,28.87,4,1,24:35.0,7,July,2020
70,1,Japan,Tokyo,Retail Banking,FirstName,LastName,646,31,Gen Y/Millennial,21.98,5,0,24:34.0,10,October,2019
11,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,441,31,Gen Y/Millennial,24.06,1,1,24:35.0,8,August,2020
29,20,Columbia,Bogota,Retail Banking,FirstName,LastName,800,26,Gen Y/Millennial,36.22,2,1,24:34.0,6,June,2020
12,13,France,Paris,Retail Banking,FirstName,LastName,455,75,Baby Boomers,20.84,1,1,24:35.0,9,September,2020
27,4,Australia,Melbourne,Retail Banking,FirstName,LastName,778,21,Gen Y/Millennial,19.93,1,0,24:35.0,9,September,2020
39,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,386,67,Baby Boomers,47.34,3,1,24:34.0,3,March,2020
55,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,571,23,Gen Y/Millennial,23.78,3,1,24:35.0,9,September,2020
86,13,France,Paris,Retail Banking,FirstName,LastName,528,72,Baby Boomers,38.46,4,1,24:34.0,5,May,2020
96,7,India,Mumbai,Retail Banking,FirstName,LastName,806,68,Baby Boomers,36.79,1,1,24:34.0,5,May,2020
20,3,Australia,Sydney,Retail Banking,FirstName,LastName,557,65,Baby Boomers,36.6,3,1,24:34.0,6,June,2020
87,13,France,Paris,Retail Banking,FirstName,LastName,769,62,Gen X,37.36,2,1,24:34.0,5,May,2020
51,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,431,20,Gen Y/Millennial,32.22,3,0,24:35.0,7,July,2020
69,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,333,27,Gen Y/Millennial,25.35,1,1,24:35.0,8,August,2020
69,1,Japan,Tokyo,Retail Banking,FirstName,LastName,562,39,Gen Y/Millennial,36.5,3,1,24:34.0,5,May,2020
25,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,696,77,Baby Boomers,39.51,1,1,24:34.0,2,February,2020
114,7,India,Mumbai,Retail Banking,FirstName,LastName,599,19,Gen Y/Millennial,29.39,5,1,24:34.0,7,July,2020
42,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,574,75,Baby Boomers,28.74,1,1,24:34.0,1,January,2020
1,11,Switzerland,Zurich,Retail Banking,FirstName,LastName,404,77,Baby Boomers,23.75,3,0,24:34.0,10,October,2019
60,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,845,73,Baby Boomers,29.26,2,1,24:34.0,12,December,2019
42,14,United Kingdom,London,Retail Banking,FirstName,LastName,550,33,Gen Y/Millennial,29.72,2,0,24:34.0,1,January,2020
62,14,United Kingdom,London,Retail Banking,FirstName,LastName,321,33,Gen Y/Millennial,33.71,2,1,24:34.0,1,January,2020
32,13,France,Paris,Retail Banking,FirstName,LastName,717,35,Gen Y/Millennial,37.59,1,0,24:34.0,2,February,2020
29,20,Columbia,Bogota,Retail Banking,FirstName,LastName,518,38,Gen Y/Millennial,22.48,3,1,24:34.0,11,November,2019
48,20,Columbia,Bogota,Retail Banking,FirstName,LastName,821,27,Gen Y/Millennial,23.67,3,1,24:34.0,11,November,2019
97,1,Japan,Tokyo,Retail Banking,FirstName,LastName,604,66,Baby Boomers,24.45,4,1,24:35.0,9,September,2020
43,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,600,78,Baby Boomers,22.52,4,1,24:35.0,8,August,2020
44,17,Brazil,Rio,Retail Banking,FirstName,LastName,687,59,Gen X,48.51,3,1,24:34.0,3,March,2020
50,1,Japan,Tokyo,Retail Banking,FirstName,LastName,705,77,Baby Boomers,33.68,5,1,24:34.0,7,July,2020
60,4,Australia,Melbourne,Retail Banking,FirstName,LastName,615,40,Gen X,21.94,5,1,24:35.0,9,September,2020
36,17,Brazil,Rio,Retail Banking,FirstName,LastName,446,43,Gen X,50.4,4,1,24:34.0,3,March,2020
20,5,Singapore,Singapore,Retail Banking,FirstName,LastName,775,64,Gen X,29.25,2,1,24:34.0,7,July,2020
22,4,Australia,Melbourne,Retail Banking,FirstName,LastName,545,76,Baby Boomers,26.46,1,1,24:34.0,11,November,2019
77,17,Brazil,Rio,Retail Banking,FirstName,LastName,552,64,Gen X,30.24,5,1,24:35.0,7,July,2020
12,10,Italy,Milano,Retail Banking,FirstName,LastName,663,58,Gen X,23.43,4,1,24:35.0,9,September,2020
45,4,Australia,Melbourne,Retail Banking,FirstName,LastName,739,59,Gen X,27.65,3,1,24:35.0,8,August,2020
124,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,629,35,Gen Y/Millennial,32.2,4,0,24:35.0,7,July,2020
32,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,649,67,Baby Boomers,43.81,3,1,24:34.0,4,April,2020
23,20,Columbia,Bogota,Retail Banking,FirstName,LastName,376,36,Gen Y/Millennial,37.61,4,1,24:34.0,6,June,2020
23,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,446,48,Gen X,24.4,1,1,24:34.0,11,November,2019
79,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,487,21,Gen Y/Millennial,34.28,5,1,24:34.0,1,January,2020
28,13,France,Paris,Retail Banking,FirstName,LastName,634,37,Gen Y/Millennial,35.8,1,0,24:34.0,6,June,2020
122,7,India,Mumbai,Retail Banking,FirstName,LastName,518,28,Gen Y/Millennial,36.49,4,1,24:34.0,5,May,2020
96,20,Columbia,Bogota,Retail Banking,FirstName,LastName,700,24,Gen Y/Millennial,29.91,1,1,24:35.0,7,July,2020
5,4,Australia,Melbourne,Retail Banking,FirstName,LastName,487,34,Gen Y/Millennial,36.36,1,1,24:34.0,6,June,2020
34,9,Hungary,Budapest,Retail Banking,FirstName,LastName,434,46,Gen X,24.48,5,1,24:35.0,9,September,2020
84,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,572,37,Gen Y/Millennial,38.04,4,1,24:34.0,5,May,2020
2,2,New Zealand,Auckland,Retail Banking,FirstName,LastName,518,68,Baby Boomers,39.98,3,0,24:34.0,5,May,2020
69,13,France,Paris,Retail Banking,FirstName,LastName,806,26,Gen Y/Millennial,34.48,4,1,24:34.0,6,June,2020
60,14,United Kingdom,London,Retail Banking,FirstName,LastName,751,46,Gen X,43.3,2,1,24:34.0,4,April,2020
55,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,654,80,Baby Boomers,43.11,2,1,24:34.0,4,April,2020
13,5,Singapore,Singapore,Retail Banking,FirstName,LastName,408,40,Gen X,35.82,5,1,24:34.0,6,June,2020
45,10,Italy,Milano,Retail Banking,FirstName,LastName,745,57,Gen X,30.44,4,1,24:35.0,7,July,2020
111,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,781,34,Gen Y/Millennial,22.78,1,1,24:35.0,9,September,2020
15,13,France,Paris,Retail Banking,FirstName,LastName,843,22,Gen Y/Millennial,45.07,4,1,24:34.0,3,March,2020
18,13,France,Paris,Retail Banking,FirstName,LastName,417,39,Gen Y/Millennial,35.59,5,1,24:34.0,6,June,2020
7,9,Hungary,Budapest,Retail Banking,FirstName,LastName,718,71,Baby Boomers,24.33,2,0,24:34.0,12,December,2019
16,7,India,Mumbai,Retail Banking,FirstName,LastName,839,21,Gen Y/Millennial,25.3,2,1,24:35.0,8,August,2020
12,5,Singapore,Singapore,Retail Banking,FirstName,LastName,631,54,Gen X,36.66,3,1,24:34.0,2,February,2020
49,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,494,57,Gen X,33.81,2,1,24:34.0,1,January,2020
14,1,Japan,Tokyo,Retail Banking,FirstName,LastName,434,57,Gen X,32.81,5,1,24:34.0,1,January,2020
81,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,857,64,Gen X,24.66,2,1,24:35.0,9,September,2020
33,9,Hungary,Budapest,Retail Banking,FirstName,LastName,653,64,Gen X,24.88,1,1,24:35.0,9,September,2020
70,1,Japan,Tokyo,Retail Banking,FirstName,LastName,465,26,Gen Y/Millennial,41.5,4,1,24:34.0,2,February,2020
119,1,Japan,Tokyo,Retail Banking,FirstName,LastName,419,18,Gen Y/Millennial,38.49,4,1,24:34.0,2,February,2020
23,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,462,74,Baby Boomers,19.38,4,1,24:35.0,9,September,2020
24,1,Japan,Tokyo,Retail Banking,FirstName,LastName,895,73,Baby Boomers,30.13,1,1,24:34.0,7,July,2020
115,1,Japan,Tokyo,Retail Banking,FirstName,LastName,779,57,Gen X,24.71,4,1,24:35.0,8,August,2020
49,14,United Kingdom,London,Retail Banking,FirstName,LastName,368,66,Baby Boomers,26.85,4,1,24:34.0,11,November,2019
96,13,France,Paris,Retail Banking,FirstName,LastName,372,71,Baby Boomers,33.13,2,1,24:34.0,6,June,2020
15,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,394,81,Baby Boomers,27.61,3,1,24:35.0,8,August,2020
16,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,737,65,Baby Boomers,22.14,3,1,24:34.0,11,November,2019
81,17,Brazil,Rio,Retail Banking,FirstName,LastName,669,43,Gen X,30.61,2,1,24:35.0,7,July,2020
122,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,842,55,Gen X,24.67,2,1,24:34.0,11,November,2019
4,7,India,Mumbai,Retail Banking,FirstName,LastName,679,46,Gen X,32.43,4,1,24:34.0,7,July,2020
157,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,758,67,Baby Boomers,27.53,4,1,24:35.0,8,August,2020
5,16,Finland,Helsinki,Retail Banking,FirstName,LastName,741,57,Gen X,32.49,3,1,24:35.0,7,July,2020
51,14,United Kingdom,London,Retail Banking,FirstName,LastName,676,21,Gen Y/Millennial,34.3,4,1,24:34.0,6,June,2020
96,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,816,65,Baby Boomers,46,3,1,24:34.0,3,March,2020
88,7,India,Mumbai,Retail Banking,FirstName,LastName,347,27,Gen Y/Millennial,30.44,5,1,24:34.0,7,July,2020
9,14,United Kingdom,London,Retail Banking,FirstName,LastName,479,57,Gen X,22.06,4,1,24:34.0,10,October,2019
57,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,724,21,Gen Y/Millennial,19.88,3,1,24:34.0,10,October,2019
115,17,Brazil,Rio,Retail Banking,FirstName,LastName,405,22,Gen Y/Millennial,20.13,1,1,24:35.0,9,September,2020
126,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,342,29,Gen Y/Millennial,22.09,2,0,24:34.0,10,October,2019
40,14,United Kingdom,London,Retail Banking,FirstName,LastName,506,25,Gen Y/Millennial,36.03,5,1,24:34.0,6,June,2020
60,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,501,22,Gen Y/Millennial,19.87,2,1,24:35.0,9,September,2020
97,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,460,33,Gen Y/Millennial,21.66,3,1,24:34.0,11,November,2019
25,5,Singapore,Singapore,Retail Banking,FirstName,LastName,624,23,Gen Y/Millennial,33.51,1,1,24:34.0,6,June,2020
13,5,Singapore,Singapore,Retail Banking,FirstName,LastName,464,47,Gen X,46.08,2,1,24:34.0,4,April,2020
112,17,Brazil,Rio,Retail Banking,FirstName,LastName,410,18,Gen Y/Millennial,41.36,5,1,24:34.0,5,May,2020
49,14,United Kingdom,London,Retail Banking,FirstName,LastName,329,56,Gen X,46.44,5,1,24:34.0,4,April,2020
106,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,533,67,Baby Boomers,43.39,3,1,24:34.0,4,April,2020
54,20,Columbia,Bogota,Retail Banking,FirstName,LastName,770,57,Gen X,39.36,2,0,24:34.0,5,May,2020
81,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,556,60,Gen X,38.84,2,0,24:34.0,5,May,2020
46,17,Brazil,Rio,Retail Banking,FirstName,LastName,790,36,Gen Y/Millennial,45.62,5,1,24:34.0,3,March,2020
51,7,India,Mumbai,Retail Banking,FirstName,LastName,316,21,Gen Y/Millennial,44.47,4,0,24:34.0,4,April,2020
19,1,Japan,Tokyo,Retail Banking,FirstName,LastName,390,25,Gen Y/Millennial,36.31,3,1,24:34.0,5,May,2020
15,17,Brazil,Rio,Retail Banking,FirstName,LastName,525,54,Gen X,28.05,4,1,24:34.0,1,January,2020
94,1,Japan,Tokyo,Retail Banking,FirstName,LastName,821,29,Gen Y/Millennial,19.28,3,0,24:34.0,10,October,2019
119,7,India,Mumbai,Retail Banking,FirstName,LastName,804,73,Baby Boomers,28.53,2,1,24:34.0,1,January,2020
79,17,Brazil,Rio,Retail Banking,FirstName,LastName,613,56,Gen X,38.21,3,1,24:34.0,2,February,2020
59,7,India,Mumbai,Retail Banking,FirstName,LastName,511,44,Gen X,31.75,3,1,24:34.0,1,January,2020
139,7,India,Mumbai,Retail Banking,FirstName,LastName,417,24,Gen Y/Millennial,33.38,2,0,24:34.0,1,January,2020
14,17,Brazil,Rio,Retail Banking,FirstName,LastName,433,32,Gen Y/Millennial,37.33,3,1,24:34.0,2,February,2020
87,7,India,Mumbai,Retail Banking,FirstName,LastName,455,34,Gen Y/Millennial,28.66,1,1,24:34.0,1,January,2020
10,5,Singapore,Singapore,Retail Banking,FirstName,LastName,502,22,Gen Y/Millennial,34.88,5,0,24:34.0,1,January,2020
20,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,420,25,Gen Y/Millennial,24.09,1,1,24:34.0,12,December,2019
73,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,507,52,Gen X,34.64,3,0,24:34.0,6,June,2020
