Date,Accessories_count,Entertainment_count,Gaming,Kids,Mens,Phone_and_GPS,Womens
04-04-2018,138,11,31,32,8,23,33
07-01-2020,289,52,50,95,13,4,75
13-09-2017,253,40,72,15,19,56,51
29-07-2019,293,6,14,58,81,59,75
15-07-2018,312,14,91,63,12,37,95
27-05-2015,362,92,14,36,82,49,89
04-12-2020,279,3,56,19,51,79,71
05-04-2015,263,1,75,56,59,20,52
30-10-2019,371,3,75,47,75,81,90
14-07-2017,168,74,29,41,2,18,4
05-08-2020,215,41,24,47,62,16,25
12-07-2017,231,15,96,63,16,16,25
11-05-2015,318,57,7,65,51,46,92
19-02-2018,272,45,40,84,78,9,16
23-08-2016,293,24,95,36,73,48,17
17-03-2020,337,85,16,83,38,52,63
15-04-2018,380,32,35,91,70,56,96
24-05-2016,351,91,99,0,65,5,91
01-07-2018,384,69,79,66,77,14,79
18-04-2018,333,86,36,30,49,99,33
06-09-2018,345,33,27,68,79,60,78
26-09-2018,379,78,28,3,87,86,97
24-09-2017,264,81,14,5,53,73,38
09-08-2020,210,18,6,64,19,50,53
23-08-2017,405,92,57,97,29,75,55
24-11-2016,378,53,94,86,57,84,4
26-12-2016,294,67,52,78,27,34,36
25-07-2016,325,60,95,24,26,51,69
13-11-2018,324,68,39,83,64,67,3
11-11-2018,168,20,8,39,13,42,46
06-08-2015,300,78,9,31,17,99,66
05-01-2015,308,68,71,49,15,26,79
13-12-2020,230,15,20,20,60,64,51
19-10-2017,312,50,81,26,64,67,24
07-10-2020,466,94,78,89,98,78,29
16-07-2019,218,17,63,23,83,14,18
20-08-2017,213,58,1,52,71,25,6
05-10-2017,397,41,68,92,37,82,77
29-04-2015,382,60,36,64,89,78,55
03-02-2016,225,27,12,3,59,56,68
04-10-2018,367,96,7,52,94,53,65
20-11-2018,359,28,48,90,48,58,87
08-08-2016,275,97,34,11,28,6,99
15-08-2017,268,29,40,95,38,55,11
02-12-2018,306,82,45,67,13,50,49
20-08-2019,354,67,73,15,69,32,98
05-05-2015,280,43,56,40,29,21,91
22-03-2015,281,31,52,46,67,59,26
09-09-2015,431,33,79,99,68,76,76
05-06-2016,355,92,40,15,54,79,75
03-12-2019,351,81,30,82,23,98,37
16-07-2017,323,72,88,64,72,16,11
14-10-2019,130,6,65,44,0,14,1
28-09-2016,193,39,23,31,4,78,18
23-03-2016,266,9,23,15,46,85,88
27-07-2015,258,8,5,40,87,59,59
12-05-2018,184,16,18,55,23,22,50
20-06-2018,353,62,98,24,80,17,72
23-03-2020,235,85,36,76,7,2,29
02-01-2020,332,63,27,31,29,94,88
10-12-2019,252,85,4,42,53,24,44
10-05-2018,206,8,38,55,9,42,54
21-01-2018,406,48,50,96,30,87,95
27-09-2018,296,73,15,25,92,34,57
29-12-2015,384,73,99,89,4,81,38
08-09-2015,324,50,47,63,73,85,6
05-08-2019,313,40,92,62,46,67,6
17-07-2018,231,36,6,63,43,77,6
19-11-2020,267,95,16,16,51,36,53
21-11-2017,402,56,84,97,58,24,83
28-05-2020,253,80,7,4,83,14,65
14-04-2018,252,9,38,34,69,79,23
19-07-2018,259,58,73,10,94,2,22
18-12-2015,393,88,5,81,78,50,91
26-12-2020,338,40,92,57,13,84,52
06-11-2017,295,46,64,14,58,88,25
06-04-2016,330,52,83,94,76,7,18
25-08-2018,404,72,71,97,23,57,84
23-03-2019,275,8,65,6,28,72,96
30-08-2018,333,92,23,43,92,39,44
16-01-2015,331,75,64,42,38,22,90
31-10-2019,221,5,69,49,36,14,48
05-03-2017,243,28,24,36,61,69,25
24-01-2020,230,50,5,73,59,25,18
14-07-2016,295,52,93,23,7,39,81
10-07-2016,372,92,29,90,70,29,62
17-05-2020,346,24,66,92,93,4,67
13-11-2017,296,99,59,58,25,21,34
30-05-2019,221,46,30,75,56,2,12
25-12-2017,220,5,54,47,51,49,14
22-10-2016,257,32,24,6,86,99,10
30-07-2017,315,97,6,40,72,94,6
03-05-2015,415,71,99,53,11,98,83
27-05-2016,250,44,98,33,26,31,18
26-03-2015,236,27,40,56,58,18,37
20-03-2017,255,21,75,48,60,47,4
08-04-2017,332,87,71,97,10,5,62
13-11-2020,325,61,57,67,93,23,24
03-10-2017,361,99,5,58,72,83,44
13-02-2020,430,69,14,81,95,97,74
03-04-2019,301,80,50,1,84,30,56
04-06-2015,285,58,6,77,47,97,0
31-08-2015,313,19,73,56,72,33,60
11-08-2018,317,94,12,65,64,45,37
23-07-2016,348,67,4,83,40,77,77
01-09-2020,321,77,97,6,15,68,58
19-03-2020,283,95,38,5,35,41,69
07-01-2015,306,44,46,19,10,89,98
16-01-2019,320,53,73,31,90,61,12
16-08-2015,317,72,62,25,1,95,62
23-10-2017,318,55,97,77,1,85,3
28-01-2015,245,41,82,0,36,24,62
07-10-2018,195,33,1,24,53,22,62
15-06-2019,363,99,10,75,73,12,94
28-12-2016,265,13,84,43,32,44,49
29-11-2019,271,21,36,82,25,43,64
15-02-2016,249,20,94,43,20,3,69
18-03-2017,323,96,9,42,48,72,56
19-06-2016,212,2,20,55,23,73,39
14-02-2019,348,74,65,76,5,79,49
19-06-2015,228,83,13,53,28,6,45
30-01-2015,181,37,73,10,39,18,4
05-08-2020,444,66,92,79,84,85,38
20-04-2019,209,11,5,16,77,51,49
13-07-2019,382,89,92,10,62,93,36
29-09-2018,339,37,67,9,84,89,53
01-02-2020,310,89,18,41,15,55,92
25-02-2019,170,4,16,12,48,81,9
17-11-2016,319,91,5,71,83,42,27
10-11-2018,200,14,34,88,48,2,14
19-10-2015,261,23,65,14,23,84,52
23-06-2018,344,12,28,73,84,95,52
17-12-2019,301,15,56,43,89,43,55
05-04-2017,268,2,91,90,33,35,17
25-03-2019,379,99,13,65,43,61,98
20-09-2015,346,62,73,18,91,25,77
24-07-2020,243,11,96,19,27,61,29
08-10-2017,269,89,26,54,20,56,24
09-03-2019,236,44,32,65,10,8,77
20-09-2018,301,70,59,47,70,39,16
16-03-2019,162,30,43,55,9,6,19
21-12-2018,388,65,94,15,51,82,81
02-07-2019,209,22,13,14,11,53,96
07-01-2015,315,99,65,14,30,39,68
30-09-2020,406,55,87,41,96,51,76
07-11-2020,312,86,69,36,4,77,40
18-01-2017,111,5,75,0,3,4,24
25-09-2016,113,50,30,4,4,14,11
27-01-2018,417,75,25,81,81,58,97
22-11-2016,314,30,69,14,77,92,32
22-07-2016,218,1,34,34,33,55,61
24-02-2016,358,43,85,68,37,41,84
04-08-2020,136,7,10,33,9,21,56
09-01-2017,340,37,85,29,68,79,42
28-06-2019,258,22,37,72,62,31,34
12-10-2019,251,96,69,11,29,39,7
31-07-2019,320,50,43,5,64,75,83
25-04-2020,364,95,82,63,18,9,97
23-10-2017,62,11,5,5,10,23,8
21-08-2019,330,78,72,22,74,19,65
19-02-2015,319,23,85,98,31,66,16
18-01-2018,86,13,6,58,3,2,4
04-10-2016,273,14,57,61,0,90,51
21-05-2019,366,99,62,88,25,56,36
18-10-2016,358,50,87,22,8,92,99
23-12-2017,273,47,72,67,1,9,77
16-07-2015,180,51,8,44,7,33,37
30-09-2019,148,18,46,26,36,18,4
12-10-2016,295,71,74,68,11,17,54
13-09-2018,285,57,28,86,39,37,38
25-09-2017,125,3,7,15,19,34,47
15-09-2018,307,33,16,99,20,86,53
17-03-2015,316,12,99,91,49,64,1
06-01-2016,308,95,83,23,31,72,4
05-08-2018,396,11,84,49,58,95,99
30-09-2017,254,35,41,10,90,46,32
22-08-2019,264,20,66,49,19,72,38
13-04-2019,241,86,3,9,61,46,36
09-08-2019,292,90,95,2,17,39,49
28-08-2018,479,59,98,80,74,94,74
31-08-2020,237,35,40,83,27,46,6
29-08-2015,202,1,37,66,49,47,2
23-12-2015,331,86,89,90,49,4,13
02-01-2018,345,77,30,68,62,57,51
21-10-2016,325,51,51,89,91,18,25
06-02-2018,307,18,76,50,40,80,43
27-04-2016,211,13,69,74,20,28,7
08-03-2017,420,99,70,34,90,54,73
07-05-2017,393,35,72,39,90,82,75
07-01-2016,369,5,95,78,35,76,80
30-03-2019,324,34,46,52,78,69,45
03-04-2017,315,55,88,71,14,9,78
06-12-2016,455,20,77,99,81,96,82
12-02-2018,255,44,96,6,24,62,23
20-12-2018,295,45,44,22,47,89,48
25-03-2015,290,93,18,35,88,38,18
26-06-2015,305,25,93,20,92,67,8
15-03-2017,389,82,76,72,51,60,48
30-07-2020,321,98,15,81,24,33,70
07-10-2020,296,89,36,76,68,17,10
23-08-2015,325,72,94,33,41,66,19
15-10-2020,315,66,27,66,78,59,19
05-11-2019,360,76,68,25,49,55,87
05-02-2020,338,47,61,76,67,25,62
21-03-2020,285,95,17,42,77,41,13
01-10-2017,223,81,23,79,3,27,10
19-06-2017,345,2,31,97,81,43,91
13-03-2018,286,59,33,12,80,5,97
26-04-2015,288,65,55,3,48,80,37
14-07-2019,186,13,1,36,42,8,86
25-12-2018,310,14,56,55,78,17,90
25-02-2015,340,36,45,50,46,93,70
11-09-2017,195,23,30,26,29,43,44
17-10-2016,246,0,78,3,85,56,24
24-03-2020,317,41,77,70,49,64,16
15-05-2017,232,11,6,68,78,61,8
05-04-2019,463,90,80,11,94,99,89
21-02-2015,313,46,80,5,88,82,12
14-02-2018,351,50,32,60,94,49,66
06-07-2017,268,1,80,18,63,67,39
10-07-2020,372,48,66,68,10,93,87
23-07-2015,352,98,76,41,80,0,57
22-08-2020,294,76,77,55,15,4,67
31-10-2015,333,16,78,56,61,24,98
21-02-2019,431,93,85,94,63,61,35
25-06-2015,192,51,19,1,66,38,17
17-12-2016,316,24,20,97,9,79,87
27-02-2018,270,76,46,82,22,4,40
11-02-2018,381,73,17,76,84,47,84
18-05-2018,255,2,97,57,16,76,7
29-08-2019,318,47,25,86,75,35,50
12-05-2017,338,41,74,7,92,52,72
30-10-2015,181,37,20,37,24,2,61
25-09-2017,281,71,59,48,56,37,10
26-12-2016,445,71,96,33,60,99,86
09-05-2019,235,42,0,38,94,29,32
13-07-2016,364,92,26,55,53,69,69
26-07-2019,231,10,84,40,3,77,17
23-11-2018,277,54,29,70,84,29,11
04-06-2019,276,24,60,88,19,80,5
22-04-2015,262,10,9,80,23,97,43
14-12-2018,323,76,85,52,25,74,11
20-07-2019,204,41,12,30,54,58,9
25-05-2020,350,84,58,46,53,73,36
12-05-2015,387,37,45,33,94,87,91
02-12-2020,369,98,21,94,10,55,91
06-03-2018,320,50,5,73,72,78,42
03-06-2019,131,21,0,49,2,49,10
10-09-2019,198,37,37,90,18,2,14
03-08-2015,318,65,7,6,81,83,76
01-07-2020,227,24,9,88,29,0,77
17-12-2020,344,13,87,95,57,4,88
26-07-2020,292,57,44,92,56,6,37
20-06-2015,278,35,64,25,73,53,28
05-01-2018,238,1,59,87,60,4,27
18-05-2015,325,39,17,80,87,67,35
05-03-2018,226,2,20,25,89,5,85
28-09-2016,343,71,28,69,73,42,60
20-10-2020,270,23,52,76,81,1,37
20-11-2018,396,97,87,73,56,4,79
28-06-2019,334,69,72,24,57,80,32
27-09-2020,240,33,26,43,28,94,16
21-05-2018,269,10,49,51,73,27,59
29-12-2016,360,59,90,86,15,76,34
02-05-2015,364,44,64,98,6,95,57
23-12-2015,338,39,50,18,88,64,79
28-04-2015,392,29,92,49,88,84,50
19-08-2016,296,1,86,70,45,88,6
01-05-2016,407,76,98,78,65,68,22
08-04-2020,304,66,74,80,14,6,64
13-07-2020,222,24,31,78,2,23,64
12-04-2017,233,1,95,3,44,12,78
29-09-2018,247,25,48,47,29,55,43
04-01-2019,260,64,53,26,67,17,33
19-02-2017,265,7,99,90,21,27,21
21-12-2018,359,88,85,23,60,96,7
15-08-2020,308,92,34,38,13,64,67
30-06-2015,398,24,75,63,97,87,52
29-03-2019,274,5,16,72,85,0,96
03-03-2020,320,99,70,9,38,91,13
10-02-2018,410,10,55,75,96,81,93
16-09-2020,273,33,41,15,90,8,86
22-02-2017,318,78,56,86,1,31,66
06-01-2017,300,62,78,23,0,68,69
07-09-2015,319,22,46,84,91,42,34
11-10-2016,370,66,70,71,61,20,82
11-09-2020,370,26,38,67,96,96,47
31-05-2015,344,67,70,55,73,41,38
31-12-2020,348,39,56,36,39,87,91
12-03-2015,375,18,30,80,57,96,94
17-10-2017,416,80,90,0,96,91,59
21-03-2018,274,25,31,69,72,33,44
26-12-2015,310,64,91,51,71,17,16
10-10-2017,252,14,37,72,72,28,29
17-10-2019,237,28,81,15,86,5,22
20-01-2020,187,58,7,22,2,41,57
28-03-2015,276,47,34,52,29,95,19
15-06-2017,295,69,67,99,1,32,27
12-11-2015,383,78,44,47,62,63,89
25-02-2019,255,64,44,7,25,91,24
03-08-2015,389,72,64,63,98,57,35
24-09-2018,187,6,2,25,28,76,50
05-03-2015,341,92,43,35,78,27,66
18-02-2019,238,34,33,53,60,21,37
29-10-2017,267,95,26,82,22,29,13
14-10-2017,327,27,51,97,41,96,15
03-02-2017,294,19,14,76,84,58,43
11-08-2016,239,80,34,1,17,15,92
26-01-2017,437,62,98,78,77,35,87
10-11-2020,361,29,77,86,80,15,74
27-02-2019,393,72,70,99,36,21,95
24-07-2015,227,24,9,75,20,46,53
12-02-2018,312,17,45,68,66,65,51
04-01-2017,382,83,7,88,60,92,52
06-09-2018,331,73,63,64,7,39,85
18-12-2019,293,96,25,25,15,75,57
01-08-2018,189,23,15,97,22,16,16
18-11-2018,257,17,64,24,29,40,83
30-03-2019,338,55,78,3,32,94,76
13-06-2019,351,95,18,65,71,24,78
21-02-2019,313,68,29,50,63,53,50
14-01-2017,440,73,59,94,23,97,94
17-03-2017,205,10,44,24,67,22,38
25-10-2017,298,81,17,56,77,15,52
02-01-2015,257,79,9,61,12,96,0
02-02-2019,265,60,40,62,3,68,32
13-01-2015,339,18,73,89,57,16,86
29-09-2017,186,21,1,22,3,62,77
27-03-2016,330,24,89,86,12,37,82
29-04-2018,313,83,98,61,23,27,21
11-03-2019,276,78,71,22,90,15,0
19-02-2019,340,21,87,64,79,40,49
07-02-2018,227,67,77,5,66,11,1
18-07-2020,352,44,35,60,71,73,69
14-11-2018,435,78,75,79,38,86,79
31-07-2016,331,92,24,65,27,49,74
02-02-2016,309,41,96,54,56,17,45
21-06-2017,219,10,1,16,60,59,73
17-02-2016,380,59,95,50,70,86,20
18-02-2016,363,72,26,64,66,82,53
06-04-2018,428,87,75,94,58,51,63
21-02-2017,301,90,43,71,33,29,35
09-07-2015,251,17,37,62,43,64,28
03-07-2018,298,53,0,52,94,12,87
02-05-2019,365,86,77,76,23,33,70
05-10-2018,375,98,53,82,90,41,11
30-11-2015,312,45,2,82,41,87,55
19-12-2019,350,41,36,99,41,86,47
19-02-2018,230,11,53,23,17,75,51
19-12-2018,382,82,11,90,9,98,92
23-06-2019,321,90,54,19,68,71,19
08-04-2016,251,80,49,10,7,58,47
02-01-2016,353,58,34,43,95,90,33
04-01-2017,176,15,25,38,77,9,12
19-12-2016,224,80,6,20,26,23,69
10-07-2016,198,1,95,14,5,17,66
10-11-2017,221,30,55,97,17,6,16
06-09-2018,321,5,43,73,92,45,63
31-07-2017,321,6,81,97,58,12,67
23-05-2016,309,11,25,37,95,98,43
21-05-2020,299,68,51,37,10,71,62
26-05-2016,364,93,37,46,47,60,81
25-08-2019,324,70,19,64,40,41,90
25-08-2017,391,43,97,53,11,99,88
11-03-2017,378,26,80,86,65,37,84
16-08-2016,227,60,24,61,0,42,40
21-10-2015,357,34,76,59,92,56,40
30-09-2020,348,82,23,82,38,60,63
21-07-2020,244,70,50,53,6,6,59
09-05-2017,257,76,70,18,14,17,62
28-01-2018,279,45,14,16,92,97,15
24-08-2016,281,32,89,28,5,40,87
11-08-2018,324,89,35,83,26,14,77
09-08-2015,301,43,7,64,67,67,53
04-07-2015,294,35,41,28,57,47,86
13-02-2016,367,65,69,87,7,45,94
22-09-2016,276,1,39,54,99,16,67
28-04-2015,262,76,7,62,10,45,62
23-11-2015,281,92,34,45,62,20,28
12-07-2020,138,15,39,49,8,15,12
04-03-2015,285,91,38,3,74,59,20
23-11-2017,332,59,79,56,50,34,54
22-10-2019,254,13,8,80,43,57,53
13-07-2015,265,11,13,57,37,74,73
16-10-2017,247,62,16,14,41,34,80
19-07-2017,279,91,38,8,57,30,55
14-08-2017,259,95,4,32,67,3,58
25-01-2020,406,26,97,86,25,87,85
02-06-2018,304,90,33,19,73,16,73
22-05-2019,304,20,12,72,98,17,85
21-08-2018,272,35,68,32,59,55,23
17-06-2020,231,20,22,5,56,47,81
18-05-2015,343,13,84,42,47,60,97
22-05-2019,502,78,99,73,96,59,97
06-02-2020,380,32,75,82,81,59,51
04-03-2015,296,1,17,65,70,49,94
22-11-2017,365,94,12,53,56,54,96
18-04-2017,300,58,3,66,95,46,32
10-01-2018,323,87,71,78,5,63,19
01-08-2020,294,96,20,44,35,34,65
23-12-2019,261,97,58,32,11,2,61
12-09-2017,189,2,43,21,61,14,48
07-09-2019,238,80,34,2,51,58,13
04-12-2018,287,7,50,7,67,70,86
31-12-2016,316,96,91,55,65,9,0
27-04-2017,199,95,18,31,22,31,2
22-03-2018,325,73,12,33,91,83,33
14-08-2018,273,85,3,29,28,74,54
28-07-2015,355,49,2,86,33,89,96
17-03-2020,207,16,84,13,10,11,73
26-07-2020,414,77,42,98,2,99,96
16-12-2015,551,93,96,93,92,94,83
31-10-2015,368,84,62,39,43,85,55
27-01-2019,209,15,8,50,7,49,80
16-11-2015,174,29,7,31,12,40,55
11-12-2017,223,10,17,85,31,50,30
07-10-2019,305,3,99,23,36,83,61
25-07-2016,309,19,81,60,21,51,77
05-12-2020,277,45,35,85,42,55,15
14-04-2017,374,80,45,96,71,36,46
01-09-2020,241,2,82,55,23,35,44
18-02-2016,388,14,87,94,3,96,94
20-06-2019,321,40,63,33,77,46,62
24-01-2016,356,49,40,70,85,48,64
19-03-2020,409,73,66,21,84,70,95
17-12-2020,307,26,1,28,95,64,93
12-09-2017,275,88,27,36,30,72,22
04-12-2018,286,55,97,30,3,12,89
26-11-2016,362,71,5,49,84,80,73
01-01-2018,266,65,56,4,76,40,25
05-12-2015,363,82,52,55,80,74,20
08-05-2020,236,71,29,49,1,4,82
05-11-2020,276,94,6,88,32,39,17
18-11-2015,230,55,58,0,59,12,46
20-12-2018,165,48,10,16,9,74,8
13-05-2017,275,0,11,64,87,32,81
20-05-2020,328,40,7,56,97,56,72
17-04-2020,368,95,75,32,90,62,14
21-04-2015,276,46,50,22,54,90,14
22-12-2017,308,81,18,28,67,49,65
07-08-2017,272,52,33,25,28,93,41
30-05-2017,216,26,30,34,12,38,76
29-12-2017,264,6,19,59,55,92,33
23-01-2018,343,80,55,84,35,61,28
17-12-2018,317,84,75,15,45,76,22
17-11-2015,301,89,8,53,33,66,52
08-05-2019,203,11,0,63,26,89,14
07-04-2016,239,5,58,27,47,8,94
19-06-2017,331,75,20,18,50,82,86
06-02-2015,336,93,27,88,37,10,81
26-12-2015,183,71,34,10,59,9,0
15-11-2018,376,70,50,60,29,68,99
18-05-2018,298,77,67,85,2,49,18
29-05-2015,287,23,68,43,55,23,75
16-07-2019,339,0,68,82,51,71,67
10-01-2015,342,53,95,65,86,32,11
19-01-2016,344,47,12,83,68,65,69
26-07-2017,336,73,21,86,46,41,69
02-09-2016,231,50,73,51,13,13,31
04-09-2020,318,0,83,76,62,80,17
07-05-2018,267,9,40,91,93,20,14
15-03-2017,311,73,13,60,72,20,73
08-09-2018,384,83,23,75,97,92,14
22-09-2019,132,7,29,11,21,35,29
05-05-2019,369,73,10,76,44,72,94
11-02-2015,341,91,87,73,2,65,23
08-12-2018,316,17,75,55,54,30,85
23-02-2020,469,26,71,96,96,92,88
19-05-2019,247,19,30,28,65,70,35
17-11-2018,291,19,51,62,63,67,29
07-12-2017,366,52,96,45,37,88,48
06-08-2020,369,78,10,27,66,93,95
04-01-2019,321,23,82,66,2,94,54
01-09-2020,252,35,55,56,60,15,31
31-05-2019,273,87,74,9,38,6,59
07-02-2018,375,91,95,53,51,52,33
16-06-2016,329,11,50,52,82,53,81
28-08-2015,284,22,65,53,27,54,63
21-04-2020,214,88,3,56,34,19,14
08-11-2015,297,61,28,21,78,46,63
02-10-2015,385,58,78,58,64,29,98
15-06-2018,271,42,59,40,45,11,74
02-09-2020,255,94,58,33,7,16,47
20-05-2019,296,90,13,64,40,23,66
08-02-2018,279,55,67,56,40,43,18
29-05-2016,237,30,82,66,5,46,8
13-10-2020,441,98,55,44,89,83,72
29-07-2017,427,67,17,96,80,95,72
02-04-2016,232,98,58,45,11,20,0
14-05-2020,263,34,57,30,57,65,20
16-10-2019,343,54,52,3,80,70,84
07-03-2020,311,58,61,50,99,16,27
15-10-2015,382,92,66,72,71,57,24
23-05-2020,197,72,48,9,31,4,33
09-10-2020,287,79,39,17,55,81,16
30-09-2018,236,62,35,15,46,43,35
14-09-2019,265,80,44,5,17,50,69
31-12-2015,298,35,93,82,14,68,6
28-04-2017,344,93,74,13,26,59,79
30-01-2015,289,23,63,69,39,86,9
25-02-2019,215,39,61,55,41,7,12
29-12-2017,295,62,60,74,41,44,14
09-07-2020,344,77,23,31,57,79,77
20-11-2017,237,71,64,46,46,0,10
10-07-2016,307,14,43,75,75,72,28
28-02-2020,278,69,54,36,3,46,70
15-04-2017,218,6,23,86,10,88,5
21-12-2018,476,39,82,97,79,83,96
17-05-2017,435,77,85,19,92,99,63
06-12-2015,306,69,11,65,89,38,34
14-05-2019,285,10,77,59,1,42,96
18-10-2018,237,24,30,3,95,60,25
29-09-2019,352,91,81,56,88,19,17
29-10-2016,267,35,22,33,30,65,82
08-05-2019,220,57,15,12,56,78,2
13-03-2019,182,82,31,24,8,0,37
12-11-2017,200,6,67,8,50,18,51
09-01-2019,275,89,90,27,14,39,16
19-03-2018,408,97,81,25,55,68,82
18-11-2019,279,2,11,65,45,67,89
31-08-2017,377,69,94,14,71,82,47
23-04-2016,263,76,49,33,29,51,25
19-06-2019,286,96,12,7,84,1,86
13-02-2018,373,5,45,96,62,77,88
10-05-2020,171,1,46,45,20,52,7
22-02-2020,264,49,63,45,15,79,13
11-01-2019,264,39,28,24,72,5,96
30-10-2015,268,89,3,23,72,12,69
09-05-2016,176,78,12,15,10,51,10
21-02-2015,287,10,13,81,85,39,59
12-05-2015,330,26,27,95,26,71,85
30-07-2017,178,5,11,30,14,45,73
19-07-2015,280,19,90,72,2,18,79
30-09-2015,264,32,92,12,30,79,19
16-06-2018,284,17,20,96,50,98,3
29-07-2019,286,4,9,95,98,42,38
09-04-2020,202,3,43,28,96,7,25
18-01-2020,321,76,54,49,79,45,18
26-08-2018,353,90,62,94,98,4,5
20-06-2020,190,33,1,14,34,82,26
06-07-2020,249,49,69,42,74,4,11
17-06-2019,221,70,0,97,8,22,24
29-01-2017,379,95,33,73,81,70,27
30-04-2016,305,83,63,51,1,45,62
10-05-2020,185,10,24,24,48,79,0
10-03-2020,147,8,3,39,17,38,42
06-08-2015,218,78,47,10,54,16,13
26-06-2016,166,61,21,14,19,2,49
30-12-2017,103,4,19,38,24,0,18
04-04-2016,272,7,44,62,61,34,64
24-03-2015,195,33,11,49,61,26,15
07-12-2017,362,46,73,26,48,77,92
10-09-2020,412,81,90,61,86,61,33
31-07-2017,342,87,35,53,80,75,12
21-08-2018,260,43,60,43,54,4,56
16-01-2015,264,8,55,98,6,67,30
06-09-2019,222,45,62,77,4,7,27
04-01-2016,289,27,53,20,75,65,49
13-02-2019,384,31,97,86,5,75,90
12-07-2017,300,64,44,4,92,24,72
26-12-2015,255,8,91,13,71,71,1
19-08-2018,209,49,36,72,0,33,19
21-01-2016,268,42,46,36,28,72,44
29-10-2020,451,68,87,79,68,56,93
18-06-2017,303,64,48,0,59,70,62
05-10-2016,272,57,45,47,5,54,64
27-02-2015,287,10,48,96,70,53,10
06-04-2018,234,32,64,23,23,27,65
18-09-2020,303,54,1,62,28,65,93
27-02-2019,303,46,57,67,33,98,2
15-04-2020,249,4,93,0,51,8,93
09-01-2016,317,35,32,71,86,66,27
30-05-2020,286,49,66,39,36,18,78
28-06-2018,370,57,65,62,45,90,51
03-05-2019,301,92,46,29,47,52,35
18-09-2016,353,41,76,41,97,48,50
28-09-2016,436,45,72,95,79,58,87
22-09-2015,275,25,7,75,68,79,21
13-10-2017,260,3,50,50,24,77,56
19-04-2017,293,0,82,95,6,96,14
29-07-2015,388,89,60,64,62,32,81
09-09-2020,276,98,79,2,69,22,6
19-03-2020,259,38,81,52,60,28,0
08-08-2017,291,49,32,47,31,82,50
04-09-2018,360,74,66,98,6,27,89
03-01-2016,322,10,65,38,98,86,25
18-10-2020,179,7,2,70,63,29,8
23-02-2015,206,21,54,42,44,2,43
21-09-2020,153,2,6,22,75,9,39
29-07-2020,282,37,89,53,1,17,85
10-04-2020,356,99,81,19,0,83,74
22-11-2020,264,74,23,26,72,25,44
02-08-2019,297,69,16,86,17,12,97
11-05-2016,355,14,53,93,77,92,26
27-05-2019,209,2,59,1,74,35,38
12-03-2018,280,92,36,39,10,9,94
10-08-2017,219,54,32,1,35,75,22
17-10-2015,145,1,6,80,8,38,12
07-06-2019,202,11,17,6,78,19,71
10-12-2015,334,40,17,98,30,71,78
24-10-2019,374,96,49,31,71,89,38
08-05-2020,283,74,53,9,52,52,43
12-09-2020,249,17,63,10,72,63,24
21-09-2016,393,52,81,96,50,91,23
30-12-2016,307,57,64,13,64,72,37
25-03-2015,204,76,10,7,59,9,43
03-01-2017,262,1,98,23,14,66,60
31-10-2020,115,52,7,12,2,42,0
30-11-2019,198,89,11,8,41,29,20
02-03-2016,209,51,0,70,62,22,4
22-02-2016,334,54,21,79,64,23,93
18-07-2020,259,1,7,37,85,96,33
10-06-2016,281,45,34,3,79,37,83
21-02-2015,319,69,64,14,61,17,94
29-06-2016,284,67,98,11,73,30,5
22-11-2018,300,8,23,85,33,65,86
04-12-2020,293,59,69,57,24,25,59
28-08-2019,187,19,5,64,12,29,58
02-11-2016,310,48,42,82,44,59,35
31-01-2016,194,15,11,92,14,37,25
19-06-2015,259,54,38,12,78,37,40
23-06-2018,263,16,11,54,61,99,22
09-04-2020,310,94,45,74,11,33,53
18-04-2015,266,51,42,9,55,26,83
19-07-2018,241,73,40,7,49,61,11
20-07-2020,185,6,22,34,18,42,63
06-12-2019,195,18,10,24,52,73,18
12-09-2016,388,60,97,42,70,27,92
05-03-2018,222,21,59,9,22,65,46
11-04-2016,274,94,13,41,2,93,31
29-03-2015,249,4,50,26,42,74,53
11-03-2015,280,90,22,8,39,50,71
17-09-2019,312,2,98,44,34,55,79
24-09-2017,306,99,54,82,4,34,33
04-12-2018,266,26,1,25,48,76,90
30-03-2016,276,29,60,2,43,76,66
28-03-2015,275,57,57,64,23,64,10
13-09-2017,358,80,23,93,45,62,55
30-09-2019,342,64,81,70,61,21,45
20-07-2019,239,14,52,40,28,41,64
14-12-2020,273,10,66,70,74,6,47
09-01-2019,200,2,5,28,38,31,96
09-12-2018,286,94,3,19,89,29,52
15-09-2015,407,83,46,65,98,42,73
19-06-2018,325,82,68,77,3,52,43
23-11-2016,268,15,79,11,7,86,70
20-06-2015,378,81,17,93,65,54,68
10-06-2017,244,12,0,79,24,89,40
06-03-2017,275,5,92,72,2,36,68
30-12-2016,249,50,22,60,75,1,41
19-11-2019,386,15,89,65,64,73,80
20-01-2020,361,91,44,0,45,99,82
08-05-2019,317,87,16,90,67,30,27
18-02-2018,300,27,87,57,50,15,64
30-11-2018,258,33,17,23,29,87,69
18-01-2018,323,47,59,55,51,65,46
13-02-2015,303,71,71,96,39,3,23
19-03-2020,240,74,61,0,28,26,51
12-11-2017,302,97,12,72,52,20,49
11-12-2018,250,68,9,7,9,69,88
06-03-2017,375,82,7,96,50,47,93
04-05-2020,189,38,19,21,82,18,11
09-09-2016,243,75,93,11,23,23,18
14-04-2019,387,66,60,89,51,63,58
