Symbol,Name,Url,Date_Published,Description,Sentiment,Positive_Score,Negative_Score,Neutral_Score
CRM,XANT Announces Transformative Product Innovations for a New Future of Digital Sales,https://apnews.com/press-release/pr-newswire/technology-business-corporate-news-products-and-services-new-products-and-services-8fd84850faae37f913daf9977ab4812e,2021-03-10T19:45:00.0000000Z,"At its NEXT 2021 customer conference today, XANT, the company behind Playbooks Guided Sales Engagement, announced several transformative product innovations. The past 12 months have accelerated the digital evolution of selling and the need for a guided sales solution.",neutral,0.12,0.02,0.86
CRM,Experience counts - public Qualtrics gets off to a strong start as customers re-shape for a post-COVID world,https://diginomica.com/experience-counts-public-qualtrics-gets-strong-start-customers-re-shape-post-covid-world,2021-03-10T15:02:00.0000000Z,"Experiences are becoming a major competitive advantage for companies - and that is especially true as we've watched the world shape and re-shape and how industries are looking to be able to become more connected to their end customers,",positive,0.66,0.05,0.29
CRM,"\"The IFS Cloud Launch event - what is a \"\"moment of service","\"\" and why does it matter to customers?\"",https://diginomica.com/ifs-cloud-launch-event-what-moment-service-and-why-does-it-matter-customers,2021-03-10T18:57:00.0000000Z,"\"IFS kicked off one of the biggest news days in their corporate history with the launch of IFS Cloud. But what is driving this shift? And why is the phrase \"\"moment of service\"\" in the middle of all this?\"",negative,0.03,0.9
CRM,New Salesforce sublease hits market as company sheds S.F. space,https://www.bizjournals.com/sanfrancisco/news/2021/03/10/salesforce-sublease-san-francisco.html,2021-03-10T23:01:00.0000000Z,"Along with subleasing part of its Mission Street tower, Salesforce has also pulled out of a lease commitment at an unbuilt downtown project.",neutral,0.03,0.02,0.95
CRM,"CRM Analytics Market to Witness Huge Growth by 2026 : Oracle, IBM, Microsoft",http://www.digitaljournal.com/pr/5000520,2021-03-10T00:26:00.0000000Z,"\"A new business intelligence report released by HTF MI with title \"\"Global CRM Analytics Market Report 2021\"\" is designed covering micro level of analysis by manufacturers and key business segments. The Global CRM Analytics Market survey analysis offers energetic visions to conclude and study market size",",neutral,0.0,0.0,1.0","","",""
CRM,Vera Bradley Inc (VRA) Q4 2021 Earnings Call Transcript,https://www.msn.com/en-us/money/companies/vera-bradley-inc-vra-q4-2021-earnings-call-transcript/ar-BB1esMp6,2021-03-10T22:30:26.0000000Z,"Q4 2021 Earnings CallMar 10, 2021, 9:30 a.m. ETContents:  Prepared Remarks Questions and Answers Call Participants  Prepared Remarks: OperatorGood morning, ladies and gentlemen, thank you for standing by.",positive,0.84,0.0,0.16
CRM,Software Firms Offers Discounts To Struggling Restaurants,https://www.pymnts.com/news/retail/2021/software-firms-offers-discounts-to-struggling-restaurants/,2021-03-10T22:07:00.0000000Z,"Tech company Pacific Software Publishing, Inc. is offering free and discounted software solutions to restaurants in need with its Restaurants Are Back campaign.",neutral,0.41,0.01,0.58
CRM,When You’re Stuck in Second Place,https://www.business2community.com/public-relations/when-youre-stuck-in-second-place-02391333,2021-03-10T13:57:00.0000000Z,You don’t know what competition is until you challenge yourself to get ahead With all of the tech heavyweights,neutral,0.42,0.08,0.5
CRM,"VERB Partners with Vlad Kachur, Top Social Media Influencer for Small Businesses and ...",https://apnews.com/press-release/globe-newswire/business-technology-small-business-products-and-services-media-238785a5c2fdeb0d3ce36c5647c604a2,2021-03-10T14:47:00.0000000Z,"About VERB VERB Technology Company, Inc. (Nasdaq: VERB) is rapidly emerging as the market leader in business-focused interactive video sales and marketing tools, including livestream ecommerce, CRM, and content management applications. With offices in ...",neutral,0.03,0.01,0.96
CRM,Here Is How Lancôme Used XR To Create New Customer Experiences,https://www.forbes.com/sites/jenniferhicks/2021/03/10/here-is-how-lancme-used-xr-to-create-new-customer-experiences/,2021-03-10T20:26:00.0000000Z,"According to Malik Abu-Ghazaleh, Global Head of Digital Marketing, eCommerce and CRM at Lancôme, XR technology has allowed the company to create true-to-life immersive pop-up experiences for Lancôme consumers around the world. In the time of Covid-19 ...",neutral,0.0,0.0,1.0
CRM,Rootstock Software Partners with XITRICON to Deliver Rootstock Cloud ERP to the Middle East,https://www.businesswire.com/news/home/20210309005857/en/Rootstock-Software-Partners-with-XITRICON-to-Deliver-Rootstock-Cloud-ERP-to-the-Middle-East,2021-03-10T12:01:00.0000000Z,"When combined with Salesforce CRM, Rootstock Cloud ERP offers manufacturing, distribution, and supply chain organizations a single platform to grow and manage their businesses. Rootstock Cloud ERP is a flexible, modern, and digitally connected system that ...",positive,0.79,0.0,0.21
CRM,"Realnex Delivers Major Update To Realnex Navigator, The Most Comprehensive Digital Solution For The Commercial Real Estate Industry",https://markets.businessinsider.com/news/stocks/realnex-delivers-major-update-to-realnex-navigator-the-most-comprehensive-digital-solution-for-the-commercial-real-estate-industry-1030168813,2021-03-10T13:54:00.0000000Z,"RealNex, the leading commercial real estate technology company, announces the release of enhancements to RealNex Navigator. The new enhancements further advance its market leading solutions for business development and property marketing.",neutral,0.02,0.01,0.97
CRM,The Pandemic Is A Year Old. Here's The Best (And Worst) of Advisor Tech,https://www.wealthmanagement.com/technology/pandemic-year-old-heres-best-and-worst-advisor-tech,2021-03-10T22:42:00.0000000Z,"Developing New Clients Remotely Now, as vaccines are distributed around the world and advisor conference planners permit themselves a glimmer of hope for 2021, it’s becoming clearer just how the pandemic changed the industry.",positive,0.52,0.11,0.37
CRM,"VERB Partners with Vlad Kachur, Top Social Media Influencer for Small Businesses and Entrepreneurs, to Drive Awareness of Livestream eCommerce App",https://markets.businessinsider.com/news/stocks/verb-partners-with-vlad-kachur-top-social-media-influencer-for-small-businesses-and-entrepreneurs-to-drive-awareness-of-livestream-ecommerce-app-1030169293,2021-03-10T15:16:00.0000000Z,"Partnership expected to increase awareness of verbTEAMS, a powerful livestream ecommerce sales and marketing tool for small businesses,",positive,0.86,0.0,0.14
CRM,Wealthtechs launch personalization tools for advisers,https://www.investmentnews.com/wealthtechs-launch-personalization-tools-for-advisers-203803,2021-03-10T19:51:00.0000000Z,Wealthtechs Riskalyze and AssetMark are launching tools addressing the personalization trend to capture adviser attention.,neutral,0.1,0.01,0.89
CRM,Litify Chooses Vonage as its Preferred Contact Center Partner to Enhance Customer Experience for Legal Service Providers,https://www.law.com/legalnewswire/news.php?id=2848493,2021-03-10T16:42:00.0000000Z,"Litify Chooses Vonage as its Preferred Contact Center Partner to Enhance Customer Experience for Legal Service Providers. Mar 10, 2021 11:42 AM ET. Legal Newswire POWERED BY LAW.C",neutral,0.04,0.01,0.95
CRM,Natterbox launches intelligent speech analytics tool for customer call recordings,https://customerthink.com/natterbox-launches-intelligent-speech-analytics-tool-for-customer-call-recordings/,2021-03-10T16:33:00.0000000Z,"Natterbox Ltd. has launched an intelligent conversational and sentiment analytics tool for improved customer experience and business efficiency. Insight will enable better remote training, improve customer satisfaction by identifying positive and negative interactions quickly,",positive,0.73,0.02,0.25
CRM,The Growth Of Remote Workflow Stocks In A Year Unlike Any Other,https://www.msn.com/en-us/money/news/the-growth-of-remote-workflow-stocks-in-a-year-unlike-any-other/ar-BB1eskQx,2021-03-10T18:05:12.0000000Z,"The pandemic forced companies into finding ways for employees to work remotely from home. In order to make this a possibility, companies harnessed technology to allow businesses to continue to operate virtually.",negative,0.0,0.99,0.01
CRM,Restaurant CRM Market 2021 to Perceive Biggest Trend and Opportunity by 2029,https://ksusentinel.com/2021/03/10/restaurant-crm-market-2021-to-perceive-biggest-trend-and-opportunity-by-2029/,2021-03-10T12:45:00.0000000Z,"The recently released report by Market Research Inc titled as Global Restaurant CRM market is a detailed analogy that gives the reader an insight into the intricacies of the various elements like the growth rate, and impact of the socio-economic ...",positive,0.54,0.02,0.44
CRM,"If You’re Not Bullish on salesforce.com, inc. (NYSE:CRM) Now, You’ll Kick Yourself Later",https://stocksregister.com/2021/03/10/if-youre-not-bullish-on-salesforce-com-inc-nysecrm-now-youll-kick-yourself-later/,2021-03-10T20:00:00.0000000Z,"salesforce.com, inc. (NYSE:CRM) price is hovering higher on Wednesday, Mar 10, jumping 1.3% above its previous close. Get the hottest stocks to trade every day before the market opens 100% free. Click here now. A look at today’s price movement shows that ...",positive,0.8,0.0,0.2
CRM,salesforce.com inc. (CRM) market price of $211.53 offers the impression of an exciting value play,https://investchronicle.com/2021/03/10/salesforce-com-inc-crm-market-price-of-211-53-offers-the-impression-of-an-exciting-value-play/,2021-03-10T14:36:00.0000000Z,"When it comes to the year-to-date metrics, the salesforce.com inc. (CRM) recorded performance in the market was -4.94%, having the revenues showcasing -6.34% on a quarterly basis in comparison with the same period year before. At the time of this writing ...",positive,0.53,0.11,0.36
CRM,CRM Stock Price: $315 Target By Goldman Sachs,https://pulse2.com/crm-stock-price-nyse-salesforce-com-315-target-by-goldman-sachs/,2021-03-10T03:48:00.0000000Z,"The stock price of Salesforce.com, Inc (NYSE: CRM) has received a price target of $315 from Goldman Sachs. These are the details.",neutral,0.03,0.01,0.96
CRM,"Hotel Customer Relationship Management(CRM) Software Market Next Big Thing: Major Giants NetSuite, Freshdesk, Hatchbuck",https://www.openpr.com/news/2254719/hotel-customer-relationship-management-crm-software-market,2021-03-10T18:17:00.0000000Z,Global Hotel Customer Relationship Management CRM Software Market Size Status and Forecast 2019 2025 is latest research study released by HTF MI evaluating the market highlighting opportunities risk side analysis and leveraged with strategic and tactical decision making support The,neutral,0.01,0.08,0.91
CRM,How Staffing Leaders Can Make a Big Win with Innovation,http://www.thestaffingstream.com/2021/03/10/how-staffing-leaders-can-make-a-big-win-with-innovation/,2021-03-10T22:31:00.0000000Z,"Technology advancements have a role in every industry, and the staffing sector is no exception. Several vital innovations have enriched the hiring process for staffing managers and candidates.",positive,0.53,0.02,0.45
CRM,Introducing The Virtual PA - A New Partnership Powered by Bulldog Adjusters,https://www.wicz.com/story/43477784/introducing-the-virtual-pa-a-new-partnership-powered-by-bulldog-adjusters,2021-03-10T20:02:00.0000000Z,"With access to our proprietary CRM, you will have visibility to ensure that your customers are being taken care of from start to finish. • Complete Claims Processing - From Filing the claim to writing the estimate, calling the insurance company ...",positive,0.91,0.01,0.08
CRM,Refinitiv integrates equity ownership data with client management platform Tier1,https://www.thetradenews.com/refinitiv-integrates-equity-ownership-data-with-client-management-platform-tier1/,2021-03-10T11:20:00.0000000Z,"Tier1 said the integration will eliminate participants needs to harmonise input from disparate data platforms, instead streamlining data within its CRM technology.",neutral,0.0,0.01,0.99
CRM,SalesForce – Salesforce.com Inc (CRM) Rises 1.83% for March 09,https://fintechzoom.com/fintech_news_salesforce/salesforce-salesforce-com-inc-crm-rises-1-83-for-march-09/,2021-03-10T02:31:00.0000000Z,"Among the biggest risers on the S&P 500 on Tuesday March 09 was Salesforce.com Inc ($CRM), popping some 1.83% to a price of $211.53 a share with some 9.73 million shares trading hands. Starting the day trading at $212.18, Salesforce.com Inc reached an ...",neutral,0.02,0.02,0.96
CRM,"FlickFusion Releases Chrome Extension, Making it Easy for Dealers to Send Links to Video Landing Pages",https://www.wicz.com/story/43476725/flickfusion-releases-chrome-extension-making-it-easy-for-dealers-to-send-links-to-video-landing-pages,2021-03-10T15:47:00.0000000Z,"Our Chrome extension allows anyone in the dealership to instantly access their library of videos”— Tim James, COO, FlickFusion URBANDALE, IA, UNITED STATES,",neutral,0.01,0.0,0.99
CRM,"Social Media Marketing Software Market Is Booming Worldwide : HubSpot, Bitrix, SEMrush",http://www.sbwire.com/press-releases/social-media-marketing-software-market-is-booming-worldwide-hubspot-bitrix-semrush-1330771.htm,2021-03-10T21:53:00.0000000Z,What's Ahead in the Global Social Media Marketing Software Market? Benchmark yourself with strategic steps and conclusions recently published by AMA,neutral,0.1,0.02,0.88
DIS,"4 Top Stock Trades for Wednesday: TSLA, DIS, BB, MDB",https://www.msn.com/en-us/finance/topstocks/4-top-stock-trades-for-wednesday-tsla-dis-bb-mdb/ar-BB1eqgPe,2021-03-10T03:31:59.0000000Z,"Tesla, Disney, BlackBerry and MongoDB were our top stock trades for Wednesday. Let's look at how the charts are setting up now. More From InvestorPlace Why Everyone Is Investing in 5G All WRONG It doesn’t matter if you have $500 in savings or $5 million.",negative,0.0,1.0,0.0
DIS,NHL Returns To ESPN After 16 Years Away,https://www.msn.com/en-us/sports/nhl/nhl-returns-to-espn-after-16-years-away/ar-BB1esAHu,2021-03-10T20:27:45.0000000Z,"Walt Disney Co (NYSE: DIS) and its ESPN subsidiary announced a seven-year partnership with the National Hockey League covering television, streaming and media rights.",neutral,0.0,0.0,1.0
DIS,"Disney Bull Thesis: Understanding Impact of Streaming, Parks",https://www.thestreet.com/video/disney-bull-thesis-streaming-parks,2021-03-10T22:25:00.0000000Z,"Jeff Marks, senior portfolio analyst with Jim Cramer's Action Alerts PLUS, weighs in on Disney.",neutral,0.01,0.0,0.99
DIS,Rats! Disney World Pushes Out New Ride Opening to October,https://www.msn.com/en-us/finance/companies/rats-disney-world-pushes-out-new-ride-opening-to-october/ar-BB1erWRd,2021-03-10T15:25:00.0000000Z,You're going to have to wait for a rat infestation at Walt Disney 's ( NYSE:DIS) Epcot theme park in Florida. Disney World announced on Tuesday that the Ratatouille -themed ride that was initially slated to open last summer will wait until Oct.,negative,0.13,0.48,0.39
DIS,"What's Next For NBA Top Shot? The First Mint Podcast Hosts On Growth Of NFTs, Strategies And More",https://www.benzinga.com/markets/cryptocurrency/21/03/20085089/whats-next-for-nba-top-shot-the-first-mint-podcast-hosts-on-growth-of-nfts-strategies-and-,2021-03-10T18:20:00.0000000Z,"NBA Top Shot has been one of the most followed stories in the NFT market and Benzinga was recently joined by Luc Doucet of The First Mint, an NBA Top Shot-themed podcast and special guest PlungeFather.",neutral,0.01,0.01,0.98
DIS,Three Questions For Disney’s Next 100 Million Streaming Subscribers,https://www.forbes.com/sites/dbloom/2021/03/10/three-questions-for-disneys-next-100-million-streaming-subscribers/,2021-03-10T19:51:00.0000000Z,"Disney+ hit 100 million subscribers this week, but Disney needs to answer three big questions about its lead streaming service and two others if it wants to catch up to Netflix",neutral,0.05,0.04,0.91
DIS,Norwegian Cruise Line Sets New Booking Record,https://www.msn.com/en-us/finance/markets/norwegian-cruise-line-sets-new-booking-record/ar-BB1essbc,2021-03-10T18:49:00.0000000Z,"Proving there is still significant latent demand for going on a cruise, Norwegian Cruise Line ( NYSE:NCLH) said its Oceania Cruise brand notched a record by booking the most voyages in a single day in the company's 18-year history.",neutral,0.04,0.05,0.91
DIS,"Dow's nearly 325-point rally highlighted by gains in Walgreens Boots, Boeing shares",https://www.msn.com/en-us/finance/topstocks/dows-nearly-325-point-rally-highlighted-by-gains-in-walgreens-boots-boeing-shares/ar-BB1erWwQ,2021-03-10T14:47:00.0000000Z,"Shares of Walgreens Boots and Boeing are posting positive growth Wednesday morning, leading the Dow Jones Industrial Average rally. The Dow was most",positive,0.66,0.02,0.32
DIS,Making A List Of Top Entertainment Stocks To Watch Right Now? 4 To Know,https://www.nasdaq.com/articles/making-a-list-of-top-entertainment-stocks-to-watch-right-now-4-to-know-2021-03-10,2021-03-10T16:33:00.0000000Z,"Likewise, DIS stock appears to be having the same effect on investors as well, seeing as it hit a new all-time high earlier on Monday. Speaking of Disney+, the company revealed that the platform hit the milestone of 100 million subscribers yesterday.",neutral,0.06,0.1,0.84
DIS,A comparative analysis of ambulatory BP profile and arterial stiffness between CAPD and APD | Journal of Human Hypertension,https://www.nature.com/articles/s41371-021-00516-5,2021-03-10T19:10:31.0000000Z,"Prior studies have associated automated peritoneal dialysis (APD) with less effective volume and blood pressure (BP) control as compared with continuous ambulatory peritoneal dialysis (CAPD). Our study aimed to compare the volume status,",neutral,0.02,0.01,0.97
DIS,"Franchise Group, Inc. Announces Fourth Quarter and Full Fiscal Year 2020 Financial Results",https://finance.yahoo.com/news/franchise-group-inc-announces-fourth-210100491.html,2021-03-10T21:26:00.0000000Z,"Franchise Group, Inc. (NASDAQ: FRG) (“Franchise Group” or the “Company”) today announced the results of its fourth quarter and fiscal year ended December 26, 2020. For the fourth quarter of 2020, total reported revenue for Franchise Group was $496.",neutral,0.0,0.03,0.97
DIS,A Trio of Strong Performers to Consider,https://news.yahoo.com/trio-strong-performers-consider-162143542.html,2021-03-10T16:21:00.0000000Z,These stocks have beaten the S&P 500 recently,negative,0.0,1.0,0.0
DIS,Apple Stock: 7 Takeaways From the Shareholders Meeting,https://news.yahoo.com/apple-stock-7-takeaways-shareholders-193943088.html,2021-03-10T22:06:00.0000000Z,"Here are some things Apple investors should know.Apple (ticker: AAPL) shares have gotten off to an uncharacteristically shaky start to 2021, down about 7% year to date.",negative,0.01,0.76,0.23
DIS,Familial paroxysmal kinesigenic dyskinesia with a novel missense variant (Arg2866Trp) in NBEA,https://www.nature.com/articles/s10038-021-00914-0,2021-03-10T16:44:58.0000000Z,"Phenotypes, genotypes, and the management of paroxysmal movement disorders. Dev Med Child Neurol. 2018;60:559–65. Bruno MK, Hallett M, Gwinn-Hardy K, Sorensen B, Considine E, Tucker S, et al. Clinical evaluation of idiopathic paroxysmal kinesigenic dyskinesia: new diagnostic criteria.",neutral,0.02,0.01,0.97
DIS,Inspector Blasts LA Sheriff's Department Over Shootings,https://patch.com/california/los-angeles/inspector-blasts-la-sheriffs-department-over-shootings,2021-03-10T22:37:00.0000000Z,"\"Although every violent encounter is unfortunate, we reject the notion that the existence of a DIS is indicative of some manner of wrongdoing or mismanagement. \"\"Our personnel make split-second ...\"",negative,0.0,1.0,0.0
DIS,Disney Store Closures 2021: Which Locations Are Closing? [Complete List],https://www.ibtimes.com/disney-store-closures-2021-which-locations-are-closing-complete-list-3159620,2021-03-10T12:18:00.0000000Z,"Disney (DIS) joined a growing list of retailers to announce they are shuttering stores in 2021 amid the pandemic earlier this month, and now the company has revealed which locations will be closed. The company said in early March that at least 60 stores ...",negative,0.01,0.65,0.34
DIS,"South Africa Cosmetics Industry Report 2021: Influencing Factors, Competition, Outlook, Growing Trends, Industry Associations",https://markets.businessinsider.com/news/stocks/south-africa-cosmetics-industry-report-2021-influencing-factors-competition-outlook-growing-trends-industry-associations-1030170514,2021-03-10T21:18:00.0000000Z,"\"The \"\"The Cosmetics Industry in South Africa 2021\"\" report has been added to ResearchAndMarkets.com's offering. This report focuses on South A\"",neutral,0.01,0.01,0.98
DIS,7 Media Stocks That Are Contrarian Plays on the Future of Cable,https://www.msn.com/en-us/finance/topstocks/7-media-stocks-that-are-contrarian-plays-on-the-future-of-cable/ss-BB1esdG1,2021-03-10T18:21:13.0000000Z,"As pay-TV subscription declines level off because of too many streaming services, revenue growth will accelerate for these media stocks.",positive,0.43,0.35,0.22
DIS,"Saskatchewan's Moe says revenue, length of pandemic behind doubt on 2024 deficit goal",https://www.msn.com/en-ca/money/topstories/saskatchewan-s-moe-says-revenue-length-of-pandemic-behind-doubt-on-2024-deficit-goal/ar-BB1eslwo?bcid=5cf7e0e5100db404a0b43694&bhid=5e068fab1c43b514d43b5d84&dis=communication_four&dm=meals-no-shipping&c=15006097389542886612%252C9256196298201099741%252C3720890262484345677%252C17221804531433837120%252C6986634565810285214&mkt=en-sg%252Cen-sg%252Cen-sg%252Cen-sg%252Cen-sg&parent-subcat=foodnews,2021-03-10T19:34:00.0000000Z,Saskatchewan Premier Scott Moe says revenue uncertainty is why his government doubts it will eliminate the province's $2-billion deficit by a campaign pledge of 2024. He confirms a balanced budget will not be included in the four-year fiscal outlook when his Saskatchewan Party government unveils next year's budget in April.,negative,0.0,0.99,0.01
DIS,"NHL, Disney reach seven-year multi-platform broadcast deal",https://www.nasdaq.com/articles/nhl-disney-reach-seven-year-multi-platform-broadcast-deal-2021-03-10,2021-03-10T20:25:00.0000000Z,"March 10 (Reuters) - The National Hockey League and Walt Disney Co DIS.N have agreed to a seven-year TV, streaming and media rights deal that will bring games to ABC, ESPN and streaming platforms, the two organizations said on Wednesday. The partnership ...",neutral,0.2,0.02,0.78
DIS,Investors are Ignoring the Problem With Paramount,https://markets.businessinsider.com/news/stocks/viac-stock-investors-are-ignoring-the-problem-with-paramount-1030170266,2021-03-10T19:17:00.0000000Z,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips ViacomCBS (NASDAQ:VIAC) stock has a problem summed up in the new name of its",negative,0.0,0.81,0.19
DIS,Local Disney Store scheduled to close this month,https://www.bizjournals.com/sacramento/news/2021/03/10/disney-store-closing-roseville-galleria.html,2021-03-10T13:58:00.0000000Z,"\"A Disney store in the Westfield Galleria at Roseville will close \"\"on or before March 23","\"\" according to that store's website.\"",neutral,0.0,0.01
DIS,Disney+ Streaming Service Exceeds 100 Million Subscribers,https://www.marketwatch.com/press-release/disney-streaming-service-exceeds-100-million-subscribers-2021-03-10-7197031,2021-03-10T14:33:00.0000000Z,"The MarketWatch News Department was not involved in the creation of this content. Mar 10, 2021 (Baystreet.ca via COMTEX) -- The Disney+ (NYSE:DIS) streaming service has reached a new milestone. Walt Disney Co.'s flagship streaming platform has surpassed ...",negative,0.02,0.9,0.08
DIS,"Dow ends above 32,000 milestone for first time. Here's how it got there",https://www.morningstar.com/news/marketwatch/20210310828/dow-ends-above-32000-milestone-for-first-time-heres-how-it-got-there,2021-03-10T16:06:00.0000000Z,"The Dow Jones Industrial Average on Wednesday closed above the psychologically significant 32,000 level, registering a milestone during a turbulent period for the stock market as the economic recovery from the pandemic takes shape.",neutral,0.01,0.07,0.92
DIS,Where do analysts think the The Walt Disney Company (NYSE:DIS) is going,https://stocksregister.com/2021/03/10/where-do-analysts-think-the-the-walt-disney-company-nysedis-is-going/,2021-03-10T19:00:00.0000000Z,"The Walt Disney Company (NYSE:DIS) price is hovering higher on Wednesday, Mar 10, jumping 0.89% above its previous close. Get the hottest stocks to trade every day before the market opens 100% free. Click here now. A look at today’s price movement shows ...",positive,0.8,0.0,0.2
DIS,Janet Wood­cock and Fran­cis Collins dish on lessons learned from the pan­dem­ic,https://endpts.com/janet-woodcock-and-francis-collins-dish-on-lessons-learned-from-the-pandemic/,2021-03-10T19:40:00.0000000Z,"While point­ing to her pub­li­ca­tion last month in Na­ture Re­views Drug Dis­cov­ery, she ex­plained how just 5% of the al­most 3,000 Covid-19 ther­a­peu­tic tri­als were ac­tu­al ...",negative,0.03,0.84,0.13
DIS,LA County Sheriff’s Department Pushes Back Against Inspector General’s Allegations,https://www.pasadenanow.com/main/la-county-sheriffs-department-pushes-back-against-inspector-generals-allegations/,2021-03-10T21:52:00.0000000Z,"The Sheriff’s Department pushed back hard today against a warning by one of the county’s chief watchdogs that the department’s defiance of reforms had recently intensified. “It is unfortunate (Inspector General Max Huntsman) continues to misinform the Board of Supervisors,",negative,0.0,1.0,0.0
DIS,Arc­tic Vi­sion col­lects $100M to bring US eye dis­ease can­di­dates over­seas,https://endpts.com/arctic-vision-collects-100m-to-bring-us-eye-candidates-overseas/,2021-03-10T15:45:00.0000000Z,"With three eye dis­ease can­di­dates, in-li­censed from the US, Shang­hai-based Arc­tic Vi­sion has hooked more than $100 mil­lion to see the ther­a­pies to the Chi­nese mar­ket ...",positive,0.64,0.16,0.2
DIS,LA County Sheriff’s Department Pushes Back Against OIG’s Allegations,https://mynewsla.com/crime/2021/03/10/la-county-sheriffs-department-pushes-back-against-oigs-allegations/,2021-03-10T18:42:00.0000000Z,"The Sheriff’s Department pushed back hard Wednesday against a warning by one of the county’s chief watchdogs that the department’s defiance of reforms had recently intensified. “It is unfortunate (Inspector General Max Huntsman) continues to misinform the Board of Supervisors,",negative,0.0,1.0,0.0
DIS,Deft destination Dis-Connect from Royal Delft and Dutch meetings industry,https://www.c-mw.net/deft-destination-dis-connect-from-royal-delft-and-dutch-meetings-industry/,2021-03-10T10:14:00.0000000Z,"“The casual approach made it a welcome distraction from everyday reality as we experience it at the moment,” he said. “The Dis-Connect Masterclass was organised to simply have an informal contact moment with our target audience. Short but sweet with ...",positive,0.78,0.18,0.04
DIS,"Zionists Pioneered ‘Cancel Culture,’ Professor Claims",https://www.algemeiner.com/2021/03/10/zionists-pioneered-cancel-culture-professor-claims/,2021-03-10T22:24:00.0000000Z,"American Zionists are to blame for pioneering cancel culture, a British professor claims in a new article. Under the headline “The Spectre of Totalitarianism,” the essay by Edward Skidelsky in the March 2021 issue of The Critic warns against “the new intolerance,",negative,0.0,0.99,0.01
DIS,Public Charge Rule Dead as Supreme Court Dismisses Court Case,https://www.indiawest.com/news/global_indian/public-charge-rule-dead-as-supreme-court-dismisses-court-case/article_47daf52e-81e1-11eb-aeb6-733f88c3529c.html,2021-03-10T21:00:00.0000000Z,"Ending a signature Trump era policy, the Supreme Court March 9 dismissed the Department of Homeland Security v. New York case, which challenged the public charge rule that effectively imposed",negative,0.04,0.53,0.43
DIS,Abigail McGrath — doubts about the pandemic,https://www.mvtimes.com/2021/03/10/abigail-mcgrath-doubts-pandemic/,2021-03-10T17:26:00.0000000Z,"I have been wrong a lot of times in my life. I have been cynical and closed-minded and all of that. But NEVER have I been as wrong as I was about March 2020. I dug through my emails, and this is what I found that I wrote to my brain trust buddies at Mocha",mixed,0.25,0.75,0.0
AMZN,"Amazon (AMZN) Launches One Zone Storage, Expands AWS Portfolio",https://finance.yahoo.com/news/amazon-amzn-launches-one-zone-165004154.html,2021-03-10T16:50:00.0000000Z,"Amazon’s AMZN cloud-computing arm Amazon Web Services (“AWS”) unveiled One Zone storage classes for Amazon Elastic File System (Amazon EFS). With the launch, the company strives to offer an option of serverless,",neutral,0.0,0.0,1.0
AMZN,Is Instacart Headed To Be America's Top Grocer?,https://www.benzinga.com/news/21/03/20103105/is-instacart-headed-to-be-americas-top-grocer,2021-03-10T17:45:00.0000000Z,Point of Sale retail supply chain newsletter sponsored by ArcBest. Instacart had a crazy year. Capped off by last week's,mixed,0.3,0.56,0.14
AMZN,Is It Finally Time to Buy Apple Stock?,https://www.msn.com/en-us/finance/topstocks/is-it-finally-time-to-buy-apple-stock/ar-BB1esvIa,2021-03-10T21:05:00.0000000Z,"Apple stock continues to lag, as investors wonder if the current dip is one to avoid or one to buy. To answer that question: It depends on your time frame.",negative,0.0,1.0,0.0
AMZN,Amazon Investment Strengthens Partnership With Cargo Airline ATSG,https://www.benzinga.com/m-a/21/03/20103122/amazon-investment-strengthens-partnership-with-cargo-airline-atsg,2021-03-10T17:23:00.0000000Z,"Amazon.com (NASDAQ: AMZN) has taken a minority stake in cargo airline Air Transport Services Group (NASDAQ: ATSG), strengthening a strategic partnership in its fast-growing private air network that supports e-commerce fulfillment. ATSG said in an SEC ...",neutral,0.04,0.06,0.9
AMZN,Amazon likely targeting another industrial building near CLT for Charlotte location,https://www.bizjournals.com/charlotte/news/2021/03/10/amazon-delivery-station-beam-road-industrial.html,2021-03-10T14:28:00.0000000Z,"Amazon has been rapidly expanding its local footprint, and it appears to be teeing up another facility near Charlotte Douglas International Airport.",neutral,0.01,0.02,0.97
AMZN,3 Top Stocks to Buy During This Market Crash,https://www.msn.com/en-us/finance/companies/3-top-stocks-to-buy-during-this-market-crash/ar-BB1erCVz,2021-03-10T12:00:00.0000000Z,"Many investors still have vivid memories of the COVID-19-induced stock market crash last March, and might be wondering whether this is history repeating itself. Fear not, for market corrections represent fantastic opportunities for investors that have been waiting on the sides to buy at the right time.",mixed,0.32,0.67,0.01
AMZN,9 Growth Stocks That Are Undervalued,https://news.yahoo.com/9-growth-stocks-undervalued-222359260.html,2021-03-10T22:23:00.0000000Z,"There are still a few value plays left for the taking. Interest rates have been at historically low levels for most of the past decade, and growth stocks have led the stock market charge to all-time highs.",neutral,0.25,0.12,0.63
AMZN,Elon Musk made $25 billion Tuesday,https://www.cnn.com/2021/03/10/investing/elon-musk-net-worth/index.html,2021-03-10T18:23:00.0000000Z,"Musk owns nearly 18% of Tesla's shares. Musk and Amazon (AMZN) CEO Jeff Bezos have been swapping places atop Bloomberg's list of richest people in the world since January. Musk is still in second place, but only $6 billion behind Bezos. His net worth is $ ...",mixed,0.31,0.43,0.26
