Country,Product_Category,Product,Channel,Gender,Sessions,Device_Category,Sources,Conversations,Page,Visits,Unique_Visitors,Browser,Sentiment,Duration_min,Region,Customer_Segment,Daily_Users,Conversion_Rate,Return_Visitors,Tweets,Retweets,Hashtags,Campaign_Name
USA,Helmet,Alienzone Black Matte,Online,Fem; Male,1234,Tablet,Google,Twitter,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,1911,32,Funky,Hit the Track
USA,Brake Pad,Ceramic NTC,Online,Female,855,Tablet,Direct,Forum,Shipping Details,506,87,Internet Explorer,Positive,1,North & Central America,Baby Boomers (45 – 60s),203,18,87,516,28,ShadesOfSteel,Hit the Track
USA,Sunglasses,Shark NXT Field Track,Online,Fem; Male,1247,Desktop,Google,Twitter,Shipping Details,459,127,Internet Explorer,Neutral,8,South America,Boomer; GenX; GenY; GenZ,221,45,76,987,39,RaceEachother,Hit the Track
USA,Helmet,Cruiser WRX,Online,Fem; Male,1254,Mobile,Others,Forum,Shipping Details,519,132,Internet Explorer,Neutral,3,South America,Boomer; GenX; GenY; GenZ,283,44,82,1624,46,RaceTrack,Hit the Track
USA,Helmet,Warrior Hulk,Online,Female,867,Desktop,Facebook,Facebook,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,763,45,EmeraldBeauty,Racer Club
USA,Spoiler,Lighted?Spoiler,Online,Female,916,Mobile,Bing,Forum,Shipping Details,585,151,Internet Explorer,Negative,8,South America,Boomer; GenX; GenY; GenZ,458,10,182,1122,21,SportsCar,Wheels That Matter
USA,Spoiler,Lighted?Spoiler,Online,Fem; Male,1299,Mobile,Direct,Twitter,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,1432,25,GettingTraction,Get Sporty
USA,Helmet,Carbon XTR,Online,Male,756,Tablet,Yahoo,Twitter,Contact Us,445,200,Firefox,Negative,1,North & Central America,Gen Y (80 – 2000s),491,46,200,1374,48,BeatMySteel,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1251,Mobile,Direct,Twitter,Shipping Details,400,183,Firefox,Positive,6,South America,Boomer; GenX; GenY; GenZ,271,34,105,1752,32,AlloyWheel,Racer Club
USA,Sunglasses,Shark Track,Online,Fem; Male,1294,Tablet,Facebook,Forum,Shipping Details,543,112,Firefox,Positive,8,South America,Boomer; GenX; GenY; GenZ,445,10,79,955,39,BinoTheDino,Racer Club
USA,Sunglasses,SportBand Flak RADR ,Online,Female,893,Tablet,Others,Facebook,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,573,23,ShadesOfSteel,Hit the Track
USA,Brake Pad,Ceramic NTC,Online,Other,853,Tablet,Others,Facebook,Contact Us,567,193,Firefox,Positive,4,South America,Gen Y (80 – 2000s),282,38,193,1174,39,SportsConvertible,Hit the Track
USA,Helmet,Air Flow Shark,Online,Other,1287,Mobile,Direct,Twitter,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,1275,39,LetsRace,Beyond Wheels
USA,Hat,Trilby,Online,Male,541,Tablet,Direct,Blogs,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,603,44,Anytime,Beyond Wheels
USA,Hat,Fedora,Online,Other,1287,Mobile,Direct,Twitter,Shipping Details,458,195,Internet Explorer,Positive,4,South America,Boomer; GenX; GenY; GenZ,214,26,109,1962,25,LetsRace,Racer Club
USA,Alloy Wheel,WHEEL SUPERCHROME 12.15 X 23.02.35 PCD 32 BOLT 10 STUD,Online,Other,1269,Mobile,Direct,Facebook,Products,408,141,Firefox,Negative,6,North & Central America,Boomer; GenX; GenY; GenZ,330,14,77,647,31,GorgeousMatte,Racer Club
USA,Alloy Wheel,WHEEL FORGED 10.15 X 23.02 285 PCD 26 BOLT 10 STUD,Online,Male,523,Mobile,Google,Facebook,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,1278,94,TealNoFeel,Racer Club
USA,Hat,Trilby,Online,Female,799,Mobile,Others,Twitter,HomePage,579,154,Internet Explorer,Positive,2,South America,Gen Y (80 – 2000s),269,15,154,944,33,AttackTheTrack,Get Sporty
USA,Helmet,Air Flow Shark,Online,Fem; Male,952,Mobile,Direct,Twitter,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,1263,39,RaceCar,Hit the Track
USA,Hat,Fedora,Online,Male,658,Tablet,Others,Forum,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,1754,44,MetalWheel,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Male,952,Mobile,Google,Facebook,HomePage,527,109,Internet Explorer,Neutral,1,South America,Gen Z (2000s - now),226,33,109,894,22,EmeraldBeauty,Racer Club
USA,Sunglasses,Sportax RADR,Online,Male,1289,Desktop,Google,Facebook,Products,425,158,Firefox,Negative,3,North & Central America,Baby Boomers (45 – 60s),329,11,158,1533,34,RedHotRuby,Fun with Colors
USA,Sunglasses,Sportax RADR,Online,Fem; Male,511,Mobile,Yahoo,Twitter,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,598,54,MetalWheel,Racer Club
USA,Sunglasses,Shark Track,Online,Female,889,Mobile,Direct,Facebook,Contact Us,462,140,Firefox,Negative,2,South America,Gen Y (80 – 2000s),414,41,140,1615,92,MetalWheel,Hit the Track
USA,Helmet,Carbon XTR,Online,Fem; Male,1303,Tablet,Yahoo,Twitter,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,964,59,BinoTheDino,Hit the Track
USA,Alloy Wheel,WHEEL FORGED 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Male,764,Tablet,Bing,Forum,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,1811,24,OffRoadTires,Racer Club
USA,Spoiler,GTS Style Carbon Fiber Rear Trunk Spoiler,Online,Fem; Male,952,Mobile,Direct,Twitter,Contact Us,491,119,Firefox,Positive,1,South America,Baby Boomers (45 – 60s),362,20,119,1182,59,GoCart,Get Sporty
USA,Sunglasses,Shark NXT Field Track,Online,Male,961,Tablet,Others,Twitter,Contact Us,408,184,Firefox,Negative,3,North & Central America,Gen Z (2000s - now),473,18,184,235,26,GorgeousGlares,Beyond Wheels
USA,Spoiler,Front?Spoiler,Online,Male,884,Desktop,Yahoo,Forum,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,726,28,HulkHelmet,Hit the Track
USA,Hat,Top Hat,Online,Male,720,Mobile,Bing,Facebook,Shipping Details,445,168,Internet Explorer,Positive,1,South America,Gen Y (80 – 2000s),274,10,168,969,38,DancingWithTires,Racer Club
USA,Hat,Fedora,Online,Male,1307,Desktop,Google,Twitter,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,538,45,FavoritePassTime,Racer Club
USA,Brake Pad,Low Metallic NAO 35XST,Online,Other,878,Desktop,Google,Twitter,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,1989,45,GettingTraction,Hit the Track
USA,Spoiler,Pedestal?Spoiler,Online,Fem; Male,1291,Tablet,Yahoo,Twitter,Shipping Details,507,144,Firefox,Positive,3,South America,Boomer; GenX; GenY; GenZ,375,45,180,690,86,HotRide,Beyond Wheels
USA,Sunglasses,Sportax Path,Online,Male,854,Mobile,Direct,Blogs,Shipping Details,506,87,Internet Explorer,Positive,1,North & Central America,Baby Boomers (45 – 60s),203,18,87,1870,50,NeedForSpeed,Get Sporty
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Male,840,Tablet,Others,Facebook,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,713,48,Anytime,Racer Club
USA,Spoiler,Roof?Spoiler,Online,Fem; Male,1261,Tablet,Yahoo,Facebook,Contact Us,435,163,Internet Explorer,Negative,3,South America,Gen Y (80 – 2000s),400,50,163,1915,63,UltraLux,Hit the Track
USA,Sunglasses,PlayMax Field,Online,Female,532,Desktop,Yahoo,Blogs,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1648,28,RaceEachother,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 17.5 X 6.75 225 PCD 26 BOLT 10 STUD,Online,Female,889,Mobile,Direct,Facebook,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,981,48,TitaniumWheel,Racer Club
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Male,1307,Desktop,Google,Twitter,Shipping Details,585,151,Internet Explorer,Negative,8,South America,Boomer; GenX; GenY; GenZ,458,10,182,596,31,Race,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Female,773,Mobile,Bing,Twitter,Contact Us,445,200,Firefox,Negative,1,North & Central America,Gen Y (80 – 2000s),491,46,200,1067,40,NeedForSpeed,Wheels of Steel
USA,Hat,Trapper Hat,Online,Male,1265,Desktop,Google,Facebook,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,1591,47,Formula1,Fun with Colors
USA,Sunglasses,SportBand Flak RADR ,Online,Fem; Male,1297,Tablet,Yahoo,Facebook,Shipping Details,475,98,Internet Explorer,Positive,4,South America,Gen X (60 – 80s),461,19,98,1264,36,NeedForSpeed,Beyond Wheels
USA,Helmet,Alienzone Black Matte,Online,Fem; Male,897,Mobile,Facebook,Blogs,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,341,46,GorgeousGlares,Get Sporty
USA,Hat,Baseball Cap,Online,Male,720,Mobile,Bing,Facebook,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,1820,33,DazzleSpin,Racer Club
USA,Spinner,SPINNER WHEEL ADVANCED COMPOSITE SPINNER 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Male,548,Tablet,Direct,Twitter,Contact Us,567,193,Firefox,Positive,4,South America,Gen Y (80 – 2000s),282,38,193,1501,46,ShadesOfSteel,Wheels of Steel
USA,Spoiler,GTS Style Carbon Fiber Rear Trunk Spoiler,Online,Fem; Male,893,Mobile,Yahoo,Facebook,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,1168,89,RubberToTheRoad,Hit the Track
USA,Alloy Wheel,HEX 7/8 X 11 BSF THREAD SPINNER USE,Online,Fem; Male,543,Mobile,Yahoo,Blogs,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,726,20,GoCart,Get Sporty
USA,Sunglasses,PlayMax Field,Online,Fem; Male,1301,Desktop,Google,Facebook,Contact Us,596,136,Internet Explorer,Positive,3,South America,Baby Boomers (45 – 60s),407,43,136,1165,30,Funky,Wheels of Steel
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Fem; Male,1264,Tablet,Facebook,Blogs,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,1944,23,EmeraldBeauty,Fun with Colors
USA,Sunglasses,Sportax RADR,Online,Fem; Male,665,Mobile,Google,Forum,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1862,92,EmeraldBeauty,Hit the Track
USA,Helmet,Supersonic Vent XT,Online,Male,527,Desktop,Yahoo,Facebook,HomePage,579,154,Internet Explorer,Positive,2,South America,Gen Y (80 – 2000s),269,15,154,1706,29,NightFight,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Fem; Male,1281,Mobile,Direct,Facebook,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,566,22,RubberToTheRoad,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,636,Desktop,Yahoo,Facebook,Products,592,59,Internet Explorer,Neutral,5,Asia Pacific,Gen X (60 – 80s),410,48,59,1010,23,Funky,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Other,726,Desktop,Facebook,Forum,Shipping Details,519,132,Internet Explorer,Neutral,3,South America,Boomer; GenX; GenY; GenZ,283,44,82,575,40,RainbowRocks,Racer Club
USA,Brake Pad,XTR Semi Metallic 33NRT,Online,Male,1280,Desktop,Bing,Blogs,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,1974,29,Funky,Hit the Track
USA,Sunglasses,Shark NXT Field Track,Online,Fem; Male,1261,Tablet,Yahoo,Facebook,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,616,38,HotRide,Hit the Track
USA,Hat,Snapback,Online,Female,761,Tablet,Bing,Twitter,Contact Us,462,140,Firefox,Negative,2,South America,Gen Y (80 – 2000s),414,41,140,1328,43,HotRide,Beyond Wheels
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Fem; Male,1245,Mobile,Direct,Facebook,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,1829,81,Premium,Hit the Track
USA,Brake Pad,Ceramic NTC,Online,Female,558,Desktop,Facebook,Blogs,HomePage,500,76,Internet Explorer,Neutral,3,Asia Pacific,Gen X (60 – 80s),405,14,76,649,42,Extravagant,Racer Club
USA,Spoiler,Lighted?Spoiler,Online,Male,938,Tablet,Google,Blogs,Shipping Details,543,112,Firefox,Positive,8,South America,Boomer; GenX; GenY; GenZ,445,10,79,1983,29,NeedForSpeed,Hit the Track
USA,Spoiler,Lighted?Spoiler,Online,Male,855,Mobile,Google,Twitter,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,1497,92,OffRoad,Beyond Wheels
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1297,Tablet,Yahoo,Facebook,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,816,42,FavoritePassTime,Racer Club
USA,Alloy Wheel,LUG NUT COVER 33 MM STEEL AND CHROME.,Online,Female,733,Tablet,Bing,Forum,Shipping Details,445,168,Internet Explorer,Positive,1,South America,Gen Y (80 – 2000s),274,10,168,679,28,MetalWheel,Wheels of Steel
USA,Helmet,Supersonic Vent XT,Online,Fem; Male,1286,Desktop,Bing,Forum,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,1533,63,HulkHelmet,Hit the Track
USA,Sunglasses,Shark Track,Online,Female,579,Mobile,Google,Facebook,Contact Us,431,158,Internet Explorer,Positive,3,Asia Pacific,Gen X (60 – 80s),234,25,158,1801,39,OffRoad,Beyond Wheels
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Female,993,Tablet,Facebook,Twitter,Products,408,141,Firefox,Negative,6,North & Central America,Boomer; GenX; GenY; GenZ,330,14,77,621,40,SportsCar,Wheels of Steel
USA,Sunglasses,PlayMax Field,Online,Fem; Male,637,Mobile,Facebook,Twitter,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,1529,73,FavoritePassTime,Hit the Track
USA,Hat,Fedora,Online,Fem; Male,1301,Desktop,Google,Facebook,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,369,63,GorgeousGlares,Beyond Wheels
USA,Brake Pad,XTR Semi Metallic 33NRT,Online,Male,855,Mobile,Google,Twitter,Contact Us,435,163,Internet Explorer,Negative,3,South America,Gen Y (80 – 2000s),400,50,163,1159,35,Extravagant,Hit the Track
USA,Hat,Newsboy,Online,Other,866,Desktop,Google,Facebook,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,1215,42,BurnRubber,Racer Club
USA,Spoiler,Roof?Spoiler,Online,Fem; Male,1248,Mobile,Others,Blogs,Shipping Details,538,69,Firefox,Positive,5,Asia Pacific,Gen Z (2000s - now),481,48,69,1484,58,BoringBeige,Hit the Track
USA,Sunglasses,Shark Track,Online,Female,514,Mobile,Direct,Forum,Products,425,158,Firefox,Negative,3,North & Central America,Baby Boomers (45 – 60s),329,11,158,783,53,TealNoFeel,Hit the Track
USA,Helmet,Carbon XTR,Online,Fem; Male,1267,Tablet,Yahoo,Twitter,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,1551,94,HotRide,Beyond Wheels
USA,Alloy Wheel,WHEEL SUPERCHROME 12.25 X 23.02 335 PCD 26 BOLT10 STUD,Online,Male,521,Tablet,Others,Forum,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,586,28,GorgeousMatte,Hit the Track
USA,Brake Pad,Organic PPST,Online,Female,787,Mobile,Others,Twitter,Shipping Details,475,98,Internet Explorer,Positive,4,South America,Gen X (60 – 80s),461,19,98,1456,32,RaceEachother,Hit the Track
USA,Sunglasses,Shark Track,Online,Female,898,Desktop,Others,Blogs,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,286,24,GorgeousGlares,Fun with Colors
USA,Sunglasses,SportBand Flak RADR ,Online,Fem; Male,1252,Tablet,Facebook,Blogs,Contact Us,515,124,Internet Explorer,Negative,1,Asia Pacific,Baby Boomers (45 – 60s),361,25,124,1542,51,ChromeRims,Racer Club
USA,Helmet,Air Flow Shark,Online,Female,505,Mobile,Google,Twitter,Contact Us,408,184,Firefox,Negative,3,North & Central America,Gen Z (2000s - now),473,18,184,1898,81,Rims,Racer Club
USA,Sunglasses,PlayMax Field,Online,Fem; Male,1255,Tablet,Yahoo,Twitter,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,887,62,RaceTrack,Get Sporty
USA,Spoiler,Pedestal?Spoiler,Online,Female,993,Tablet,Facebook,Twitter,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,1029,30,Racing,Get Sporty
USA,Hat,Fedora,Online,Fem; Male,637,Mobile,Facebook,Twitter,Contact Us,596,136,Internet Explorer,Positive,3,South America,Baby Boomers (45 – 60s),407,43,136,1347,23,HulkHelmet,Racer Club
USA,Alloy Wheel,WHEEL FORGED 12.25 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Male,792,Desktop,Facebook,Facebook,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1423,42,SportsCar,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1244,Desktop,Bing,Blogs,Shipping Details,459,127,Internet Explorer,Neutral,8,South America,Boomer; GenX; GenY; GenZ,221,45,76,1958,39,SportsCar,Racer Club
USA,Sunglasses,PlayMax Field,Online,Female,772,Mobile,Google,Twitter,Shipping Details,506,87,Internet Explorer,Positive,1,North & Central America,Baby Boomers (45 – 60s),203,18,87,1203,38,EmeraldBeauty,Beyond Wheels
USA,Sunglasses,PlayMax Field,Online,Fem; Male,1283,Desktop,Google,Twitter,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,1145,90,UltraLux,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,624,Mobile,Google,Twitter,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,825,40,Rims,Racer Club
USA,Alloy Wheel,WHEEL FORGED 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,1267,Tablet,Yahoo,Twitter,Shipping Details,519,132,Internet Explorer,Neutral,3,South America,Boomer; GenX; GenY; GenZ,283,44,82,589,60,BeatMySteel,Wheels That Matter
USA,Hat,Top Hat,Online,Male,748,Desktop,Others,Twitter,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,1216,40,BoringBeige,Racer Club
USA,Spoiler,Front?Spoiler,Online,Male,1284,Mobile,Others,Blogs,Shipping Details,400,183,Firefox,Positive,6,South America,Boomer; GenX; GenY; GenZ,271,34,105,1658,35,Funky,Beyond Wheels
USA,Sunglasses,Sportax RADR,Online,Female,854,Mobile,Google,Twitter,Contact Us,445,200,Firefox,Negative,1,North & Central America,Gen Y (80 – 2000s),491,46,200,890,49,AlloyWheel,Hit the Track
USA,Hat,Fedora,Online,Fem; Male,1266,Mobile,Others,Forum,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,1401,43,NeedForSpeed,Fun with Colors
USA,Alloy Wheel,35MM LUG NUT COVERS,Online,Female,514,Mobile,Direct,Forum,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,1638,30,FavoritePassTime,Hit the Track
USA,Hat,Top Hat,Online,Fem; Male,1271,Desktop,Google,Twitter,Shipping Details,543,112,Firefox,Positive,8,South America,Boomer; GenX; GenY; GenZ,445,10,79,1401,71,AlloyWheel,Racer Club
USA,Helmet,Warrior Hulk,Online,Female,644,Tablet,Facebook,Forum,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,1716,24,BoringBeige,Get Sporty
USA,Helmet,Alienzone Black Matte,Online,Male,571,Desktop,Yahoo,Twitter,Shipping Details,458,195,Internet Explorer,Positive,4,South America,Boomer; GenX; GenY; GenZ,214,26,109,1851,31,Extravagant,Fun with Colors
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Other,971,Mobile,Facebook,Twitter,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,1845,89,SportsConvertible,Racer Club
USA,Helmet,Alienzone Black Matte,Online,Female,885,Tablet,Facebook,Twitter,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,574,42,Extravagant,Hit the Track
USA,Helmet,Racetrack CXTR 300,Online,Fem; Male,1277,Desktop,Google,Facebook,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,1635,81,Funky,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 17.5 X 6.75 225 PCD 26 BOLT 10 STUD,Online,Fem; Male,1266,Mobile,Others,Forum,Products,408,141,Firefox,Negative,6,North & Central America,Boomer; GenX; GenY; GenZ,330,14,77,1001,90,SportsConvertible,Racer Club
USA,Brake Pad,Low Metallic NAO 35XST,Online,Male,517,Desktop,Yahoo,Forum,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,1961,31,RubberToTheRoad,Wheels That Matter
USA,Brake Pad,Semi Metallic 33LR,Online,Fem; Male,1246,Tablet,Facebook,Forum,HomePage,527,109,Internet Explorer,Neutral,1,South America,Gen Z (2000s - now),226,33,109,868,99,ChromeRims,Hit the Track
USA,Sunglasses,Sportax Path,Online,Other,747,Mobile,Bing,Blogs,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,1095,80,Race,Racer Club
USA,Helmet,Alienzone Black Matte,Online,Male,518,Tablet,Yahoo,Facebook,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,1707,48,ChromeRims,Hit the Track
USA,Spinner,SPINNER WHEEL ADVANCED COMPOSITE SPINNER 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Female,854,Mobile,Google,Twitter,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,1551,43,EmergencyBraking,Racer Club
USA,Sunglasses,Shark NXT Field Track,Online,Female,563,Desktop,Direct,Blogs,Products,425,158,Firefox,Negative,3,North & Central America,Baby Boomers (45 – 60s),329,11,158,768,43,RedHotRuby,Hit the Track
USA,Spoiler,Front?Spoiler,Online,Female,822,Mobile,Direct,Facebook,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,643,47,RubberToTheRoad,Wheels That Matter
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Fem; Male,1302,Mobile,Others,Forum,Contact Us,491,119,Firefox,Positive,1,South America,Baby Boomers (45 – 60s),362,20,119,1179,46,RaceCar,Wheels That Matter
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1288,Tablet,Facebook,Blogs,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,1330,30,ShadesOfSteel,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,855,Tablet,Direct,Forum,Products,592,59,Internet Explorer,Neutral,5,Asia Pacific,Gen X (60 – 80s),410,48,59,816,44,GorgeousMatte,Fun with Colors
USA,Hat,Bowler,Online,Fem; Male,1272,Mobile,Others,Blogs,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,1633,80,TealNoFeel,Fun with Colors
USA,Hat,Flat Cap,Online,Female,885,Tablet,Facebook,Twitter,Contact Us,408,184,Firefox,Negative,3,North & Central America,Gen Z (2000s - now),473,18,184,696,22,HotRide,Fun with Colors
USA,Sunglasses,Sportax Path,Online,Male,526,Mobile,Bing,Facebook,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,803,23,DancingWithTires,Hit the Track
USA,Brake Pad,XTR Ceramic STM,Online,Fem; Male,1274,Desktop,Bing,Forum,Shipping Details,507,144,Firefox,Positive,3,South America,Boomer; GenX; GenY; GenZ,375,45,180,1561,39,AlloyWheel,Racer Club
USA,Helmet,Air Flow Shark,Online,Female,954,Mobile,Facebook,Facebook,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,552,94,Racing,Racer Club
USA,Helmet,Alienzone Black Matte,Online,Male,541,Tablet,Direct,Blogs,HomePage,500,76,Internet Explorer,Neutral,3,Asia Pacific,Gen X (60 – 80s),405,14,76,1837,28,Funky,Get Sporty
USA,Brake Pad,XTR Semi Metallic 33NRT,Online,Other,1276,Tablet,Facebook,Blogs,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,1362,29,RedHotRuby,Hit the Track
