Region,Country,Product_Category,Campaign_Name,Revenue,Revenue_Target,City,State
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,935.00","$15,232.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,761.00","$13,831.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$7,264.00","$9,868.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,934.00","$19,723.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$17,627.00","$11,422.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$19,503.00","$14,609.00",San Diego,California
North & Central America,USA,Exercise,Fun with Colors,"$15,850.00","$18,751.00",NULL,NULL
Asia Pacific,Japan,Lighting,Tailored for You,"$15,642.00","$10,214.00",NULL,NULL
Asia Pacific,Australia,Lighting,Enjoy the Moment,"$9,112.00","$11,930.00",NULL,NULL
South America,Mexico,Lighting,Fall into Winter,"$6,285.00","$8,448.00",NULL,NULL
Europe,France,Apparel and Footwear,Enjoy the Moment,"$13,221.00","$8,584.00",NULL,NULL
Europe,Germany,Lighting,Get Sporty,"$10,027.00","$10,643.00",NULL,NULL
South America,Mexico,Décor,Be Unique,"$8,284.00","$9,840.00",NULL,NULL
Europe,Turkey,Lighting,Be Unique,"$14,726.00","$5,249.00",NULL,NULL
Asia Pacific,Indonesia,Electronics,Enjoy the Moment,"$11,290.00","$12,495.00",NULL,NULL
Asia Pacific,Korea,Pillows & Cushions,Enjoy the Moment,"$5,889.00","$9,819.00",NULL,NULL
Europe,Turkey,Pillows & Cushions,Tailored for You,"$10,269.00","$11,191.00",NULL,NULL
Asia Pacific,China,Décor,Be Unique,"$13,516.00","$8,891.00",NULL,NULL
South America,Brazil,Electronics,Fun with Colors,"$9,864.00","$5,802.00",NULL,NULL
Asia Pacific,Korea,Electronics,Be Unique,"$6,691.00","$7,070.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,027.00","$10,643.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$12,974.00","$19,462.00",San Diego,California
South East,US,Team Sports,Fall into Winter,"$5,622.00","$12,306.00",Miami,Florida
South East,US,Team Sports,Enjoy the Moment,"$9,702.00","$7,876.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,781.00","$19,592.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,873.00","$10,617.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,670.00","$5,412.00",San Diego,California
South America,Mexico,Décor,Be Unique,"$15,521.00","$13,935.00",NULL,NULL
Europe,Germany,Apparel and Footwear,Get Sporty,"$16,810.00","$10,178.00",NULL,NULL
North & Central America,USA,Décor,Spring into Summer,"$6,689.00","$13,088.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,523.00","$17,741.00",San Diego,California
Asia Pacific,Japan,Exercise,Enjoy the Moment,"$15,575.00","$19,053.00",NULL,NULL
Asia Pacific,Japan,Décor,Tailored for You,"$11,400.00","$15,117.00",NULL,NULL
North & Central America,USA,Lighting,Spring into Summer,"$10,865.00","$17,907.00",NULL,NULL
South America,Brazil,Lighting,Spring into Summer,"$10,934.00","$19,723.00",NULL,NULL
Asia Pacific,China,Décor,Enjoy the Moment,"$14,605.00","$18,971.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Spring into Summer,"$8,121.00","$10,451.00",NULL,NULL
Europe,France,Décor,Be Unique,"$6,593.00","$17,096.00",NULL,NULL
Asia Pacific,Korea,Lighting,Tailored for You,"$13,006.00","$15,079.00",NULL,NULL
South America,Brazil,Apparel and Footwear,Enjoy the Moment,"$5,103.00","$6,799.00",NULL,NULL
South America,Brazil,Décor,Enjoy the Moment,"$13,945.00","$13,624.00",NULL,NULL
Asia Pacific,Australia,Apparel and Footwear,Get Sporty,"$17,384.00","$8,018.00",NULL,NULL
North & Central America,USA,Décor,Spring into Summer,"$5,318.00","$16,079.00",NULL,NULL
Europe,France,Electronics,Get Sporty,"$11,059.00","$19,059.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Spring into Summer,"$12,174.00","$6,996.00",NULL,NULL
South America,Mexico,Electronics,Fall into Winter,"$12,503.00","$9,977.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Enjoy the Moment,"$10,223.00","$17,414.00",NULL,NULL
North & Central America,USA,Apparel and Footwear,Enjoy the Moment,"$19,142.00","$19,858.00",NULL,NULL
Europe,France,Pillows & Cushions,Enjoy the Moment,"$15,557.00","$14,176.00",NULL,NULL
Europe,Italy,Apparel and Footwear,Be Unique,"$12,366.00","$11,187.00",NULL,NULL
Europe,Spain,Apparel and Footwear,Be Unique,"$8,871.00","$13,868.00",NULL,NULL
Europe,UK,Décor,Enjoy the Moment,"$13,732.00","$5,799.00",NULL,NULL
Europe,Italy,Furniture,Spring into Summer,"$17,484.00","$9,517.00",NULL,NULL
South America,Brazil,Electronics,Spring into Summer,"$5,663.00","$16,837.00",NULL,NULL
Europe,Turkey,Apparel and Footwear,Be Unique,"$11,719.00","$19,049.00",NULL,NULL
Europe,Italy,Apparel and Footwear,Enjoy the Moment,"$15,740.00","$7,685.00",NULL,NULL
North & Central America,USA,Electronics,Enjoy the Moment,"$15,148.00","$19,098.00",NULL,NULL
Asia Pacific,China,Exercise,Get Sporty,"$5,484.00","$11,469.00",NULL,NULL
Europe,Spain,Furniture,Be Unique,"$12,191.00","$14,106.00",NULL,NULL
South America,Brazil,Pillows & Cushions,Get Sporty,"$5,418.00","$13,970.00",NULL,NULL
South America,Brazil,Décor,Enjoy the Moment,"$15,719.00","$8,723.00",NULL,NULL
Europe,Spain,Electronics,Fall into Winter,"$12,739.00","$19,242.00",NULL,NULL
South East,US,Team Sports,Get Sporty,"$11,983.00","$9,825.00",Miami,Florida
South East,US,Team Sports,Fun with Colors,"$5,712.00","$6,947.00",Miami,Florida
South East,US,Team Sports,Be Unique,"$11,564.00","$19,306.00",Miami,Florida
Asia Pacific,Japan,Electronics,Spring into Summer,"$9,781.00","$19,592.00",NULL,NULL
South East,US,Team Sports,Fall into Winter,"$7,264.00","$9,868.00",Miami,Florida
South East,US,Team Sports,Fun with Colors,"$6,738.00","$11,176.00",Miami,Florida
South East,US,Team Sports,Get Sporty,"$5,496.00","$15,301.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,148.00","$19,098.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,719.00","$8,723.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,712.00","$6,947.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$14,691.00","$14,601.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,119.00","$17,269.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,062.00","$7,721.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$12,409.00","$10,914.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,197.00","$18,456.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,250.00","$15,790.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,496.00","$15,301.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,963.00","$18,377.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$14,778.00","$13,122.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,593.00","$17,096.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,387.00","$6,961.00",San Diego,California
South America,Brazil,Electronics,Fun with Colors,"$6,497.00","$6,147.00",NULL,NULL
Asia Pacific,Indonesia,Exercise,Get Sporty,"$12,974.00","$19,462.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,006.00","$15,079.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$7,842.00","$10,624.00",San Diego,California
North & Central America,Canada,Lighting,Tailored for You,"$14,804.00","$17,275.00",NULL,NULL
North & Central America,Canada,Pillows & Cushions,Be Unique,"$13,873.00","$10,617.00",NULL,NULL
North & Central America,USA,Apparel and Footwear,Enjoy the Moment,"$13,554.00","$19,215.00",NULL,NULL
Asia Pacific,Japan,Exercise,Enjoy the Moment,"$15,575.00","$19,053.00",NULL,NULL
South America,Mexico,Décor,Be Unique,"$15,521.00","$13,935.00",NULL,NULL
Asia Pacific,Japan,Décor,Tailored for You,"$11,400.00","$15,117.00",NULL,NULL
North & Central America,USA,Décor,Spring into Summer,"$6,689.00","$13,088.00",NULL,NULL
North & Central America,USA,Lighting,Spring into Summer,"$10,865.00","$17,907.00",NULL,NULL
Europe,Germany,Apparel and Footwear,Get Sporty,"$16,810.00","$10,178.00",NULL,NULL
Asia Pacific,China,Electronics,Be Unique,"$14,944.00","$6,089.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,867.00","$19,049.00",San Diego,California
South East,US,Team Sports,Enjoy the Moment,"$9,348.00","$11,769.00",Miami,Florida
South East,US,Team Sports,Enjoy the Moment,"$16,523.00","$17,741.00",Miami,Florida
North & Central America,Canada,Pillows & Cushions,Enjoy the Moment,"$13,773.00","$11,719.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$11,059.00","$19,059.00",San Diego,California
South East,US,Team Sports,Tailored for You,"$10,225.00","$12,472.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,497.00","$6,147.00",San Diego,California
Europe,Germany,Electronics,Fall into Winter,"$7,607.00","$15,850.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Enjoy the Moment,"$13,098.00","$5,663.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,480.00","$7,379.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,523.00","$17,741.00",San Diego,California
Asia Pacific,China,Apparel and Footwear,Tailored for You,"$5,434.00","$10,709.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,285.00","$8,448.00",San Diego,California
North & Central America,USA,Pillows & Cushions,Be Unique,"$13,802.00","$5,380.00",NULL,NULL
Asia Pacific,Australia,Apparel and Footwear,Be Unique,"$11,988.00","$19,348.00",NULL,NULL
North & Central America,Canada,Décor,Be Unique,"$9,192.00","$6,179.00",NULL,NULL
South America,Mexico,Exercise,Tailored for You,"$9,253.00","$14,347.00",NULL,NULL
North & Central America,USA,Apparel and Footwear,Be Unique,"$13,174.00","$14,329.00",NULL,NULL
Europe,Spain,Pillows & Cushions,Tailored for You,"$14,328.00","$15,577.00",NULL,NULL
North & Central America,Canada,Lighting,Enjoy the Moment,"$9,668.00","$14,658.00",NULL,NULL
North & Central America,USA,Décor,Enjoy the Moment,"$10,344.00","$15,220.00",NULL,NULL
Europe,Italy,Apparel and Footwear,Tailored for You,"$7,131.00","$7,453.00",NULL,NULL
Asia Pacific,Indonesia,Electronics,Fun with Colors,"$12,711.00","$8,946.00",NULL,NULL
Europe,Germany,Apparel and Footwear,Fall into Winter,"$13,083.00","$11,336.00",NULL,NULL
South America,Mexico,Décor,Fall into Winter,"$13,070.00","$16,389.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Enjoy the Moment,"$5,391.00","$14,679.00",NULL,NULL
Europe,Italy,Décor,Be Unique,"$5,867.00","$19,049.00",NULL,NULL
Asia Pacific,Indonesia,Electronics,Spring into Summer,"$17,810.00","$7,536.00",NULL,NULL
North & Central America,Canada,Apparel and Footwear,Be Unique,"$8,556.00","$18,352.00",NULL,NULL
Europe,Turkey,Lighting,Tailored for You,"$12,965.00","$12,220.00",NULL,NULL
South America,Mexico,Exercise,Spring into Summer,"$7,133.00","$7,388.00",NULL,NULL
Europe,Spain,Electronics,Be Unique,"$10,260.00","$14,654.00",NULL,NULL
Asia Pacific,India,Lighting,Get Sporty,"$9,020.00","$13,475.00",NULL,NULL
North & Central America,USA,Exercise,Tailored for You,"$5,515.00","$18,229.00",NULL,NULL
Europe,Germany,Electronics,Enjoy the Moment,"$5,466.00","$9,140.00",NULL,NULL
Europe,Germany,Décor,Tailored for You,"$7,273.00","$6,184.00",NULL,NULL
South America,Mexico,Lighting,Fall into Winter,"$16,062.00","$7,721.00",NULL,NULL
South America,Brazil,Apparel and Footwear,Tailored for You,"$5,233.00","$12,227.00",NULL,NULL
Asia Pacific,Australia,Apparel and Footwear,Be Unique,"$7,365.00","$13,123.00",NULL,NULL
Europe,Italy,Pillows & Cushions,Tailored for You,"$5,846.00","$8,447.00",NULL,NULL
Asia Pacific,Indonesia,Pillows & Cushions,Be Unique,"$16,835.00","$12,382.00",NULL,NULL
Asia Pacific,Indonesia,Electronics,Be Unique,"$14,778.00","$13,122.00",NULL,NULL
South East,US,Team Sports,Be Unique,"$9,963.00","$18,377.00",Miami,Florida
South East,US,Team Sports,Enjoy the Moment,"$7,146.00","$17,780.00",Miami,Florida
Europe,Germany,Exercise,Enjoy the Moment,"$19,503.00","$14,609.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Enjoy the Moment,"$15,387.00","$6,961.00",NULL,NULL
South East,US,Team Sports,Enjoy the Moment,"$9,702.00","$7,876.00",Miami,Florida
Europe,UK,Pillows & Cushions,Be Unique,"$16,859.00","$13,324.00",NULL,NULL
South East,US,Team Sports,Enjoy the Moment,"$13,132.00","$17,228.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,414.00","$12,619.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,027.00","$10,643.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,873.00","$10,617.00",San Diego,California
South East,US,Team Sports,Tailored for You,"$9,140.00","$19,323.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$7,273.00","$6,184.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$12,974.00","$19,462.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,846.00","$8,447.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,140.00","$19,323.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$11,441.00","$6,741.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,418.00","$13,970.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,740.00","$7,685.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$8,121.00","$10,451.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,344.00","$15,220.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,103.00","$6,799.00",San Diego,California
South America,Brazil,Exercise,Get Sporty,"$16,611.00","$7,917.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,070.00","$16,389.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$11,620.00","$17,230.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,296.00","$7,313.00",San Diego,California
Asia Pacific,Indonesia,Furniture,Enjoy the Moment,"$10,246.00","$18,683.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,735.00","$16,671.00",San Diego,California
Asia Pacific,Australia,Lighting,Enjoy the Moment,"$16,850.00","$15,753.00",NULL,NULL
Asia Pacific,China,Apparel and Footwear,Tailored for You,"$5,434.00","$10,709.00",NULL,NULL
Europe,Germany,Electronics,Fall into Winter,"$7,607.00","$15,850.00",NULL,NULL
South America,Mexico,Décor,Enjoy the Moment,"$7,197.00","$5,731.00",NULL,NULL
North & Central America,Canada,Apparel and Footwear,Spring into Summer,"$17,486.00","$11,990.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Be Unique,"$13,802.00","$5,380.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Enjoy the Moment,"$13,098.00","$5,663.00",NULL,NULL
North & Central America,USA,Apparel and Footwear,Be Unique,"$13,174.00","$14,329.00",NULL,NULL
South East,US,Team Sports,Tailored for You,"$7,001.00","$10,528.00",Miami,Florida
South East,US,Team Sports,Spring into Summer,"$5,333.00","$7,346.00",Miami,Florida
Asia Pacific,India,Exercise,Be Unique,"$16,753.00","$13,851.00",NULL,NULL
South America,Mexico,Exercise,Tailored for You,"$9,253.00","$14,347.00",NULL,NULL
South East,US,Team Sports,Spring into Summer,"$10,182.00","$13,630.00",Miami,Florida
Asia Pacific,China,Electronics,Be Unique,"$14,944.00","$6,089.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,112.00","$11,930.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,670.00","$5,412.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,781.00","$19,592.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,850.00","$15,753.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$17,488.00","$9,941.00",San Diego,California
Europe,Germany,Apparel and Footwear,Fun with Colors,"$14,865.00","$15,960.00",NULL,NULL
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,945.00","$13,624.00",San Diego,California
South America,Brazil,Décor,Fun with Colors,"$15,142.00","$7,147.00",NULL,NULL
Asia Pacific,Australia,Lighting,Fall into Winter,"$13,512.00","$18,877.00",NULL,NULL
South America,Brazil,Pillows & Cushions,Tailored for You,"$8,804.00","$10,137.00",NULL,NULL
North & Central America,USA,Electronics,Enjoy the Moment,"$6,278.00","$11,478.00",NULL,NULL
Europe,Italy,Lighting,Get Sporty,"$9,486.00","$8,891.00",NULL,NULL
Europe,UK,Pillows & Cushions,Be Unique,"$8,264.00","$19,049.00",NULL,NULL
South America,Brazil,Furniture,Enjoy the Moment,"$11,245.00","$18,041.00",NULL,NULL
North & Central America,Canada,Exercise,Be Unique,"$8,465.00","$7,654.00",NULL,NULL
South America,Mexico,Lighting,Fall into Winter,"$6,285.00","$8,448.00",NULL,NULL
South America,Brazil,Décor,Be Unique,"$21,637.00","$5,666.00",NULL,NULL
Europe,Italy,Electronics,Tailored for You,"$11,247.00","$10,339.00",NULL,NULL
Europe,Italy,Lighting,Tailored for You,"$14,992.00","$15,699.00",NULL,NULL
Asia Pacific,Australia,Lighting,Enjoy the Moment,"$9,112.00","$11,930.00",NULL,NULL
North & Central America,Canada,Exercise,Fun with Colors,"$13,735.00","$16,671.00",NULL,NULL
Europe,Germany,Lighting,Get Sporty,"$10,027.00","$10,643.00",NULL,NULL
Asia Pacific,China,Apparel and Footwear,Fall into Winter,"$11,145.00","$12,957.00",NULL,NULL
South America,Mexico,Electronics,Fun with Colors,"$12,061.00","$19,769.00",NULL,NULL
North & Central America,USA,Exercise,Fun with Colors,"$15,850.00","$18,751.00",NULL,NULL
Asia Pacific,Japan,Lighting,Tailored for You,"$15,642.00","$10,214.00",NULL,NULL
Europe,France,Electronics,Enjoy the Moment,"$9,764.00","$9,300.00",NULL,NULL
Europe,Turkey,Lighting,Enjoy the Moment,"$8,382.00","$19,209.00",NULL,NULL
Asia Pacific,Japan,Pillows & Cushions,Fun with Colors,"$9,952.00","$13,231.00",NULL,NULL
North & Central America,USA,Furniture,Spring into Summer,"$7,014.00","$16,466.00",NULL,NULL
South America,Mexico,Décor,Enjoy the Moment,"$9,831.00","$15,236.00",NULL,NULL
Europe,France,Apparel and Footwear,Spring into Summer,"$14,445.00","$12,231.00",NULL,NULL
Europe,Spain,Exercise,Be Unique,"$5,022.00","$7,920.00",NULL,NULL
South America,Brazil,Apparel and Footwear,Get Sporty,"$8,518.00","$19,121.00",NULL,NULL
North & Central America,Canada,Pillows & Cushions,Enjoy the Moment,"$11,404.00","$16,844.00",NULL,NULL
North & Central America,USA,Electronics,Fun with Colors,"$6,414.00","$12,619.00",NULL,NULL
North & Central America,USA,Electronics,Enjoy the Moment,"$11,441.00","$6,741.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Be Unique,"$17,859.00","$17,681.00",NULL,NULL
North & Central America,USA,Décor,Fun with Colors,"$5,197.00","$18,456.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Enjoy the Moment,"$9,250.00","$15,790.00",NULL,NULL
Europe,Germany,Exercise,Fall into Winter,"$14,764.00","$5,876.00",NULL,NULL
North & Central America,Canada,Electronics,Enjoy the Moment,"$10,296.00","$7,313.00",NULL,NULL
South East,US,Team Sports,Fall into Winter,"$5,622.00","$12,306.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,611.00","$7,917.00",San Diego,California
South East,US,Team Sports,Tailored for You,"$9,935.00","$15,232.00",Miami,Florida
South East,US,Team Sports,Enjoy the Moment,"$13,132.00","$17,228.00",Miami,Florida
South East,US,Team Sports,Enjoy the Moment,"$7,842.00","$10,624.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$10,246.00","$18,683.00",San Diego,California
South East,US,Team Sports,Get Sporty,"$6,651.00","$19,835.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$11,703.00","$9,822.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$15,387.00","$6,961.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$14,778.00","$13,122.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,250.00","$15,790.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,593.00","$17,096.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$7,842.00","$10,624.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$5,197.00","$18,456.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,006.00","$15,079.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$17,859.00","$17,681.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$14,605.00","$18,971.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,192.00","$6,179.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$9,668.00","$14,658.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$14,290.00","$10,487.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$11,988.00","$19,348.00",San Diego,California
South America,Brazil,Décor,Enjoy the Moment,"$13,945.00","$13,624.00",NULL,NULL
Europe,Germany,Apparel and Footwear,Fun with Colors,"$14,865.00","$15,960.00",NULL,NULL
North & Central America,USA,Décor,Spring into Summer,"$5,318.00","$16,079.00",NULL,NULL
Europe,France,Electronics,Get Sporty,"$11,059.00","$19,059.00",NULL,NULL
North & Central America,USA,Pillows & Cushions,Spring into Summer,"$12,174.00","$6,996.00",NULL,NULL
South America,Brazil,Décor,Fun with Colors,"$15,142.00","$7,147.00",NULL,NULL
South America,Mexico,Apparel and Footwear,Enjoy the Moment,"$10,223.00","$17,414.00",NULL,NULL
Europe,Italy,Lighting,Get Sporty,"$9,486.00","$8,891.00",NULL,NULL
South America,Brazil,Pillows & Cushions,Spring into Summer,"$16,347.00","$6,942.00",NULL,NULL
Asia Pacific,Australia,Lighting,Fall into Winter,"$13,512.00","$18,877.00",NULL,NULL
South America,Brazil,Furniture,Enjoy the Moment,"$11,245.00","$18,041.00",NULL,NULL
North & Central America,USA,Electronics,Enjoy the Moment,"$6,278.00","$11,478.00",NULL,NULL
Asia Pacific,India,Exercise,Be Unique,"$16,753.00","$13,851.00",NULL,NULL
South America,Brazil,Pillows & Cushions,Tailored for You,"$8,804.00","$10,137.00",NULL,NULL
South East,US,Team Sports,Be Unique,"$17,488.00","$9,941.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$21,637.00","$5,666.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$12,711.00","$8,946.00",San Diego,California
South East,US,Team Sports,Get Sporty,"$8,710.00","$9,713.00",Miami,Florida
South East,US,Team Sports,Be Unique,"$11,564.00","$19,306.00",Miami,Florida
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$13,083.00","$11,336.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,386.00","$9,989.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$16,859.00","$13,324.00",San Diego,California
Far West,US,Books,EnjoyTheMoment; BeUnique; TailoredForYou,"$6,815.00","$14,606.00",San Diego,California
